salary,company,jobname,jobcont,jobid
2000-2999/月,天睿信科技术（北京）有限公司,前端应用方向（实习生）,职位描述：前端应用方向（实习生/本科或硕士）1、 计算机及相关专业；2、 熟练掌握J2EE架构，Java和JSP编程，熟悉Struct+Spring+Hibernate；3、 熟悉数据库以及SQL语言；4、 有WEB开发实际运用经验优先。公司介绍  Teradata天睿公司（Teradata Corporation，美国纽约证券交易所交易代码：TDC）是全球领先的数据分析解决方案厂商，专注于整合数据仓库、大数据分析和业务应用，是全球公认的领导者，Teradata连续16年被Gartner评为数据仓库DBMS领导者。详细介绍参考公司网址：www.teradata.com目前，80%的全球***商业和储蓄银行、90%全球十大电信运营商、80%的全球***零售商、100%的全球***航空公司、83%的世界***运输/物流公司，都在使用Teradata数据平台系统。Teradata天睿公司为客户提供全面的领先解决方案，帮助各种规模的企业获得崭新的数据洞察力，并将获得的更全面的业务智能转化为决策和行动能力，最终帮助企业在大数据时代的竞争中脱颖而出。天睿信科技术(北京)有限公司是Teradata在中国的全资子公司，分管大中华区的业务活动，天睿信科技术(北京)有限公司上海分公司是天睿信科技术(北京)有限公司的子公司，分管华东地区的业务活动。见习顾问培养  我们重视每一个在Teradata见习学生的培养，我们认为中国需要大量的数据分析与数据仓库的人才，作为数据仓库的领导者，我们有责任和义务在这方面作出我们的贡献。为了更好提升见习效果，我们严格按照以下阶段进行培养：1）试用期（第1个月）。 为期4周的试用期，你的导师将和你一起制定详细的学习路径图计划，让你了解数据仓库基本概念、了解项目所在行业数据情况，了解项目组工作要求和管理方式，明确你的工作职责和范围。试用期评估结束后，Mentor与你沟通，根据正式的评估结果以及你的兴趣，决定是否继续见习。2）培养期（第2个月到第4个月）。前4个月重点在实际项目中协助你的导师进行角色范围内的工作，提升业务能力；通过周报，月报提升总结能力；通过参加培训和网上大学，提升基础能力；通过参加SPARK论坛，提升数据仓库视野。在第4个月会进行评估，为后续针对性提升打下基础。3）提升期（第5个月到毕业前6个月）。根据评估结果，结合个人的情况，进行角色的调整，并制定针对性的教练计划。并通过参加角色对应的TDU专业课程，研讨会提升你的专业能力。在此期间，能够独立负责自己角色范围内的工作。在毕业前六个月，通过一次正式的评估，决定是否留在Teradata。职能类别：其他举报分享,229
1500以下/月,天睿信科技术（北京）有限公司,Hadoop Administrator,"职位描述：Role: Hadoop AdministratorLocation : GuangZhouIndustry : Not requiredThe Hadoop Administrator manages and controls the Hadoop System environment for Teradata customers. The Hadoop System environment includes Hadoop, HDFS, HBase, Hcatalog, Hive, Pig, monitoring tools, Linux, and many more related Hadoop tools and applications. The Hadoop Administrator is responsible for the hands on day to day operations of the Hadoop System environment.The Hadoop Administrator requires specific technical knowledge about the administration and control of the Hadoop System, including the associated operating system, related tools, network, and hardware. The Hadoop Administrator will provide services to administer, maintain, manage, and control the Hadoop System including the operating system, Hadoop tools, and installed Hadoop applications. The Hadoop Administrator may be the Project Tech Lead on a project.Key Areas of Responsibility?	Development, deployment, and management of a quick and nimble Hadoop environment.?	Administration, maintenance, control, and optimization of Hadoop capacity, security, configuration, process scheduling, and errors.?	Administration, maintenance, and control of the operating system, network, storage, and tools.?	Management of data, users, and job execution on the Hadoop System.?	Mentor and interact with other team members and the client for the dissemination of information about the Hadoop System and environment.?	Periodic backups of the system.?	Plan for and support hardware and software installation and upgrades.?	Perform Hadoop software installation and upgrades that are within the scope of PS.?	Coordinate and assist in the implementation of data movement between Hadoop and other systems.?	Work with the application team to design and develop an effective Hadoop solution. Be actively engaged and responsible in the development process.?	Develop best practices for developing and deploying Hadoop applications and assist the team to manage compliance to the standards.?	Be a trusted and valuable member of the overall project team for Hadoop and Unified Data Architecture applications, operational applications, and BI solutions.Skills?	Experience with major big data technologies and frameworks including but not limited to hadoop, hdfs, hive, hbase, flume, zookeeper etc.?	In depth knowledge of operations management, control, and tools used in a Hadoop environment.?	In depth knowledge of security tools.?	In depth knowledge of system management and error resolution.?	The ability to consult and advise a team on best tool selection, best practices, and optimal processes.?	Understanding of the Teradata Unified Data Architecture is plus.?	Understanding of the Teradata Reference Information Architecture is plus.任职要求?	计算机、数学、统计学或相关专业本科及以上学历；?	1年以上hadoop管理经验，熟悉hadoop、hdfs、hbase、hive、spark、storm、flume等（必备），至少要有实践经验；?	3年以上编程经验， 至少精通java、python、perl语言；?	具有优秀的分析问题和解决问题的能力，具备强烈的进取心，对解决具有挑战性问题充满激情；?	思路清晰，逻辑严谨，有良好的表达能力、沟通能力、团队协调能力，能够在压力环境下工作；?	能适应70%以上时间长期出差，并在客户现场工作；?	良好的英文口语和写作能力。更多职位详情，请点击进入：www.teradatacareers.com/apjEmail contact: lydie.lu@teradata.com,  roey.du@teradata.com应聘时请注明职位名称+地点职能类别：其他举报分享",231
2000-2999/月,天睿信科技术（北京）有限公司,数据分析与挖掘方向（实习生）,职位描述：数据分析与挖掘方向（实习生/本科或硕士）1、 统计学、应用数学、情报学等相关专业；2、 熟练运用Excel、SPSS、SAS、R等分析软件；3、 有数据挖掘、文本挖掘、自然语言理解实际运用经验优先；熟悉SQL脚本优先。公司介绍 Teradata天睿公司（Teradata Corporation，美国纽约证券交易所交易代码：TDC）是全球领先的数据分析解决方案厂商，专注于整合数据仓库、大数据分析和业务应用，是全球公认的领导者，Teradata连续16年被Gartner评为数据仓库DBMS领导者。详细介绍参考公司网址：www.teradata.com 目前，80%的全球***商业和储蓄银行、90%全球十大电信运营商、80%的全球***零售商、100%的全球***航空公司、83%的世界***运输/物流公司，都在使用Teradata数据平台系统。 Teradata天睿公司为客户提供全面的领先解决方案，帮助各种规模的企业获得崭新的数据洞察力，并将获得的更全面的业务智能转化为决策和行动能力，最终帮助企业在大数据时代的竞争中脱颖而出。天睿信科技术(北京)有限公司是Teradata在中国的全资子公司，分管大中华区的业务活动，天睿信科技术(北京)有限公司上海分公司是天睿信科技术(北京)有限公司的子公司，分管华东地区的业务活动。见习顾问培养 我们重视每一个在Teradata见习学生的培养，我们认为中国需要大量的数据分析与数据仓库的人才，作为数据仓库的领导者，我们有责任和义务在这方面作出我们的贡献。为了更好提升见习效果，我们严格按照以下阶段进行培养： 1）试用期（第1个月）。 为期4周的试用期，你的导师将和你一起制定详细的学习路径图计划，让你了解数据仓库基本概念、了解项目所在行业数据情况，了解项目组工作要求和管理方式，明确你的工作职责和范围。试用期评估结束后，Mentor与你沟通，根据正式的评估结果以及你的兴趣，决定是否继续见习。 2）培养期（第2个月到第4个月）。前4个月重点在实际项目中协助你的导师进行角色范围内的工作，提升业务能力；通过周报，月报提升总结能力；通过参加培训和网上大学，提升基础能力；通过参加SPARK论坛，提升数据仓库视野。在第4个月会进行评估，为后续针对性提升打下基础。 3）提升期（第5个月到毕业前6个月）。根据评估结果，结合个人的情况，进行角色的调整，并制定针对性的教练计划。并通过参加角色对应的TDU专业课程，研讨会提升你的专业能力。在此期间，能够独立负责自己角色范围内的工作。在毕业前六个月，通过一次正式的评估，决定是否留在Teradata。职能类别：其他举报分享,228
10000-14999/月,广东三盟科技股份有限公司,高级Java后台（爬虫工程师）,职位描述：岗位职责：1、参与大数据后台设计；2、负责大数据后台编码实现；3、负责爬虫技术设计实现。任职要求：1、理工科计算机相关专业本科以上学历。2、3年或以上Java开发经验；3、熟悉sql语句、有mysql、oracle等主流数据库使用经验；4、熟悉爬虫及大数据（Hadoop、Spark、ElasticSearch等）技术。职能类别：高级软件工程师软件工程师关键字：爬虫技术大数据Java举报分享,227
10000-14999/月,广东三百六十度传播广告有限公司,Java开发工程师,"职位描述：岗位职责：1、负责公司数据平台后端服务研发；2、负责按设计进行软件编码，编写开发文档，产品手册；3、准确分析和修改各种bug。任职要求：1、开发功底好（熟练掌握 Java 开发），算法基础好，熟悉mongo；2、熟练掌握 分布式存储、缓存、消息队列 等开源系统的使用和优化，熟悉 TCP/IP、HTTP 等网络协议；3、有优秀的学习、沟通、协作能力；4、有 Hadoop, Elastic Search, Spark 等后端系统的相关实战经验优先。职能类别：互联网软件开发工程师举报分享",225
8000-20000/月,广东广业开元科技有限公司,高级爬虫工程师,"职位描述：【岗位职责】1.根据业务要求负责抓取互联网各种形式数据,如网页，pdf ,word 等，并对内容进行提取2.参与爬虫系统的架构设计与开发；3. 参与爬虫核心算法的策略优化研究4、两年以上大规模网页爬虫开发经验，能够总结分析不同网站的结构特点与规律；【职位要求】1. 至少熟练掌握 python, java , C++ 中的一种开发语言2. 有两年以上互联联网数据抓取经验，对债券，财务，股票等经济数据有抓取经验者优先3.熟练使用Linux系统，熟悉tcp，http协议原理；熟悉ajax工作原理；精通Python或Java编程，具备扎实的数据结构与算法功底。4. 有分布式抓取数据经验者优先；5. 对hadoop ，spark ， hive 等开源组件有应用经验，并会基本使用；------------------公司简介-----------------★【广业公司】（全称“广东省广业资产经营有限公司”）是广东省国资委下第二大的国有多元化产业经营集团。（百亿级资产，中国500强，下设15家产业集团，两万人以上规模，旗下多家上市公司）★【广业开元科技】是在省政府和国资委重点关注支持，由广业公司投资千万控股成立的大数据科技公司，不仅拥有雄厚的资本支持，业务更广泛涉及政府、公共服务、大型国企事业单位、科技创新园区等多个高端领域。★核心团队来自于日立信息、阿里巴巴、华为、SAP、金山、YY等国际国内一流IT科技公司，以及云计算和大数据领域的国内著名专家、博士后流动工作站组成，90%以上员工为技术工程师。职能类别：软件工程师高级软件工程师关键字：爬虫JavaPythonSQL数据库数据处理数据抓取举报分享",224
8000-20000/月,广东广业开元科技有限公司,Hadoop工程师,职位描述：工作地点：广州天河区金穗路邦华环球广场【带薪年假】+【五险一金】+【包午餐】+【加班包晚餐】【各种补贴福利】岗位职责：Hadoopk环境的搭建、维护及优化；任职资格：1、本科全日制以上学历；3、具有扎实的计算机操作系统、数据结构等编程基础，精通Java，和熟悉Scala、Python、R语言之一者优先；4、对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验者优先考虑；5、有三年以上互联网公司或海量数据处理工作经验。----------公司简介----------★【广业公司】（全称“广东省广业资产经营有限公司”）是广东省国资委下第二大的国有多元化产业经营集团。（百亿级资产，中国500强，下设15家产业集团，两万人以上规模，旗下多家上市公司）★【广业开元科技】是在省政府和国资委重点关注支持，由广业公司投资千万控股成立的大数据科技公司，不仅拥有雄厚的资本支持，业务更广泛涉及政府、公共服务、大型国企事业单位、科技创新园区等多个高端领域。★核心团队来自于日立信息、杰赛股份、阿里巴巴、华为、汇丰银行、SAP、金山等国际国内一流IT科技公司，以及云计算和大数据领域的国内著名专家、博士后流动工作站组成，90%以上员工为技术工程师。职能类别：软件工程师高级软件工程师举报分享,223
60-80万/年,大连卓晟光华科技咨询有限公司,Industrial Big Data Architect,"职位描述：Job Purpose / Responsibilities？ Owner of Big Data solution architecture , and lead the solutioning and development of IoT Big Data platforms for clients by leveraging resources and expertise from various IBM teams and external parties.？ Provides pre-sales technical direction and support to new engagements and implementation leadership of IoT Big Data solution delivery from architecture perspective？ Work with industry SMEs and IT architects to build and sell industry specific business IoT solutions？ Build IoT Big Data technical assets and POV, and actively participate relevant marketing activities？ Promote IoT knowledge and solutions within Global team, and lead IoT technical training with support from learning service team？ Support IoT leader to achieve the business target of IoT sales and deliveryQualifications？ 7+ of years of experience in conceptualization, definition and development of IT architecture;？ Strong knowledge and experience in mainstream big data technologies and tools, including but not limited to Hadoop, KNOX, HIVE, PIG, MapReduce, SPARK, Ranger, etc.？ Strong knowledge of IoT communication protocols preferred.？ Strong knowledge of application, software and web services development including C#, Java, SOAP, REST, etc.？ Knowledge of mainstream RDB platform including but not limited to DB2, Oracle, MSSQL, etc.？ 5+ years of experience in IT services/consulting for manufacturing clients？ Good communication skills in both Mandarin and English职能类别：其他关键字：BigDataArchitectIndustrialconsulting举报分享",251
3000-7000/月,广东三盟科技股份有限公司,数据分析师（初级）,职位描述：岗位职责：1、参与大数据相关产品需求分析；2、参与大数据相关产品算法设计和算法实现。任职要求：1、计算机、数学、统计学等相关专业硕士及以上学历2、熟悉常用的数据挖掘算法，了解大数据分析常用模型3、熟悉Sql语法，具备数据库使用经验4、熟悉Hadoop、Spark等大数据产品职能类别：算法工程师关键字：建模大数据举报分享,226
10000-18000/月,PPmoney互联网金融平台,大数据开发工程师（Hadoop工程师）-征信,职位描述：岗位职责1、参与大数据架构的搭建、开发和维护，负责Hadoop平台的MapReduce、Hive、Pig、kafka应用开发和维护；2、负责Spark计算框架的实时采集和流处理；3、负责大数据平台集群运维和监控；4、能通过开发工具/平台解决性能问题；5、协助管理Hadoop集群，参与新技术选型和调研，解决不断增长的海量数据带来的存储和计算挑战。任职资格1、本科以上学历，2年以上Java开发经验，至少一年以上MapReduce、Hive、Pig、Kafka等项目开发经验；2、熟悉Hadoop原理和体系架构，熟悉kafka/flume等消息中间件；3、参与过分布式高性能服务的设计开发过程，有大规模分布式系统的实践经验；4、对于分布式系统有一定了解，有海量数据处理经验；5、具备较强学习能力，良好的沟通能力和团队合作意识。职能类别：高级软件工程师关键字：大数据Hadoop工程师平台MapReduceHivePig应用开发维护举报分享,271
8000-15000/月,久邦数码,大数据处理工程师,职位描述：岗位职责：1、深刻理解产品已有的数据（PB级）；2、负责GO系列产品的海量数据处理；3、根据对产品业务的理解梳理数据需求，建立相关业务模型，指导业务的精细化运营；4、负责大数据开发平台的维护和优化工作。岗位要求：1、精通SQL，熟悉Hadoop、Hive、Spark、Storm和拥有海量数据处理和挖掘经验者优先；2、有HBase、Impala、Presto等开发经验者优先；3、熟悉Shell和Linux开发环境，拥有Java、Python开发经验者优先；4、优秀的团队合作精神、诚实、勤奋、严谨，能够积极创新，乐于沟通，负责敬业。我们将为您提供完善的福利待遇及良好的工作环境：1、工作环境：甲级写字楼，交通便利，舒适的开放式办公环境并配有健身房、乒乓球室等员工休闲区；2、上班时间：实行5天8小时工作制；3、薪酬绩效：有竞争力的薪酬体系及完善的绩效制度，包括基本工资、年度绩效考核奖金、专项奖励及股票期权；4、福利制度：为员工缴纳养老保险、医疗保险、工伤保险、失业保险、生育保险及住房公积金；5、假期安排：享有国家规定的法定节假日及带薪年假、婚假、产假、带薪病假、慰唁假等假期；6、其他福利：免费加班晚餐、免费水果派送、午餐补贴等；7、贺     礼：生日贺礼，五一、中秋、春节公司发放福利品，春节派发开门利是；8、员工活动：公司有篮球、足球、乒乓球、羽毛球、户外登山等社团，项目团队不定期举办旅游等主题活动。职能类别：软件工程师数据库工程师/管理员关键字：大数据HadoopHiveHBaseSparkPython举报分享,222
6000-7999/月,广州优亿信息科技有限公司,后端开发人员,职位描述：岗位职责:1. 完成项目经理安排的开发任务2.负责项目服务器端系统设计和开发；3.对项目代码进行优化保证代码质量与运行效率；任职资格:1.熟悉Hadoop(MapReduce/HDFS)、HBase、Spark、Strom等开源大数据技术的开发与部署。2.掌握一门开发语言Java、Scala、Phython等。3.熟悉操作系统linux及数据库Mysql、Oracle的基本原理及操作。4、本科以上学历（硬性要求）职能类别：软件工程师举报分享,292
50000-69999/月,星火教育集团,技术总监,"职位描述：工作职责：1、负责产品线技术管理体系的建设和维护；2、负责配合产品经理进行技术可行性评估，确定技术框架；3、负责将用户需求转化为技术方案，编写核心相关技术文档；4、负责产品线开发过程中的通用技术和关键核心技术的研发；5、负责产品线核心技术团队的管理和培养，包括任务分派和质量考核。任职资格：1、至少6年以上JAVA开发工作经验，有管理技术团队的经验；2、熟悉Java EE相关技术，对框架有深入理解（JavaStrutsSpringiBatishibernet等）；3、熟练使用常见关系型数据库（SQALServer、Oracle,DB2、Mysql），数据库优化经验者，Apache Storm、spark有实战经验者优先；4、能熟练编写相关技术文档，包括系统设计文档（概要、详细）、软件流程图等；5、熟悉软件开发流程、设计模式、体系结构，有组织设计大型软件系统框架的能力；有大型项目 分布式架构能力。6、具有良好的表达与沟通能力，较强的业务分析能力，较强责任感和较强团队协作精神；7、对移动互联网产品与平台产品有丰富设计与管理经验，有成功上线运营的产品，对互联网产品有独到的见解与认识；8、了解教育类相关产品，或者对教育的互联网未来有自己独特的见解。9、全日制本科以上学历，985高校毕业优先职能类别：技术总监/经理举报分享",299
,Hewlett Packard Enterprise,大数据高级架构师(Redis)—-深圳onsite,职位描述：职位描述：1)负责大数据缓存技术的需求分析；2)负责大数据缓存技术的整体架构设计；3)与开发工程师紧密配合快速迭代产品任职资格：1)至少5年以上工作经验2)有Redis或者同类型技术1年左右设计经验3)有大数据平台，特别是Redis相关技术的设计经验4)有Redis或者同类型技术的集群经验5)有很强的C或者go语言开发经验优先7)有其他大数据技术如Spark，Storm经验优先职能类别：系统架构设计师举报分享,291
,Hewlett Packard Enterprise,公有云运维高级架构师----深圳onsite,职位描述：职位描述：1)负责公有云运维平台的需求分析；2)负责公有云运维平台的整体架构设计如应急方案，容灾方案等；3)与开发工程师紧密配合快速迭代产品任职资格：1)至少5年以上工作经验2)有开源组件：Saltstack，Zabbix或者相关技术经验3)有数据中心运维经验4)有设计运维平台或者工具的经验5)有运维Dashboard， KPI设计经验6)有数据中心应急方案经验7)有公有云或者互联网平台运维经验优先8)有智能运维经验优先9) 有大Docker，Memsos，Spark，Storm，Kafka，Redis经验优先9)工作地点：深圳职能类别：系统架构设计师举报分享,290
,阿里巴巴集团,阿里移动-高级数据产品经理,"职位描述：负责UC信息流广告系统的数据体系建设，对广告业务数据进行数据分析与挖掘；广告投放与运营效果分析，为广告投放策略提供参考意见；追踪业务动态，进行专题分析。3年以上数据库分析、数据挖掘、数据统计等相关工作经验；精通SQL语句的使用，了解常用SQL优化技巧；良好的分析报告书写能力；有使用hadoop,spark,R,SPSS等挖掘工具经验者优先；熟悉数据建模知识、数据挖掘理论者优先；责任心强，有良好的沟通能力和团队协作能力，对数据仓库建设熟练者优先。职能类别：其他举报分享",289
100000-400000/年,广州市云润大数据服务有限公司,JAVA研发工程师（数据平台）,职位描述：岗位职责：1、负责大数据系统核心代码的编写及数据结构设计；2、基于大数据平台开发相应的数据应用系统，发挥大数据的价值；3、参与数据仓库，数据集市的开发建设。任职要求：1、三年以上JAVA开发经验；2、熟悉Linux/Unix操作系统，精通数据分析的常用算法、有性能优化经验；3、优秀的团队合作能力、沟通能力；4、具备Hadoop/Spark/Hive等平台工作经验者优先。工作地点:广州市越秀区文德北路68号自编东方文德广场A-602房职能类别：高级软件工程师软件工程师关键字：HadoopSparkHiveJava大数据数据仓库数据集市LinuxUnix周末双休举报分享,298
20000-35000/月,美的集团,大数据架构师（金融）,职位描述：【岗位职责】：1、负责基于Hadoop/Hbase的存储平台架构设计和优化；2、负责整体提升Hadoop/Hbase集群的高可用性、高性能、高扩展特性；3、根据业务需求，提出最优的技术解决方案；分解详细的开发任务，能配合其他项目制定开发计划、开发文档、开发流程图；4、负责公司自有大数据平台的架构设计、调整、维护和不断优化，并制定实施标准和规范，确保得到有效的执行，同时保障数据以及文档的质量达到预定的标准。【岗位要求】：1、本科及以上学历，5年以上开发经验，3年以上大数据开发、架构经验；2、具备金融业务风控开发经验者优先；具有实时计算、复杂计算、图计算经验者优先；3、精通Hadoop生态及高性能缓存相关的各种工具并有实战经验，包括但不限于hadoop/hive/spark/storm/elasticsearch/redis/hbase/kafka/flume等；4、有优秀的业务理解能力，能理解清楚业务并进行合理的模块和架构设计；5、有过海量数据或海量并发的大型项目架构设计经验，并具备带团队的经验和能力；6、具有较强的沟通、表达及文档编写能力。【职位诱惑】：1、公司有对员工免费的食堂、班车、宿舍、健身房、篮球场、羽毛球场、游泳池2、每年8月份15天大假+5000旅游基金。3、互联网金融业务，发展前景相当逼格。职能类别：高级软件工程师举报分享,300
100000-400000/年,广州市云润大数据服务有限公司,Hadoop开发工程师(数据平台),职位描述：岗位职责：1、 负责大数据平台的架构设计；2、 负责提供企业信息数据存储、发布、应用的基础技术支撑。任职要求：1、熟悉大数据存储、分析、清洗、挖掘、数据仓库等；2、熟悉hadoop、hive、hbase、Spark、Solr、Redis、Storm、Kafka等分布式相关技术；3、有大数据行业背景，在大型互联网公司2年以上工作经验；4、具有分布式文件系统、分布式数据库系统、集群存储系统总体架构设计经验优先；5、具有较高的技术钻研能力、技术难点攻关能力，分析问题解决问题的能力。6、较强的责任感、团队合作精神、良好语言表达及沟通能力。工作地点：广州市越秀区文德北路68号自编东方文德广场A-602房职能类别：数据库工程师/管理员高级软件工程师关键字：HadoopHBaseHivePigHDFSSqoopLinuxShell大数据云计算举报分享,297
10000-14999/月,深圳星汉数据技术有限公司,Java高级工程师（大数据方向）,职位描述：岗位职责：1、负责运维和改进电信大数据处理平台和分析平台。2、为项目组提供大数据分析软件开发支撑。3、提供大数据平台上的进行相关产品研发。4、在部门内普及大数据处理知识和技能。职位要求：1、三年以上Java开发相关工作经验，熟悉Java核心技术。2、熟悉常用的数据库如oralce、mysql等关系型数据库，有分布式缓存、分布式存储技术经验者优先。3、熟悉大数据基础架构，对流式系统、并行计算、实时流计算等技术有较深的理解。4、熟悉Hadoop、Hive、Hbase、Sqoop、Flume等组件，流式处理熟悉Storm或Spark等技术架构；5、熟悉JavaScript/理解jQuery等框架/HTML5/Bootstrap者优先。6、熟悉爬虫技术、文本挖掘算法和推荐算法者优先。7、责任心强，具有良好的团队合作精神，学习能力强。职能类别：软件工程师关键字：Java高级工程师大数据举报分享,296
100000-300000/年,广州市云润大数据服务有限公司,Java软件工程师,职位描述：技能：1.熟悉servlet、JSP、Strut/Strut2、Spring/Spring MVC、Hibernate；2.熟悉MySQL、Oracle、MongoDB其中之一；3.熟悉Tomcat、JBoss、Jetty其中之一；4.熟悉常用的数据结构及算法；5.了解H5、Html、CSS、Javascript；6.有大型网站或App架构设计经验者优先；7.有大数据体系组件（Hadoop、Spark）调用经验者优先。职能：1.参与公司网站产品（Web）或应用产品（App）的架构设计；2.负责公司网站产品（Web）或应用产品（App）的功能研发；3.负责业务框架的分析、开发；4.参与大数据平台部分功能模块的研发；5.公司有Web（前端、后台）、App、H5及数据报告类的产品，可根据兴趣选择研发方向。职能类别：软件工程师高级软件工程师关键字：J2EEStrutStrutsHibernateSSHSpringSQLMySQLHadoopSpark举报分享,295
180000-400000/年,广州市云润大数据服务有限公司,Java高级开发工程师,职位描述：技能：1.熟悉servlet、JSP、Strut/Strut2、Spring/Spring MVC、Hibernate；2.熟悉MySQL、Oracle、MongoDB其中之一；3.熟悉Tomcat、JBoss、Jetty其中之一；4.熟悉常用的数据结构及算法；5.了解H5、Html、CSS、Javascript；6.有大型网站或App架构设计经验者优先；7.有大数据体系组件（Hadoop、Spark）调用经验者优先。职能：1.参与公司网站产品（Web）或应用产品（App）的架构设计；2.负责公司网站产品（Web）或应用产品（App）的功能研发；3.负责业务框架的分析、开发；4.参与大数据平台部分功能模块的研发；5.公司有Web（前端、后台）、App、H5及数据报告类的产品，可根据兴趣选择研发方向。职能类别：高级软件工程师系统架构设计师关键字：J2EESSHStrutStrutsHibernateSpringSQLMySQLHadoopSpark举报分享,294
70000-150000/年,广州市拉卡拉互联网金融信息服务有...,数据分析师,职位描述：岗位职责:1、对业务部门进行数据需求支持，与开发团队对接，对需求做梳理、分发和反馈。2、建立、优化和完善数据分析体系，包括KPI指标体系、报表体系。3、能够对海量平台数据进行价值挖掘；4、监控平台数据，根据部门需求建立相关分析和预测模型；5、针对平台用户，建立用户细分、用户行为、信用风险等方面的分析模型，持续优化和改进。6、参与各部门的业务讨论会，开展数据分析工作，基于数据分析成果，为管理层和业务部门提供管理策略分析和业务优化建议岗位要求：1、统计学、应用数学、金融、计算机等本科及2年以上工作经验，具备扎实的计算机、数据库、数学基础；2、熟悉SQL Server/MySQL， 熟悉数据仓库和数据建模的相关技术细节，熟悉Hive、Spark、Hadoop、MapReduce等相关技术；3、一年以上金融行业培训授课经验优先；3、熟悉决策树、logistic回归、时间序列、多元回归、聚类等分析方法，能熟练运用；4、熟悉数据分析、建模、挖掘的方法论和相关分析软件SAS、SPSS等，有一定的互联网数据分析和挖掘的相关工作经验，参与过完整的数据采集、数据清洗整理、分析和建模项目者优先；5、具有良好的工作责任心和敬业精神，热爱数据建模、数据挖掘等领域；6、良好的沟通能力、逻辑分析能力，能快速抓住问题的关键点。职能类别：其他关键字：互联网金融拉卡拉数据分析师举报分享,293
,阿里巴巴集团,阿里游戏-资深数据开发工程师（实时方向）,职位描述：－根据业务需求，进行实时类数据采集及计算；－实时计算架构的技术预演及优化，参与通用实时计算框架的架构设计；－参与基础技术团队的管理工作；－计算机或相关专业本科以上学历；－5年以上Java/C++开发经验，精通性能调优，熟悉分布式开发；－具备扎实的数据结构及算法功底，具备大型系统架构经验，具备互联网数据项目经验优先；－熟悉大数据相关技术，具备Spark或Storm开发经验优先；－性格积极乐观，诚信，有较强的语言表达能力；－具备强烈的进取心、求知欲及团队合作精神；职能类别：互联网软件开发工程师举报分享,288
,阿里巴巴集团,阿里游戏-数据研发leader（实时方向）,职位描述：1、根据业务需求，进行实时类数据采集及计算；2、实时计算架构的技术预演及优化，参与通用实时计算框架的架构设计；3、负责数据开发相关业务设计和开发工作。3、负责总体数据基础平台的技术规划、实施、培养数据开发技术团队、实时计算架构设计等；4、负责解决、攻克数据基础平台组的核心技术难题。1、计算机或相关专业本科以上学历；2、5年以上Java/C++开发经验，精通性能调优，熟悉分布式开发，2年以上相关团队管理经验；3、具备扎实的数据结构及算法功底，具备大型系统架构经验，BAT互联网相关从业经验优先考虑；4、熟悉大数据相关技术，具备Spark或Storm开发经验；5、性格积极乐观，诚信，有较强的语言表达能力；6、具备强烈的进取心、求知欲及团队合作精神；职能类别：其他举报分享,287
,阿里巴巴集团,阿里移动-资深用户画像数据挖掘工程师,"职位描述：基于海量用户行为构建用户画像体系1.具备扎实的数据挖掘理论基础，熟悉常用机器学习算法（如逻辑回归、SVM、神经网络、决策树、贝叶斯等）2.有较强的数据处理和分析能力, 较强的逻辑思维能力, 对技术和产品都有很好的敏感度3.有很强的业务理解能力，能根据不同的业务场景对用户建模4.有基于Hadoop生态体系开发（如MR、spark等）经验者优先5.有NLP、文本挖掘等经验者优先6.工作积极主动、团队协作良好、有较强的学习能力，并能够提出自己创新性的想法和观点职能类别：互联网软件开发工程师举报分享",286
,阿里巴巴集团,阿里游戏-算法工程师（广告方向）,"职位描述：1.利用大数据平台进行数据分析2.利用机器学习方法进行广告推荐算法的优化3.负责广告算法模块的架构设计和开发1.熟悉linux开发环境，熟悉Python,C/C++,Java语言中的一种或多种2.熟悉Hadoop,Hive,Spark等大数据平台3.熟悉常见的数据挖掘算法，有大规模数据机器学习实战经验4.有互联网广告/计算广告学相关经验优先5.有较好的问题分析和问题解决的思路6.积极向上，主动学习，乐于沟通，善于合作职能类别：其他举报分享",285
,阿里巴巴集团,阿里移动-PP助手专场-资深数据挖掘工程师,职位描述：1、负责在分布式系统上进行数据计算的开发和算法实现；2、负责数据仓库建模、数据预处理系统的设计和开发。1、本科以上学历，扎实的统计学、数据挖掘、机器学习理论基础；2、熟悉聚类、分类、回归等机器学习算法实现，对常见的核心算法理解透彻，有实际建模经验；3、具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python语言；4、深入理解Map-Reduce模型，对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验；5、有一年以上互联网公司或海量数据处理工作经验，大数据挖掘、分析、建模经验。职能类别：互联网软件开发工程师举报分享,280
