salary,company,jobname,jobcont,jobid
120000-200000/年,星河控股集团有限公司,招聘培训经理,职位描述：岗位职责：1、负责审核各下属公司年度人力资源配置计划，并制定集团年度人力资源配置计划。2、负责制订集团招聘管理制度，搭建招聘平台，统筹集团及各下属公司的年度校园招聘工作。3、负责招聘渠道资源的拓展和日常维护，组织开展招聘工作，确保集团本部及各下属公司中高级职位招聘任务完成。4、负责集团本部新员工入职手续办理，做好入职指引工作。5、负责制订集团培训管理制度，搭建集团培训平台，指导各下属公司培训工作的开展。6、负责收集培训需求，制定集团年度培训计划及费用预算，并组织开展培训工作。7、负责对接外部培训机构，挖掘培养内部师资力量，提供公司内训水平，开发培训课程。8、完成上级交办的其他工作。任职要求：1、全日制本科及以上学历，人力资源管理、管理学等相关专业。2、三年以上同岗位工作经验，商业地产行业工作经验优先考虑。3、精通招聘流程及方式方法、培训管理知识，具有丰富的人才招聘渠道资源，合理选择和拓展招聘渠道和外部培训资源。4、熟悉劳动法律法规、培训管理知识、商业地产各专业业务知识及日常工作操作流程，了解行业组织及岗位设置特点。5、具有较强的人才甄别和沟通表达能力，具有正面的仪表形象和良好的职业素质，熟练应用办公软件。职能类别：招聘经理/主管培训经理/主管关键字：招聘培训举报分享,19
6000-9000/月,星河控股集团有限公司,证券事务助理,职位描述：岗位职责：1.组织各项会议的会前准备工作，会中的记录和会后文件的整理和存档工作；2.与投资者和合作机构保持沟通联系，业务所需资料的收集和整理；3.负责准备、组织上市资料，办理上市所需的相关部门手续，报送上市资料。任职资格：1.大学本科及以上学历，中文、金融、财务相关专业者优先；2.1年以上档案管理工作经验，学习能力强，有现代化档案管理意识具备较强的文字撰写能力和较强的沟通协调以及语言表达能力；3.工作严谨、细致，具有良好的团队合作精神，责任心强。职能类别：其他举报分享,11
15000-30000/月,星河控股集团有限公司,投资经理（金融集团）,"职位描述：1.负责根据公司发展战略制定投资策略；2.实施项目尽职调查、风险评估，形成评估意见和调查报告；3.判断和分析投资项目的可行性和优劣势,并撰写项目可研报告；4.审阅财务报表，对财务安全进行分析评估，并撰写分析报告；5.有效掌控项目审核的各个环节，并协助领导对项目有效跟进和后期管理；6.负责投资项目的退出方案的拟定和操作；任职资格：1.金融、财务、法律等相关专业，硕士以上学历；2.2年以上知名会计师事务所或律师事务所经验，或2年以上PE投资经验；3.具备投资咨询尽职调查能力, 熟悉国内投融资领域运作规律及操作模式；4.熟练掌握财务测算各种方法，具有财务分析和资产评估方面的工作经验者优先；5.优秀的沟通表达和交际能力，较强的团队协作意识和良好的信息搜集、关系建立、商业谈判能力。职能类别：投资银行业务举报分享",10
22-40/年,星河控股集团有限公司,审计经理（金融）,职位描述：岗位职责：1、本职位隶属星河控股集团风险控制中心，负责星河控股旗下星河金融集团的审计稽核工作；2、协助风控中心负责人，拟定金融业务审计计划（包括各分支机构、业务部门、职能部门），并组织实施；3、组织对主要业务条线的经营情况开展日常监督工作，根据公司不同阶段的关键风险点，组织部门人员实施专项检查；4、根据检查结果，出具审计报告或专项检查报告；5、组织部门人员针对公司违规案件进行调查，根据调查结果拟定报告并出具处理建议；6、跟进各类稽核、审计、调查工作的结果，要求相关业务部门进行整改，并对整改实施情况进行监督；任职资格：1、第一学历本科以上，金融、财会、法学类相关专业；2、30-42岁，6年以上金融行业从业经验，其中4年以上金融机构审计、稽核工作经验；3、熟练掌握审计、稽核的业务流程，熟悉审计、金融保险等相关知识；4、优秀的沟通、协调及管理能力，良好的职业道德和团队协作精神。职能类别：审计经理/主管举报分享,22
10000-20000/月,星河控股集团有限公司,风控经理（PE/VC）（金融集团）,职位描述：岗位职责：1.负责多渠道搜寻、跟踪与筛选项目投资机会、投资方向与项目来源；2.建立和完善风控、合规管理及法律风险管理体系及流程；3.负责对投资项目进行审核评估并出具评审报告，包括合规审查、财务分析、尽职调查、风险量化以及投后风险跟踪、风险预警；4.负责风险控制管理制度的完善，包括制度建设、合规检查、项目投后资讯系统建设。任职资格：1.硕士以上学历，金融、经济、财务、法律等相关专业，熟练使用常规办公软件；2.三年以上股权投资项目风险控制岗位或私募基金领域的风险管理工作经验；3.熟悉公司风险及法务管理相关工作，具备优秀的风险管理经验，熟悉投资业务的调查、评估、审批、监管等风险管理流程，熟练掌握及运用各种风险评估及风险控制工具；4.具有优秀的发现问题、分析问题、解决问题能力、思路清晰、考虑问题全面、细致；5.具备良好的职业道德，遵纪守法、品行端正，过往无不良行为记录，具有较强的工作责任心和良好的团队协作精神，有良好的沟通协调能力。职能类别：风险管理/控制举报分享,9
10000-20000/月,星河控股集团有限公司,资金岗,职位描述：岗位职责：1.根据控股集团发展战略和年度经营计划，组织编制融资规划和计划，并根据实施情况进行动态分析与调整；2.负责控股集团资金的统筹管理及合理调配，优化资金分布结构，提高闲置资金收益，提升资金营运效率；3.负责落实资金中心相关管理制度及机制建设工作，并跟踪执行情况，提出优化建议；4.负责资金中心的重点工作跟进督办、总结汇报等相关内部管理工作。任职资格：1.硕士及以上学历，金融、财务等相关专业；2.3年以上大型集团公司资金管理工作经验，熟悉公司运营及内部资金管理手段与工具；3.较强的财务分析、现金流管理及运营、流动性风险防范能力；4.阳光自信，善于沟通协调，具备较强的抗压能力。职能类别：资金专员举报分享,8
150000-300000/年,星河控股集团有限公司,景观设计师,职位描述：1.	负责编写初步设计和施工图设计任务书的景观设计部分；2.	负责施工图设计管理，重点把控景观施工图设计质量及进度；3.	配合落实施工图设计阶段成本控制所需的各项经济指标；4.	参与施工图图纸会审及会审意见落实；5.	负责施工阶段与电气设计有关的技术问题的解决；岗位要求：1、景观设计、园林学等相关专业；2、5年以上景观设计工作经验，精通景观工程的设计和施工规范，国家、地方对建设项目在景观设计方面的规定，景观设计材料、设备选型及安装工艺；职能类别：园艺/园林/景观设计举报分享,49
30-40万/年,星河控股集团有限公司,精装修管理部经理,职位描述：1、 工民建、室内设计及相关专业本科及以上学历，30至40岁。2、 10年以上装潢施工企业及房产公司精装修工程管理经历，其中，至少3年以上团队管理经历。3、 具有丰富的装修工程管理、采购管理及成本管理等相关专业技术知识；熟悉建筑精装修工程的技术规范、施工工艺及流程、施工管理要点、验收标准及程序，熟悉房地产精装修市场及相应的供应商和材料价格；对房地产批量精装修房的质量、功能、材料、成本及进度把控等有较全面的认识及实务经验；对于精装修设计管理有一定的认识与了解。具有建立和完善公司精装修管理架构及管理体系的能力。职能类别：室内设计举报分享,47
25000-29999/月,星河控股集团有限公司,财务经理/副经理,职位描述：岗位职责：1、组织公司的财务管理工作，落实各项财务制度、规范，检查、监督、指导各岗位工作；2、编制集团全面预算，并跟踪分析，考核，评价财务指标预算执行情况，提出预警及管理建议；3、编制集团资金计划及跟踪计划执行情况；4、编制集团项目动态利润情况报告等财务管理报告；5、检查、监督各项收入、支出的及时性、合理性，保证公司资金的正常周转，协助财务经理进行部门工作；6、其他财务管理工作。任职资格：1、5年以上房地产企业财务管理工作经验，具有地产开发项目全盘财务管理经验者优先考虑；2、会计、财务或相关专业本科以上学历；3、熟悉EXCEL及财务管理软件，并能熟练使用；4、沟通协调能力较强；5、耐心细致，能吃苦耐劳，有团队合作精神。职能类别：财务主管/总账主管财务经理举报分享,46
250000-450000/年,星河控股集团有限公司,成本管理部经理/副经理,职位描述：岗位职责：1.根据公司年度经营计划，组织本部门工作计划的编制，领导并监督计划的执行；2.组织本部门人员进行可研、营销定位、概念设计、方案设计、扩初及施工图设计等阶段的目标成本编制工作；3.负责监控项目动态目标成本，并组织本部门人员编写针对采购价超目标成本的分析报告；4.组织项目现场成本管理工作，组织本部门人员进行成本变更（设计变更和现场签证）的分析、审核、统计反馈工作；5.组织工程竣工结算及审核工作；6.组织目标成本预警管理工作。任职资格：1、大学本科及以上学历，工程造价、土木工程等相关专业；2、6年以上工程造价、成本分析、预结算（土建）等相关工作经验，2年以上同等岗位大型地产公司成本管理经验，对市场和定额有一定深度的了解，具有较高的业务水平；职能类别：工程造价师/预结算经理举报分享,48
20-30万/年,星河控股集团有限公司,成本管理主管,职位描述：本职位隶属星河地产集团总部成本采购中心岗位职责：1、负责星河地产集团成本制度及成本管理体系建设；2、负责管理费用定额程序的编制及修订；3、参与各地产项目成本控制目标制定；4、负责成本检查及分析，编制成本分析报告。任职资格：1、本科以上学历，工程造价管理类专业；2、28岁以上，六年以上本行业工程造价管理工作经验；3、持预算员或造价工程师证，具现场施工管理经验者优先；4、熟悉土建或安装工程施工工艺、规范及建筑法律法规，掌握相关计量、计价软件，熟悉定额原理，具全成本管理意识与经验。职能类别：工程造价师/预结算经理成本经理/成本主管关键字：造价主管预决算主管成本主管举报分享,44
22-40/年,星河控股集团有限公司,审计经理（商业/物业）,职位描述：岗位职责：1、本职位隶属星河控股集团风险控制中心，负责星河置业集团相关业务（商业地产、产业地产、物业）的审计工作；2、负责星河商置/星河物业/星河雅宝公司的工程管理审计，负责工程方面（工程结算、成本、征地拆迁等）的审计工作；3、负责星河商置/星河物业/星河雅宝公司的成本管理审计，负责成本方面（工程目标成本与动态成本管理、施工变更、签证管理、工程进度款支付等）的审计工作；4、负责其它采购、招投标管理以及相关合同等的审计工作；5、负责商业、物业、产业板块年度审计计划实施，日常监察，风险点实时监督跟进以及审计报告撰写等；6、对商业、物业、产业板块相关人员进行任期经济责任审计及廉政审计。任职资格：1、第一学历本科以上，土建相关专业，熟知建筑工程技术、组织、材料知识及工程成本、预决算相关的方法、制度和相关知识；2、30-42岁，5年以上商业地产、产业地产或物业集团审计、稽核工作经验；3、熟悉内部审计/稽核流程及方法；熟悉审计方法和数据分析方法；有良好的内控及商业常识；4、具有案件调查和稽核审计经验，物业服务行业或连锁型企业从业经验优先；5、较强的逻辑思维分析、观察及归纳能力，善于分析判断、发现问题并追索问题根本原因的能力；良好的书面表达能力；6、为人诚信正直，责任心强，敢于坚持原则，职业操守良好，抗压能力强；身体健康、能经常出差。职能类别：审计经理/主管法务经理举报分享,43
8000-9999/月,星河控股集团有限公司,行政主管,职位描述：岗位职责：1、参与编制和完善行政工作流程细则，保证其贯彻执行；2、负责协助完成集团日常行政、后勤及重大会议、活动等组织协调工作；3、参与公司内外部接待活动的组织与策划；4、完成上级领导交办的其他任务。任职资格：1、本科以上学历，行政管理专业，26-32岁；2、5年以上行政管理工作经验，有地产行业工作经验优先；3、熟悉组织管理理论及行政管理相关知识，了解地产行业相关知识 ；4、卓越的计划能力、合作能力，具有较好的敬业精神、责任感及抗压能力。职能类别：行政经理/主管/办公室主任举报分享,45
10-15万/年,星河控股集团有限公司,计划供应专员,职位描述：岗位职责：1、负责甲供材料战略采购流程及战略合同签订；2、负责签订供应链公司战略甲供材落地合同3、统筹甲供材料计划审核、申报工作；4、协调甲供材料供应及调配；5、督促工程部甲供材料计划编制及申报；6、负责甲供材料计划审核、申报工作，确保材料计划申报的及时性、准确性、完整性；7、负责跟踪各类甲供材料进场情况、质量情况、使用情况；8、负责各项目甲供材料的考核统计工作；9、甲供材料计划管理培训。任职资格：1、24～29岁，工程、物流管理、企业资源计划管理等相关专业本科及以上学历；第一学历本科毕业1-5年，有相关岗位工作经验优先；2、工作经验：需有较强的组织、计划、控制、协调能力以及优秀的沟通谈判能力。职能类别：采购主管采购员举报分享,42
20000-24999/月,星河控股集团有限公司,星河博文研究院投资中心总监,"职位描述：投资中心总监基本信息：汇报对象：院长下属人数：10人所属行业：风险投资所属部门：投资中心职位描述：1、基金的募集及管理,包括基金募集合作方的寻找、评估、立项、调研、谈判、合作方案制定、基金组建后的管理等工作；2、投资项目的寻找、评估、立项、调研、谈判、交易及退出，并参与被投资项目的投后管理；执行项目投资，包括撰写项目的立项报告和投资建议书、组织项目的尽职调查、参与项目的合同谈判和签署、跟进项目的后续管理等；3、资金运营管理；4、协助开展融资业务，拓展融资渠道；5、负责提升提高团队专业水平，规范工作流程；6、负责团队绩效和提升团队士气，完成公司下达的业绩指标。岗位要求：学历要求：硕士或以上，特别优秀者不限性别要求：不限语言要求：普通话、英语流利者优先专业要求：金融投资相关专业，特别优秀者不限年龄要求：30-45工作年限：7年以上薪酬福利：薪资构成：基本薪资+岗位津贴+福利补贴+年终奖年假福利：国家标准社保福利：国家标准居住福利：公积金补充说明：1、全日制统招硕士及以上学历，经济、金融、法律、会计专业毕业，具有丰富的财务、法律知识，条件优秀者本科亦可；2、在投资、财务、企管方面拥有 6 年或以上从业经验，其中包括3年以上管理岗位经验；3、具有丰富的企业经营和项目管理知识，精通基金募集、投资或企业并购、重组、MBO、IPO等投资业务，拥有基金募集、PE项目投资及管理的实际运作经验。星河博文研究院深圳市星河博文创新创业创投研究院有限公司（下文简称：研究院）是顺应“大众创业、万众创新”时代趋势，由深圳市星河集团发起，在香港中文大学（深圳）、深圳市创新投资集团有限公司等国内外一流创新创业机构的大力支持下，于2015年6月深圳市国际创客周揭牌成立的民营研究院。研究院是一站式创新创业平台，其主营业务包括：星河博文创客空间、星河博文加速器（种子投资、天使投资）、星河博文创新基金（天使投资、A轮投资）。1)创客空间旨在为原始创新者提供创业的平台，配套财务、法务、融资、市场、政府资源、创业导师等全方位服务体系。2)加速器着力于引进美国、中国香港、以色列和中国的优质创新创业公司，并辅助本土化服务，帮助成长性战略性新兴产业做大做强。3)创新基金是由研究院自主发起并向市场公开募集的产业基金，将以星河集团的前期投入作为母基金，由研究院担任GP，引进其他GP或LP公司，面向智能机器人、智能硬件、智能监控、互联网+等领域，开展天使投资和A轮投资。职能类别：投资/基金项目经理举报分享",41
20000-25000/月,星河控股集团有限公司,融资经理,职位描述：岗位职责：1、全面负责组织公司私募基金的融资工作，建立各种融资渠道，完成公司的融资目标；2、推动完成私募股权基金的募集工作；3、负责融资方案的设计和实施，完成融资计划；4、维护投资人关系，拓展潜在有限合伙人，与各大银行、知名企业、信托、协会、券商、风投等同业渠道建立良好的合作关系；5、负责发掘融资渠道、寻找融资资本，规划落实基金募集工作；6、对国内VC/PE进行研究和分析。任职要求：1、本科及以上学历，财务、金融、国际贸易、投资或其他经济管理类相关专业；2、有融资工作经验3年以上；3、有较强的沟通能力，思路清晰、理解能力强且对外事工作感兴趣；4、有丰富的融资渠道和业内广泛的人际关系；有成熟的私募基金融资经验，熟练掌握各种直接、间接融资工具，与各大银行、担保公司、信托公司或VC/PE机构有良好关系；5、熟悉PE/VC投资等私募资金操作流程；6、精通国内市场的融资工作，熟悉融资、资产管理、项目运作、立项、调研等项目工作流程；并熟悉财务分析，并具有一定的宏观经济动向判断能力；7、具有有良好的融资分析能力和判断能力；8、有较强的谈判技能，具备良好的沟通能力和抗压能力。职能类别：融资经理/融资主管举报分享,40
7000-10000/月,星河控股集团有限公司,采购部经理,职位描述：工作职责：1、组织雅宝公司项目的招标采购、合同管理；2、组织入围单位考察、招标文件编制合同洽谈；3、组织商务报价洽谈及相关开标活动；4、领导安排的其他工作；任职资格：1、本科及以上学历，5年以上采购工作经验；2、熟悉采购工作流程、熟练使用各种办公软件。3、具备较强成本意识与价值分析能力，有较强的议价能力和谈判技巧。4、良好的人际沟通与协调能力（与供应商、与管理部门、与财务部门、与技术部门等）。5、具备良好的计划管理技能。职能类别：采购经理举报分享,39
7000-10000/月,星河控股集团有限公司,品牌岗,职位描述：岗位职责：1、根据公司发展诉求合理设定品牌建设及传播计划；2、负责公司及项目品牌工作执行巡检，并编制巡检报告，督导子公司，子项目品牌工作开展；3、负责公司各类品牌载体建设，维护，更新，组织参与各类外展外宣，编纂公司各类品牌宣传资料；4、负责各类公共关系、媒体关系维护；5、舆情监控与危机应对；6、配合集团公司落实年度各项信息反馈及执行。任职要求：1、本科以上学历；2、新闻、广告学等相关专业，1年以上相关经验；3、熟悉房地产企业品牌建立、传播推广、媒介公关事务，擅长品牌策划、推广；4、熟悉网站、微博、微信、APP等新媒体推广载体运作，具有出色的整合传播能力；5、擅长各类文稿撰写，表达沟通顺畅；6、较强的资讯搜集能力，富有创造力，思维敏捷；7、在本地媒介圈层有一定的人际关系；8、熟悉视频制作、平面设计、印刷出版、活动执行等载体建设流程及相关技术要点，可操作平面设计类软件及其他办公软件；9、具有产业园企业品牌管理工作经验优先。职能类别：产品/品牌经理举报分享,38
20-40/年,星河控股集团有限公司,星河博文研究院投资中心投资经理,职位描述：职位描述：1、投资项目的寻找、评估、立项、调研、谈判、交易及退出，并参与被投资项目的投后管理；2、配合基金的募集及管理，包括基金募集合作方的寻找、评估、立项、调研、谈判、合作方案制定、基金组建后的管理等工作；3、执行项目投资，包括撰写项目的立项报告和投资建议书、组织项目的尽职调查、参与项目的合同谈判和签署、跟进项目的后续管理等；岗位要求：学历要求：本科或以上性别要求：不限语言要求：普通话、英语流利者优先专业要求：金融投资相关专业，特别优秀者不限年龄要求：25-35工作年限：5年以上薪酬福利：职位年薪：20-40万薪资构成：基本薪资+岗位津贴+福利补贴+年终奖年假福利：国家标准社保福利：国家标准居住福利：公积金补充说明：1、全日制统招本科及以上学历，经济、金融、法律、会计专业毕业，具有丰富的财务、法律知识；2、在投资、财务、企管方面拥有 3 年或以上从业经验。星河博文研究院深圳市星河博文创新创业创投研究院有限公司（下文简称：研究院）是顺应“大众创业、万众创新”时代趋势，由深圳市星河集团发起，在香港中文大学（深圳）、深圳市创新投资集团有限公司等国内外一流创新创业机构的大力支持下，于2015年6月深圳市国际创客周揭牌成立的民营研究院。研究院是一站式创新创业平台，其主营业务包括：星河博文创客空间、星河博文加速器（种子投资、天使投资）、星河博文创新基金（天使投资、A轮投资）。1)创客空间旨在为原始创新者提供创业的平台，配套财务、法务、融资、市场、政府资源、创业导师等全方位服务体系。2)加速器着力于引进美国、中国香港、以色列和中国的优质创新创业公司，并辅助本土化服务，帮助成长性战略性新兴产业做大做强。3)创新基金是由研究院自主发起并向市场公开募集的产业基金，将以星河集团的前期投入作为母基金，由研究院担任GP，引进其他GP或LP公司，面向智能机器人、智能硬件、智能监控、互联网+等领域，开展天使投资和A轮投资。职能类别：投资/基金项目经理举报分享,37
