salary,company,jobcont,jobname
20000-24999/月,广东一一五科技股份有限公司广州分...,职位描述：工作职责：负责115云盘高性能服务器系统架构设计与研发。任职要求：1. 计算机相关专业，大学本科及以上学历，2年以上大型网站服务器架构设计工作经验；2. 精通Linux/FreeBSD操作系统，精通Linux C/C++服务端编程；3. 熟悉Nginx安装配置与优化，熟悉Nginx Module开发；4. 熟悉PHP语言，精通MySQL、Memcached、Redis等数据库；5. 精通HTTP/HTTPS协议，熟悉Protocol Buffer、Thrift。职能类别：系统架构设计师举报分享,高级系统架构师
25000-30000/月,恒大地产集团珠三角房地产开发有限...,"职位描述：岗位职责：1、根据业务及技术规划参与制定并落实中长期系统技术架构方案；2.落实系统技术积累和技术储备，落实技术难题攻关，持续提升系统性能，解决各类潜在系统技术风险加固系统，保证系统的安全、稳定、快速运行；3. 参与系统架构设计和核心模块设计；4. 编写各种技术文档：系统设计文档，需求文档，API 文档等；任职要求：1、本科及以上学历；2、6年及以上工作经验，其中至少具有4年以上系统开发经验和2年以上架构师工作经验；3、精通PHP和数据库技术,熟悉互联网的系统架构、开源技术，分布式处理、流式计算等关键技术；精通设计模式、数据结构、编译原理者优先；4、具备OA系统架构经验和分布式技术实践，熟悉相关的主流技术系统和互联网应用主流技术；5、熟悉负载均衡、高并发访问、群集计算、数据缓存、点击流数据仓库、冗余容错等技术；6、抗压力强，具备良好的沟通能力和团队协作能力。职能类别：网站架构设计师举报分享",系统架构师(PHP)
8000-12000/月,广州市友迪资讯科技有限公司,职位描述：工作职责：1、负责公司技术研究相关工作，研发、维护统一软件开发平台和架构，发现并解决存在的技术问题；2、负责建立公司内部技术规范，实现团队代码规范，保持开发流程统一高效；3、负责架构分析、设计及原型实现，从事核心部分的代码编写，指导团队软件工程师完成开发工作；4、负责为团队引入创新的技术、创新的解决方案，用创新的思路解决问题；5、负责公司技术知识体系的建设和培训，定期组织技术人员的培训与交流，提升团队的技术分析、设计和开发能力及工作绩效。任职要求：1、精通JAVA应用开发；三年以上一线开发经验，一年以上架构师或相关岗位的经验，独立承担过大中型系统架构和设计者优先；2、深刻理解并熟练运用软件设计原则和设计模式，熟练掌握UML及常见建模工具；3、熟悉主流应用服务器的架构体系和实现原理以及各种中间件技术，熟悉常见数据库sql server、oracle、mysql至少一种；4、可以带领团队，进行技术指导，并推动项目进度，积极主动，具备团队意识，具有高度责任心，能承受较大的工作压力；5、具有良好的时间管理能力、计划执行能力、沟通协调能力、文档编写能力。职能类别：高级软件工程师软件工程师关键字：java开发举报分享,java技术开发主管
10000-14999/月,10 YEAR’S STAFF COMPANY LIMITED,职位描述：知名游戏软件公司工作地点：广州天河薪资待遇：面谈（能力而定）招聘岗位：高级文案策划（世界观架构师、剧情框架设计师）招聘要求：· 有多年文案策划经验· 能独立架构世界观以及剧情故事框架· 能够驾驭古风文笔，能抓住***读者的需求写出作品项目简介· 手机游戏· 主打***向用户市场· 题材偏换装、养成、恋爱AVG· 团队人员规模30+有意者请直接在前程无忧上投递或将简历发送至staffing@10sta.com详询：020-87597003 / 87597755QQ：847379633（mila）、2628482270（金）职能类别：游戏策划师举报分享,高级文案策划（广州天河，游戏行业，K0908）
12000-20000/月,博宏信息技术有限公司,职位描述：岗位职责：1.	参与系统的需求调研和需求分析，撰写相关技术文档；2.	项目概要设计、详细设计、开发计划等的编制并实施；3.	了解用户需求，将客户需求转化为技术需求，完成相关的需求分析、系统设计；4.	参与架构讨论及架构搭建任职条件：5.	搭建系统开发环境，完成系统框架和核心代码的实现；1.	具有5年以上的软件开发工作经验，参与过开发管理、需求分析与系统设计工作。2.	熟悉数据库设计，熟悉缓存、熟悉JVM各项性能优化配置 ，有高并发多线程服务端程序开发经验；3.	熟悉Hibernate、Spring、Spring MVC、Spring Security、Hibernate、等开源框架。4.	一定的前端开发能力，熟悉jQuery等。5.	熟悉maven、svn等工具6.	熟悉Linux操作系统7.	有分布式计算、有数据处理经验、熟悉Hadoop、HBASE等优先考虑。职能类别：系统架构设计师高级软件工程师举报分享,系统架构设计师
6000-7999/月,广州盈通电子科技有限公司,"职位描述：岗位职责：1、参与需求分析和功能设计，指导设计、实现及部署工作；2、配合项目经理或架构师进行技术调研、技术决策，进行技术风险评估，参与产品架构的设计；3、设计开发核心功能模块，确保其性能和可靠性；4、协助、指导软件工程师解决关键问题。任职资格：1、2年以上Java开发工作经验，熟悉常用设计模式，具有大规模应用服务开发经验；2、精通Java Web编程、J2EE标准下的主流开发框架，具备基于B/S架构MVC模式开发经验，熟悉各种主流Java开源框架的一种或几种，如Spring，Struts，Hibernate 等并有3年以上的相关经验；3、熟练掌握主流数据库应用开发方法，如Oracle 、MySQL、 SQLServer等；4、有Tomcat/Weblogic等应用服务器系统的部署和配置优化经验，有系统性能测试调优经验；5、具备一定的系统设计能力；具备指导他人开发工作的能力；6、掌握Junit, Jmock, Spring-test, StrutsMockTest等主流开发测试框架；7、良好的沟通能力,责任心强，有团队合作精神。职能类别：互联网软件开发工程师举报分享",Java开发工程师
15000-19999/月,广州捷世通物流股份有限公司,职位描述：任职要求：1、计算机相关专业本科及以上学历；2、2年以上Java Web开发及架构经验；熟悉WebService/SOAP协议 或REST web service ，熟悉中间件技术及各种中间件；3、熟练使用常见框架，如：Spring、SpringMVC、Hibernate、Jquery等；4、熟练使用Maven、Git等项目管理和配置管理工具；5、熟悉Mysql、Oracle等数据库、Linux操作系统；6、了解基于HTML5的互联网Web应用开发，熟悉HTML、JavaScript和CSS；7、对技术有浓厚的兴趣，喜欢钻研，具有较强的学习能力，严谨的逻辑思维，严谨的编码风格；8、具备耐心/细心的品质，有良好的团队合作精神。9、如果技术能力过硬，会被考虑为更高的架构师职位。工作职责：1、参与软件项目的设计工作，进行功能模块的详细设计，并按规范的要求编制设计文档；2、完成软件系统代码的实现，编写代码和开发文档，分析并解决软件开发过程中的问题；3、负责完成软件项的编码实现（编码、单元测试）、集成测试，并按项目管理规范编写相应的技术文档；4、配合项目经理完成相关任务目标，为相关部门和人员提供技术支持；5、生产环境软件系统故障的诊断和问题解决；6、根据软件项目执行计划按时完成各项任务。有以下相关领域经验者优先：1、云计算技术/大数据处理/Web高性能2、高可用性/信息安全技术/分布式架构3、熟悉基于单元测试的自动化测试技术或TDD流程4.  有供应链领域，有大数据，大并发经验优先5、新公司为2016年新组建的网络科技公司，业务开展方向以研发企业逆向供应链云服务软件和平台为主。办公地点在天河软件园。职能类别：高级软件工程师举报分享,高级软件工程师
15000-19999/月,广州华康投资咨询有限公司,职位描述：职位描述：1、根据业务规划及技术规划制定应用架构方案；2、主导技术难题攻关，持续提升核心系统在高并发、海量请求数下的高处理性能，解决各类潜在系统技术风险加固系统，保证系统的安全、稳定、快速运行；3、主导公司级重大项目的架构设计和核心模块设计；4、核心功能的架构与代码模板编写，开发与维护系统公用核心模块；5、系统性能优化，安全加固，保证系统的安全、稳定、快速运行。任职要求：1、5年以上架构师经验，具备良好的识别和设计通用框架及模块的能力；2、2年以上大型数据库如MYSQL/oracle使用管理经验，2年以上大规模高并发访问的Web应用架构设计和开发经验；3、对各种开源的框架如Spring、Hibernate等有深入的了解，对框架本身有过开发或重构经验；4、具有大型电子商务网站和金融行业以及银行业核心系统、CRM、电信boss系统、运营支撑系统架构设计经验背景的人优先；5、乐于承担工作压力，责任心强，安全保密意识和敬业精神。职能类别：系统架构设计师高级软件工程师关键字：周末双休带薪年假五险一金节日福利定期体检举报分享,系统架构工程师/技术经理
25000-40000/月,广州艾诗凯奇进出口有限公司,职位描述：1.	管理技术开发团队（30人），负责公司技术路线规划，产品开发、创新及核心技术提升；2. 与架构师一起做好项目的架构设计及核心代码的编写，为项目提供全面的技术保障；3.	带领团队解决开发中的技术问题，不断推动产品创新和流程优化，高效快速地响应业务部门、运营部门的需求；4.	负责团队目标和工作计划的制定和高效执行，保证目标实现；5.	负责团队的建设、激励、考评、培养，持续提升团队工作热情、工作质量和工作效率。岗位要求：1.	大专以上学历，8年以上技术开发教经验，3年以上互联网知名企业架构设计或技术管理经验；2.	对互联网电商平台、APP后台有较深刻理解，有相关行业的项目管理及产品研发管理经验；3.	精通互联网系统的构架设计、系统分析、软件实现、性能优化及系统安全；4.	熟悉数据建模、大数据平台及分布式缓存等技术优先；5.	责任心强，能够承受较大工作压力，有良好的团队领导能力和沟通能力。职能类别：技术总监/经理首席技术执行官CTO/首席信息官CIO关键字：技术总监技术负责人javaB2C商城APP社群技术路线规划架构设计团队管理CTO举报分享,技术总监/CTO
10000-20000/月,广州星尘信息科技有限公司,职位描述：公司简介广州星尘信息科技有限公司成立于2010年，是国内领先的产业互联网综合服务提供商。2016年6月获得清华珠三角研究院战略投资，并与清华珠三角研究院共建清华珠三角研究院产业互联网研究中心，旨在为珠三角地区的传统产业互联网化转型升级提供先进的思想和先进的技术支撑。星尘科技主要服务对象包括：广东省三大电信运营商、广东省级政府单位、珠三角地区大型国营企业和大型民营企业。随着产业互联网业务的蓬勃发展，我们急需大量优秀人才的加盟。我们为优秀的你提供了成长所需的***土壤：1、	时代前沿的产业互联网理论与实践；2、	参与互联网平台的规划、建设与运营的机会和挑战；3、	创建个人事业的机会与土壤；4、	助力个人成长的人生观与价值观；5、	优秀的协作团队；6、	丰厚的利益回报。注：本次招聘为星尘科技与清华珠三角研究院产业互联网研究中心的联合招聘。招聘岗位：JAVA高级工程师岗位职责：1.负责公司项目核心模块设计和开发；2.负责编码，单元测试和集成测试；3.解决项目中存在的技术问题及定期做版本升级；4..参与公司战略决策。职位要求：1.计算机或相关专业毕业，本科以上学历；拥有4年以上使用java开发的实际工作经验；拥有1年以上带领团队进行开发工作经验；2.熟悉J2EE体系结构，熟悉设计模式，精通Servlet，JSP，Struts，Spring，Hibenate，ibatis；3.熟悉UML，XML，Ajax，HTML，javascript等技术；4.熟悉面向对象技术，熟悉设计模式、OOA、OOD等；5.熟悉SQL语言，能熟练应用Oracle，SQLServer、Mysql、DB2一种以上数据库进行开发及开发存储过程，能进行性能优化及解决常见问题；6.熟悉主流Web服务器与中间件服务器的配置管理与性能优化；7.良好的沟通协调能力，技术文档编写能力，团队合作精神和执行力，思路开拓，积极上进，不断学习；8.熟悉jquery、html5、css3者优先。加入星尘，公司将为你提供：1、薪酬待遇：有竞争力的薪酬待遇；2、工作时间：标准的工作时间，朝九晚六，5天七小时制的工作时间。享有国家法定节假日；3、员工保障：除了基本的社保，还为员工购买补充性医疗保险，为员工提供更多的保障；4、员工锻炼：公司每周末定期组织打羽毛球；5、其他福利：每年定期组织员工旅游；6、明亮开阔的写字楼，愉悦的工作环境。职能类别：高级软件工程师关键字：JAVA高级工程师架构师周末双休年终双薪奖金丰厚举报分享,JAVA高级工程师
8000+ /月,广州市战驴网络科技有限公司,职位描述：工作职责：1、	负责游戏功能系统的服务端开发工作；2、	协助系统架构师对服务器程序进行架构分析和软件设计，并完成相应的文档；3、	主动跟进与处理所负责模块的bug；4、	按时完成上级主管交予的各项任务；5、 不断学习与研究最新的技术。职位要求：1、	专科或以上学历；2、	熟悉常用的数据库编程，熟悉MYSQL佳；3、	熟悉Socket编程，熟悉Linux epoll编程；4、	熟悉面向对象编程，了解设计模式；5、	熟悉各种算法和数据结构，熟悉使用stl，了解模板的应用；6、	有良好的沟通能力和团队合作意识；7、	具有较强的解决问题的能力及创新能力，良好的逻辑思维能力；8、 有丰富网络游戏经验、热爱网游者优先。职能类别：互联网软件开发工程师多媒体/游戏开发工程师关键字：程序后端服务器开发网游手机游戏C++MYSQLLinuxepoll举报分享,游戏C++服务器端开发
10000-13000/月,广州市正盟计算机科技有限公司,职位描述：岗位职责：1、带领项目团队完成需求调研、需求分析及需求确认工作；2、负责软件技术实现方案设计，协助解决研发人员提出的技术问题；3、负责软件开发过程管理，有效控制项目开发进度、质量和成本；4、负责相关文档的编写和审核，按计划交付项目文档；5、负责同项目客户之间的沟通和协调；6、负责项目成员的资源调配及工作考核；7、负责团队的培养建设、持续提升团队工作热情和工作质量。岗位要求：1、计算机或相关专业，本科或以上学历；2、有3年以上的java开发和数据库开发工作经验；3、掌握javaee开发，熟悉servlet和jsp等java web服务端逻辑的开发机制，熟悉java5以后的语言特性；4、熟练掌握关系数据库的相关操作和sql语言，至少熟悉mysql，sqlserver，oracle其中一种数据库；5、熟悉web端开发，css，javascript、ajax等相关技术；6、熟悉软件项目生命周期过程管理；7、有较强的文字语言功底，善于沟通协调。8、有电子政务应用开发管理经验优先。工作地点：广州市天河区建业路华翠街54-58号天河软件园粤和楼207室职能类别：系统架构设计师系统分析员关键字：java开发项目经理系统架构师设计师高级程序员系统分析项目管理团队管理资深程序员周末双休举报分享,java开发项目经理
5000-9000/月,广州冠岳网络科技有限公司,职位描述：1、根据产品原型开发后端代码，协同前端开发完成后端数据的接口；2、承担WEB后端PHP和数据库框架的设计、实现工作；3、维护现有的PHP框架的功能完整性和质量；4、协助系统架构师进行系统架构设计工作。岗位要求1. 计算机相关专业毕业，大专以上学历；2. 良好的独立工作能力，能够承受相应的工作压力；3. 熟练PHP开发语言，熟悉面向对象的软件设计方法；4. 熟悉HTTP协议及W3C相关互联网规范，熟练掌握XHTML、CSS、DIV、Javascript等页面技术；5. 熟悉MySQL数据库应用开发，了解MySQL的数据库配置管理、性能优化等基本操作技能；6. 了解目前主流的PHP开源系统，能进行二次开发7. 具有良好的沟通、理解及团队协助能力，责任心强。-----要求只是文字，欢迎感兴趣愿挑战的你前来公司面谈。-----没有复杂的面试程序直接部门负责人沟通。翼狐网介绍：（可登录网站浏览）翼狐网(www.yiihuu.com)于2011年8月上线，并于2016年4月新版上线；翼狐网--是广州冠岳网络科技有限公司旗下网站。翼狐网--并非传统的在线教育平台。翼狐网--是做优秀的设计创意爱好者集散平台。翼狐网--是做优秀的设计、创意爱好者平台。向设计、创意爱好者提供全面、个性化的产品与服务。翼狐网--满足用户素材下载、学习进修、分享、娱乐、购物、创业等需求。because：我们的团队年轻有冲劲because：我们的氛围好玩有活力because：我们的平台我们的家园你的选择你的机遇because：加入我们，给自己一展抱负的机会【公司福利】1、弹性上下班，周六日双休，国家规定法定节假日正常休息；2、购买社保五险及公积金；3、各项企业活动、部门经费、生日礼物等；4、完善的加薪激励制度、月度考核达标额外奖金；5、法定假期、婚假、丧假、产假、年假等国家规定的各项假期；6、带薪岗前培训、在职培训（专业知识、岗位技能、管理能力等）；7、提供广阔的晋升平台以及职业发展空间。... ...职能类别：高级软件工程师软件工程师关键字：PHP软件开发开发工程师程序员微信平台开发举报分享,php
15000-25000/月,华云科技有限公司,职位描述：岗位描述：1、参与产品的需求分析、详细设计以及架构分析设计；2、参与评估项目技术难点，技术分析、攻关技术瓶颈；3、主导公司技术平台及中间件产品的研发及架构设计；4、负责技术相关文档的编写及核心代码的研发；5、负责对相关开发人员进行所负责设计部分的培训和指导。岗位要求：1、本科及以上学历，计算机或相关专业，五年以上 开发经验，三年以上架构设计经验；2、熟悉JAVA开发及其相关技术，熟悉SSM、SSH等主流框架；3、熟悉Mina、Netty等互联网通信框架，做过高并发通讯处理；3、熟悉GOF设计模式及架构设计模式，4、熟悉负载均衡、分布式应用等技术，对LVS、Keepalived、zookeeper、mysql中间件等有丰富的实战经验；5、熟悉数据存储系统MySQL、Redis等；6、具有开发者平台、电子商城、旅游相关项目经验者优先；7、目前至少有一个稳定运行的在线项目。职能类别：系统架构设计师关键字：系统架构师系统分析师技术主管举报分享,系统架构设计师/分析师
15000-19999/月,海口量子网络科技有限公司广州分公司,职位描述：岗位职责：1、负责公司产品的架构设计、技术选型、技术规格制定；2、统筹公司的技术路线发展；3、为投标竞标、售前方案等工作提供广泛的技术支持；4、负责对软件开发团队的技术指导5、需要时，参与项目的架构、概设及详设，系统核心部分代码编写，技术难点公关；6、密切关注业界的发展动态，并提出相应的调整策略。任职要求：1、具备丰富的大中型开发项目的总体规划、方案设计，有一定的管理经验，对面向对象编程具备深刻理解，精通设计模式，2年以上架构师经验；2、精通JavaEE平台上的开发技术与常用框架，如Spring、SpringMVC、MyBatis等；熟悉GIS、andriod等技术；3、 精通数据库MySQL、 SQL Server等，熟悉使用缓存技术；4、有分布式、高可用系统设计、开发和调优经验；5. 具有良好的编程习惯、认真负责，较强的沟通能力，乐于接受挑战，具有团队精神；6、对软件研发过程管理有一定的理解和实践，乐于尝试最新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队；7、思路清晰，思维敏捷，主动性强，快速的学习能力。职能类别：系统架构设计师关键字：系统架构举报分享,系统架构设计师
10000-15000/月,广州触网软件有限公司,职位描述：岗位职责1、参与系统的需求分析和技术调研，负责相关模块的概要设计、详细设计等的编制并实施，负责核心代码和通用模块功能的设计和实现，关键技术攻关2、协同软件技术经理或架构师进行项目研发，带头实现重要功能，协助、指导初中级工程师解决问题，提升团队成员技术能力任职资格1、大学本科及以上学历，计算机、通信、电子类相关专业毕业2、2-3年以上相关工作经验，计算机基础、网络基础扎实，熟悉编程理论、数据结构3、熟悉JAVA语言，熟练掌握J2EE开发技术，熟悉主流开源框架如Struts 、 Spring  、 Hibernate等（ORACLE/MYSQL/SQL SERVER等）；4、熟悉使用MYSQL或其他主流数据库，擅长SQL语句优化、存储过程开发优先5、熟悉Linux系统基本命令与JVM性能调优6、有较强的自学能力，逻辑思维能力，沟通能力和团队合作精神，能独立工作，爱好体育运动7、有移动互联网行业开发经验者优先，有移动广告系统开发经验者优先8、熟悉Hadoop  、Storm  HDFS   MongoDB   Redis  等大数据处理相关框架工具优先职能类别：软件工程师高级软件工程师关键字：java工程师软件开发举报分享,JAVA高级工程师
15000-19999/月,宽德科技有限公司,职位描述：岗位职责：1、设计和优化量化交易系统，包括证券、期货及其他金融衍生品在国内外市场的交易、分析和风险控制等。2、Linux平台下低延迟系统设计、开发和维护，涉及网络编程、数据库、进程间通讯、高性能计算等。3、与公司量化策略研究团队密切合作，参与交易执行策略的研究与开发，提供关键技术支撑，并进行过程监控；4、了解市场上的技术更新，学习和掌握新技术，保证公司在技术领域处于领先地位。任职资格：基本要求：1、毕业于重点理工类高校，全日制本科以上学历，计算机、数学、统计等理工科专业；2、熟练使用C/C++、Python；3、熟悉常用数据结构；4、具备敏捷的开发能力，可以在短时间内搭建一个高性能、高稳定性项目。附加要求：5、熟悉网络传输层或应用层通讯协议，需具备内存数据库编程经验；6、熟悉金融衍生品交易类业务、技术架构者优先；7、有独立或带领团队完成交易类项目经验者优先；8、有Linux内核，驱动开发经验者优先。职能类别：软件工程师系统架构设计师关键字：C/C++软件开发系统架构师举报分享,交易系统开发工程师
10000-14999/月,广州方驰信息科技有限公司,职位描述：职位说明：1、负责JAVA系统的架构设计工作，负责整个Java团队建设管理，技术规范制度建设工作。任职要求：1、计算机或相关专业本科及以上学历，至少具有三年以上java开发经验，一年以上项目管理经验；2、熟悉JAVA、JSP及JavaScript，有较强的系统分析及架构设计能力；3、熟悉ISO流程管理与CMMI过程管理；4、对客户需求有较深的理解和分析能力；良好的沟通能力、文字表达能力及管理能力，优秀的团队建设、培训能力。5、较强的英语阅读能力，能翻译阅读软件开发常规英文资料。6、有良好的职业道德和工作态度，工作认真、踏实，责任心和进取心强，良好的沟通协调能力、协作精神和团队意识，能承担工作中的压力非诚勿扰，岗位急聘，具体面议。职能类别：高级软件工程师软件工程师关键字：JAVA开发项目经理软件工程软件开发软件项目经理架构师软件架构举报分享,JAVA项目经理
6000-10000/月,北京航天长峰科技工业集团有限公司...,"职位描述：岗位职责1、负责系统及相关产品需求分析及架构设计；2、对产品的整体系统架构负责，对产品的系统安全性设计负责，开发及相关设计文档编写；3、负责相关请求的技术分析，负责制订相关的技术解决方案；4、参与制定设计及实现规范，指导设计、实现及部署工作；5、配合项目经理进行技术决策，进行技术风险评估；6、负责对软件开发团队的技术指导。任职资格1、软件工程、软件开发相关专业本科及以上学历；2、3年以上工作经验，具有独立承担超过2年以上的软件项目系统分析和架构设计经验，有成功案例、大型系统软件架构设计经验优先；3、掌握软件工程理论，精通至少一种软件工程方法，有较强的系统分析能力；4、熟悉.net及JAVA体系架构，精通主流的开源框架；5、精通Oracle,sqlServer等数据库的应用，有大型MIS系统构建经验，具有相关应用开发经验及数据库规划能力；6、了解最新的技术及发展趋向，网络知识经验丰富，懂得怎样衡量各种设计方法的利弊，懂得平衡各种开发局限的制约；7、极强的文档撰写能力，良好的英文阅读能力；8、逻辑分析能力、学习能力和创新能力强，具有团队合作精神，良好的语言表达及沟通能力。职能类别：系统架构设计师举报分享",系统架构设计师
10000-14999/月,广州赛意信息科技股份有限公司,职位描述：岗位职责：1.负责服务器、应用的规划、监控，数据备份，日志分析，故障排除，性能调优等工作，保障公司产品的稳定运营；2.机房部署、全局负载、本地负载均衡网络架构设计等3.linux系统和数据库的的综合运维管理、平台架设4.tomcat/weblogic等中间件的平台架设，性能调优，综合运维管理5.配合开发新项目的环境搭建，交付部门就具体的技术点进行沟通、提出架构优化方面的有益意见和建议并付诸实施等6.研究系统架构、提高系统的健康性，参与运维流程制定、保证高效响应任职要求：1.熟悉主流web运维所需技术，如nginx，apache，熟悉工作原理，具备海量调优经验为优先；2.熟悉负载均衡、高可用技术，如lvs、haproxy、keepalived，熟悉工作原理，具备海量调优经验；3.熟悉web加速技术，如CDN、GSLB；熟悉http协议中cache控制；4.熟悉消息队列、cache组件，如rabbitmq、redis、memcache，熟悉其工作原理，应用场景，高级配置；5.熟悉关系型数据库，如Oracle、mysql等，有NOSQL经验者优先6.精通tomcat/Weblogic等中间件系统级性能优化以及故障处理，有J2EE开发经验者优先职能类别：系统架构设计师举报分享,运维架构师
50-60万/年,广州立白企业集团有限公司,职位描述：岗位职责:1、负责具体需求或项目的架构设计和规划，制定设计及实现规范，指导和推动设计、实现及部署工作；2、跟踪、研究IT新技术、新产品的发展方向，引入新技术、新产品，制定IT软件技术发展线路图；3、综合分析IT软件架构方面存在的问题，组织制定优化方案；4、监督和跟进IT软件架构的变更，以保证IT软件架构在稳定性、安全性、高效性、可扩展性方面满足业务发展的要求；5、参与信息化战略规划研讨和制定工作。任职资格:1、熟悉快消品行业信息化软件架构，熟悉业界信息化动态，能够结合企业发展和行业信息化发展规划软件架构，具有丰富的架构规划和实施经验。2、业务理解能力优秀，能够平衡业务需求与技术架构，具备较强的逻辑思维能力和表达沟通能力，善于和各种背景的人合作，善于说服和达成共识。有很强的自学能力，喜欢钻研技术。3、能够走出去、引进来，在IT业界有较好的沟通、合作意识。4、英语良好的阅读能力，高级软件架构能力，熟悉SAP系列套件。职能类别：软件工程师举报分享,软件架构师
30-40万/年,广州立白企业集团有限公司,职位描述：岗位职责:1、负责IT项目的需求分析，for营销、市场、品牌等业务领域；2、收集、分析业务用户需求，准备准确、详细的需求规格说明书和功能设计文档；3、负责需求的管理和评审，为测试、开发提供指导、解释业务需求等4、负责需求调研及需求反馈的分析；跟踪研发的进度并验证需求5、与项目经理、开发、测试等伙伴紧密合作，不断提升产品性能、交互体验，达成产品目标。任职资格:1、熟悉企业业务流程，熟悉业界信息化动态，能够结合企业发展和行业信息系统的情况针对业务需求提出合理的信息系统设计方案，提出方案的论证依据，并保证方案的可实施性。2、能够根据企业业务现状和企业未来发展目标对信息系统选型进行可行性论证，提出公司软件系统实施计划、时间安排、预算。3、具备丰富的项目管理经验，能确定项目的整体目标和要求，能对项目进行合理的估算，包括项目预算、工作量、所需人力/物力资源、时间及可能存在的风险等，并在此基础上监控项目计划的制订及实施；能合理调配项目资源，尽可能地降低项目成本，控制项目的风险；能通过对项目各实施阶段的评估，及时发现并解决问题，严格监控项目的质量。职能类别：高级软件工程师举报分享,营销业务架构师
30-40万/年,广州立白企业集团有限公司,职位描述：岗位职责:1、负责IT项目的需求分析，for研发、质量、技术等业务领域；2、收集、分析业务用户需求，准备准确、详细的需求规格说明书和功能设计文档；3、负责需求的管理和评审，为测试、开发提供指导、解释业务需求等4、负责需求调研及需求反馈的分析；跟踪研发的进度并验证需求5、与项目经理、开发、测试等伙伴紧密合作，不断提升产品性能、交互体验，达成产品目标。任职资格:1、熟悉企业业务流程，熟悉业界信息化动态，能够结合企业发展和行业信息系统的情况针对业务需求提出合理的信息系统设计方案，提出方案的论证依据，并保证方案的可实施性。2、能够根据企业业务现状和企业未来发展目标对信息系统选型进行可行性论证，提出公司软件系统实施计划、时间安排、预算。3、具备丰富的项目管理经验，能确定项目的整体目标和要求，能对项目进行合理的估算，包括项目预算、工作量、所需人力/物力资源、时间及可能存在的风险等，并在此基础上监控项目计划的制订及实施；能合理调配项目资源，尽可能地降低项目成本，控制项目的风险；能通过对项目各实施阶段的评估，及时发现并解决问题，严格监控项目的质量。职能类别：高级软件工程师举报分享,技术与研发业务架构师
30-40万/年,广州立白企业集团有限公司,职位描述：岗位职责:1、负责IT项目的需求分析，for  HR、管理办公、职能管理等管理领域；2、收集、分析业务用户需求，准备准确、详细的需求规格说明书和功能设计文档；3、负责需求的管理和评审，为测试、开发提供指导、解释业务需求等4、负责需求调研及需求反馈的分析；跟踪研发的进度并验证需求5、与项目经理、开发、测试等伙伴紧密合作，不断提升产品性能、交互体验，达成产品目标。任职资格:1、熟悉企业业务流程，熟悉业界信息化动态，能够结合企业发展和行业信息系统的情况针对业务需求提出合理的信息系统设计方案，提出方案的论证依据，并保证方案的可实施性。2、能够根据企业业务现状和企业未来发展目标对信息系统选型进行可行性论证，提出公司软件系统实施计划、时间安排、预算。3、具备丰富的项目管理经验，能确定项目的整体目标和要求，能对项目进行合理的估算，包括项目预算、工作量、所需人力/物力资源、时间及可能存在的风险等，并在此基础上监控项目计划的制订及实施；能合理调配项目资源，尽可能地降低项目成本，控制项目的风险；能通过对项目各实施阶段的评估，及时发现并解决问题，严格监控项目的质量。职能类别：高级软件工程师举报分享,企业管理架构师
15000-25000/月,珠海市新德汇信息技术有限公司,职位描述：一、岗位要求：1、本科以上学历；2、具有5年以上公安行业信息化开发工作经验，熟悉常用的公安信息化解决方案；3、精通常用的软件架构和软件技术，应具备大数据分析、全文检索、自然语言、机器学习方面的基础知识，具有同类项目经验优先。二、岗位职责：1、根据用户需求决定技术路线，设计产品架构；2、指导开发人员进行产品开发测试；3、解决产品研发过程中的技术问题；4、对团队成员进行技术培训。职能类别：高级软件工程师关键字：架构师JavaC++大数据举报分享,架构师
15000-19999/月,北京捷菲拓网络科技有限公司,"职位描述：岗位职责:1、参加或主持系统的需求调研和需求分析，详细撰写系统概要及相关技术文档，负责项目的整体开发；2、搭建系统及线上开发环境，完成数据建模，系统架构及系统框架和核心代码的编写；3、指导软件工程师的日常开发工作；解决开发中的技术问题；4、协助完成项目的测试、系统交付工作，对项目实施提供支持；任职要求：1、精通面向对象设计、设计模式和相关开发语言，熟悉大型数据库开发，能够独立进行核心算法的实现；2、具备熟练的编码和撰写文档的能力，熟悉常用的开发工具；3、对各种Java开发框架有较深的认识和了解（比如ssh,spring mvc,mybatis），对主流开发框架有丰富的开发经验,熟悉移动应用的开发流程；职能类别：系统架构设计师系统工程师关键字：Java高级架构师举报分享",Java高级架构师
15000-25000/月,珠海市新德汇信息技术有限公司,职位描述：一、岗位职责：1、	基于公司产品要求，进行系统分析，编写总体设计方案；2、	根据产品要求负责设计和搭建软件开发项目系统架构（平台、数据库、接口和应用架构等），解决开发中各种系统架构问题；3、	负责技术方面的汇报工作。二、岗位要求：1、	5年以上工作经验，有大中型项目架构设计经验；2、	拥有良好的软件架构能力，精通常用的软件设计语言；3、	具备良好的规范编程风格，高质量的代码设计及测试能力，和较强的文档编写能力；4、	对大数据的技术趋势有深入的理解，有实施大数据解决方案能力；5、	逻辑思路清晰，较强的创新能力，有良好的计划和执行能力。职能类别：系统架构设计师关键字：架构师举报分享,系统总架构师
