salary,company,jobname,jobcont,jobid
6000-10000/月,广州讯动网络科技有限公司,算法工程师（双休+五险一金）,职位描述：岗位职责：1、建模算法编写与云端封装2、配合IT技术部完成数据产品开发3、采用统计分析/数学建模/数据挖掘等方法，提供算法支持任职要求：1、硕士及以上学历，数学、计算机相关专业2、有扎实的数学功底3、熟练使用matlab等建数学软件、精通Python语言开发4、优秀的英文文献阅读能力，有较好的逻辑思维能力和动手能力5、熟悉化学计量学、分析化学的优先6、数学、计算机相关专业的优秀的本科、硕士应届毕业生可考虑我们的薪酬与福利：一、我们提供富有竞争力的薪酬和年终奖金二、我们将提供下列福利待遇1、社会保险、公积金及商业保险2、期权激励3、生日贺礼4、传统佳节贺礼5、每周文体活动（固定篮球/羽毛球友谊赛）6、每月员工活动7、员工旅游8、良好的办公环境三、公司严格按照国家规定提供法定假期1、法定节假日（春节放假时长超过法定节假日）2、带薪婚假3、带薪病假4、带薪年假5、带薪（陪）产假6、其它国家法律法规约定的假期四、五天工作制，上午9:00-17:30五、公司有健全的培训体系及晋升激励机制，为您的职业生涯发展提供有力的支持。欲了解公司详情欢迎登陆公司网站http://www.sondon.net   有意者可直接在招聘网站投递简历或将简历投递至以下邮箱：hr@sondon.net地址：广州市天河区中山大道西89号华景软件园B栋西梯806-812室电话：020-62882690乘车路线1：市内乘坐公交 B4路A 、 B4路B 、 B1路快线 、 B27路 、 B4路 、 B2路 、 B3路 、 B1路、 B6路 、 B5路 到BRT华景新城站下到100米即到乘车路线2：市内乘坐公交B9、 239、194、293到华景路口站下100米即到职能类别：算法工程师软件工程师举报分享,245
10000-14999/月,广州诺谱盾信息科技有限公司,程序员,职位描述：岗位职责按照系统设计完成系统后台程序开发，服务器设置，后期维护任职资格1、计算机及相关专业毕业，大学本科以上学历；2、三年以上相关软件的开发经验或相关工作经验；3、熟悉linux，c/c++，python，mysql；网络编程，熟悉libevent；熟悉web编程，html，js，jquery网络协议，http，https，tcp；4、良好的编码风格和编程习惯；5、逻辑思维性强，办事沉稳、细致、思维活跃，有创新精神，良好的团队合作意识。职能类别：技术支持/维护工程师关键字：负责后台开发举报分享,244
7000-16000/月,力德集团有限公司,测试工程师,职位描述：岗位职责：1、具有系统软件测试经验，熟悉软件测试流程及规范，熟练掌握常用测试工具的配置及使用，熟悉Bug追踪系统等；?2、能独立编写测试脚本和进行单元测试；3、编写测试方案，制定测试计划；编写测试文档和测试用例；4、完成应用软件的功能、性能、安全测试；5、组织完成测试和集成测试工作；编制软件测试报告并评估软件质量；?6、跟踪分析测试情况，解决测试过程遇到的问题；7、建立、维护测试工作的相关文档；8、开发相关测试和配置管理工具。?任职资格1、计算机相关专业，大专学历两年以上开发经验；2、至少2年以上移动端或Web服务测试经验，熟悉Android、iOS应用软件测试方法；3、至少掌握一门开发语言，Java、Python、OC优先；3、掌握常用的自动化测试、性能测试、安全测试工具；5、具备良好的需求理解和分析能力，能够快速理解业务，识别业务风险并给出优化方案；6、掌握Linux与数据库基本操作，熟悉测试环境和配置管理工具的搭建；7、能够承受高强度工作，具有良好的学习能力和团队协作能力。PS：该职位代为力德集团旗下的多维度网络科技有限公司发布招聘。要求要会自动化测试，会用代码编写脚本！职能类别：软件工程师关键字：测试软件测试app测试举报分享,246
6000-10000/月,广州光大教育软件科技股份有限公司,系统工程师,"职位描述：岗位职责1、负责公司产品网站及业务系统上线部署、发布、运维和优化工作。2、负责公司服务器的维护、调试、部署，PC及相关设备的维护。3、负责公司局域网、网络系统的日常维护和管理。4、负责服务器数据、文件的备份管理。5、负责公司信息安全防护工作。?岗位要求：1、计算机软件、信息技术等相关专业，本科以上学历。2、对linux系统有深入研究，并有两年以上linux系统运维实际工作经验。3、熟悉网络、监控、运维自动化、配置管理，了解Nagios/Zabbix/ELK等监控框架。4、熟悉TCP/IP ，熟悉防火墙，交换机等网络设备的安装、配置, 对网络及系统安全有较深入的了解。5、熟悉apache,nginx等web服务器及oracle, mysql、redis, mongdb等主流数据库的安装配置。6、了解shell、perl、php、python等脚本语言开发。7、了解OpenStack,kvm等云平台的部署,对大数据，云计算有浓厚的兴趣。8、具有良好的自学能力和独立解决问题的能力。职能类别：系统工程师技术支持/维护工程师关键字：系统工程师运维举报分享",248
8000-9999/月,广州创娱网络科技有限公司,游戏测试,职位描述：岗位职责1、对游戏产品的功能性、性能、可玩性及不同平台的适配进行测试；2、对所测试游戏产品提出合理的修改意见，提高游戏体验；3、跟踪BUG状态并及时反馈；4、根据需求建立维护相关测试文档；5、汇总测试情况，编写相应测试报告；岗位要求1、热爱游戏测试，责任心强，思维缜密，对游戏产品质量要求高；2、精通测试理论基础，精通测试用例设计方法，以及较强的测试技术实践能力；3、能熟练，规范的使用禅道，redmine等测试管理工具；4、熟悉wireshark，了解monkey测试，能使用java，python等语言编写测试脚本优先；5、了解基本的网络知识，熟悉socket等协议者优先6、有ios，Android测试经验者优先职能类别：多媒体/游戏开发工程师软件测试举报分享,242
8000-12000/月,广州趣派网络科技有限公司,Web应用安全工程师,职位描述：Web应用安全工程师岗位职责：1、对公司产品进行安全测试和加固；2、研究安全技术，为公司产品公司研发人员提供相关技术支持；3、跟踪最新漏洞信息，及时通知和协助公司研发人员修复产品中存在的安全漏洞；4、为公司客户提供安全评估、渗透测试、整改加固和应急响应服务；5、对windows、Linux、IIS、Tomcat等有深入了解，能熟练进行web部署和管理；6、对web安全及服务器安全有较深入了解，熟悉常见web攻击的原理和防御技巧；7、有敏锐的洞察力，能快速定位故障并采取合理的修复措施；8、有责任心，能配合团队进行有效的维护支持，对维护及安全有浓厚兴趣。岗位要求：1、熟悉主流的Web安全技术；2、熟悉国内外主流安全产品和工具，如：Nessus、Nmap、AWVS、Burp、Appscan等；3、熟悉Windows、Linux平台渗透测试、后门分析、加固；4、至少掌握一门编程语言C/C++/Perl/Python/PHP/Go/Java等；5、熟悉渗透测试的步骤、方法、流程，具有Web安全实战经验；6、熟悉常见安全攻防技术，对网络安全、系统安全、应用安全有深入的理解和自己的认识；7、对Web安全整体有深刻理解，具备代码审计和独立漏洞挖掘能力；8、责任感强，有优秀的服务意识，有较强的沟通能力和团队协作精神；9、有较强的抗压能力和学习能力，能够勇于面对挑战，不断学习。职能类别：互联网软件开发工程师举报分享,240
5000-7000/月,中数通信息有限公司,运维工程师——移互创新,职位描述：岗位要求：1、大专或以上学历，计算机相关专业；2、两年或以上Linux系统管理维护经验；3、熟悉使用Shell、Python等至少一门脚本语言；4、熟悉Web环境（Nginx、Tomcat、redis）安装、管理、性能调优、监控，对服务器的故障诊断有一定的经验；5、对数据库原理知识有一定基础，熟悉MysQL、Oracle，能独立安装部署、配置优化、备份恢复和故障诊断；6、熟悉使用Zabbix，Cacti，Nagios监控管理工具为佳。岗位职责：1. 负责网络和服务器维护，保证系统稳定，提交应用平台的运行及维护报告;2. 负责保障服务器与数据库安全，检查并消除安全漏洞，编制安全检查报告；3. 负责网络和服务器故障排查处理，按照公司要求通知相关人员处理进度，编制故障报告;4. 负责网络、服务器监控和应急反应，确保系统稳定运作，编制监控报告5. 负责应用平台的数据备份和完整性检查，编制数据分析报告;6. 配合高级运维工程师设计及部署相关应用平台。成为我们的员工，你将获得：★ 7.5小时工作制，周末双休，你能有充足的休息时间，工作生活得到平衡；★ 我们为你提供有竞争力的薪酬体系，包括基本工资、绩效考核工资、月度津贴、年功津贴、年终奖等，你的工作会有应有的回报；★ 我们为你购买全额的养老保险、医疗保险、工伤保险、失业保险、生育保险，为你购买12%的住房公积金，还额外为你购买商业保险，使你无后顾之忧；★ 你可以尽情享有国家规定的法定节假日及带薪年假、婚假、病假、产假、哺乳假、计划生育假、丧假等；★ 担心吃饭问题？我们有午餐补贴；电话打太多？我们有通讯补贴；6到10月高温时节上班辛苦？我们有5个月的高温补贴；担心电脑辐射大有健康问题？我们有健康体检；★ 公司长期组织篮球、羽毛球活动，爱运动的你不可错过。职能类别：技术支持/维护工程师系统集成工程师举报分享,239
6000-10000/月,深圳市掌中乐游网络科技有限公司,后端开发工程师,职位描述：岗位职责：1.负责几大平台程序的实现2.外部平台对接1. 负责后台技术研发；2. 参与项目的架构设计、评审、技术攻坚及优化；3. 参与系统文档的撰写、维护任职要求：1. 计算机相关专业本科以上学历，两年以上开发工作经验；2. 精通C/C++或Python语言开发，熟悉Linux/Unix平台开发，至少熟悉一种脚本语言；3. 熟悉至少一种数据库开发；4. 熟悉TCP/IP、HTTP等通信协议，具有大规模并发服务器开发经验优先；5. 软件知识结构全面，基本功扎实；6. 具备良好的团队合作能力，善于沟通，热爱开发事业。职能类别：多媒体/游戏开发工程师软件工程师举报分享,237
10000-14999/月,一号家居网,数据分析（BI）高级工程师,职位描述：岗位职责：1.	参与海量数据的挖掘与分析2.	参与核心系统或者算法的研发，优化关键数据模型3.	整合相关财务以及运营数据，结合实际业务需求进行深度数据分析，出具分析报告4.	开发需要经营管理报表模版岗位要求：1.	两年以上数据分析挖掘相关工作经验；2.	统计、数学、计算机等相关专业本科及以上学历；3.	深刻理解并熟练掌握统计学、数据挖掘的算法和技术；4.	具有丰富的海量数据掘项目实施经验，能独立完成挖掘项目的规划和实施；5.	具有较强的利用数据分析挖掘，解决业务问题的能力；6.	深刻理解数据仓库原理及系统架构，擅长进行系统建模、架构设计；7.	至少熟悉以下某项技术：ETL、通用报表定制、OLAP与多维分析、数据分析算法（算法库开发）。.8.	熟悉hadoop，有HiveSQL、HBASE使用经验优先；9.	熟悉至少一种BI报表开发工具，如BO、Cognos、SSAS、Microstrategy、Qlikview等10.	有JAVA、C++或Python等软件开发经验优先11.	必须具有独立分析，解决问题的能力，出色的沟通能力，自我约束力强，能够完成安排的任务12.	精通使用PLSQL开发程序、SQL性能优化。13.	熟悉Oracle数据库的编程和管理、以及熟悉Oracle特性和应用。14.	具有较强的程序调试和快速解决问题的能力。15.	良好的项目沟通能力和独立工作能力，积极主动，良好的团队合作意识与责任心。16.	有数据仓库、ETL、BI等相关经验优先职能类别：数据库工程师/管理员数据通信工程师关键字：数据分析（BI）举报分享,241
8000-13000/月,广东信游电子商务有限公司,测试工程师,职位描述：岗位职责：1、负责公司PC端，APP，微信端平台软件产品的测试，包括功能，性能，稳定性等；2、根据产品需求说明和产品设计文档，独立编写测试用例；3、准确详实的描述bug产生过程、bug现象，准确定位并跟踪问题，推动问题及时合理地解决；4、独立和对应模块的产品人员、开发人员、设计等人员沟通，组织测试相关的评审会议；5、配合测试主管管理及参与测试内部财富库建设工作；职位要求：1、有2年以上相关工作经验，熟悉软件测试流程、规范及方法2、有互联网支付业务测试经验或自动化测试经验优先考虑；3、熟悉一种开发语言及SQL，如java，python，shell等；4、熟悉各平台用户使用习惯，具有良好的用户体验观；5、具有高度责任心、团队协作精神、抗压能力、良好的测试思维及沟通能力。职能类别：软件测试测试员关键字：软件测试举报分享,238
6000-7999/月,广州辉骏生物科技有限公司,生物信息学工程师,职位描述：岗位职责：1、负责蛋白质组学研发及技术服务项目的数据处理和高级生物信息学分析；2、负责常规生物信息服务项目的售前、售中及售后技术支持，为客户实验数据分析方案的设计及制定提供建议，为分析结果答疑等；3、实验数据和分析结果的储存和管理；4、负责新的数据分析和挖掘方法的研发、平台建设及维护；5、上级领导安排的其他工作。岗位要求：1、生物信息学、应用数学、医学或生物类相关专业本科及以上学历；本科学历需要至少2年高通量组学数据处理及分析经验；应届生有实习项目经验亦可；2、熟悉高通量组学数据的分析流程和常用软件数据库的原理及使用；3、熟练使用linux系统；熟练掌握至少一种程序语言（Perl、R、Python、C/C++、Java等）；4、具有良好的中英文阅读与写作能力；能熟练阅读和撰写该领域专业英文文献。5、具有团队合作精神，工作踏实有责任心，善于独立思考，工作主动性强，学习能力强。职能类别：生物工程/生物制药技术支持/维护经理举报分享,249
8000-9999/月,广东奇化化工交易中心股份有限公司,前端（网页）开发工程师,职位描述：岗位职责：1、	负责网站PC和APP前端开发和移动WAP应用开发、负责跨浏览器兼容。2、	对产品经理、设计师提出的需求给出技术评估和解决方案。3、	配合后台开发人员实行网站界面和功能。4、	完成产品交互效果的实现，改善用户体验，以及各项性能的调优等。任职要求：1、	大专或以上学历，计算机软件、通讯、数学相关专业优先。2、	至少从事WEB开发工作1年以上，并提供相关产品案例。3、	熟悉精通前端网页技术HTML/CSS，熟悉了解兼容样式，熟练使用XHTML、CSS编写页面。4、	熟悉HTML DOM对象的JavaScript编程，熟悉对象化JavaScript编程，熟悉AJAX等交互流程。5、	有使用js框架经验，了解不同浏览器之间的差异，代码具有良好的兼容性，规范性。6、	熟悉服务器端编程语言，如php、python等优先；7、	能承担工作压力，具备良好的沟通能力和团队合作精神。职能类别：Web前端开发举报分享,236
5000-9000/月,广州交通信息化建设投资营运有限公司,数据库管理员（运维部）,职位描述：要求：1.计算机相关专业大学本科以上学历，具备良好的学习、表达和沟通能力和团队合作精神。2.2年以上相关工作经验，有OCP资格证书。3.精通Linux操作系统，能够根据运行系统的需要，对操作系统进行监控、配置及调优。4.熟悉关系数据库原理与设计，有数据库设计经验。5.熟悉Oracle数据库体系结构，精通ORACLE数据库的配置、维护、管理及调优，包括Oracle RAC、Oracle Dataguard的安装与配置等。6.熟练使用SQL及PL/SQL语言进行开发。7.有一定的脚本语言（如：Python/Ruby等）开发能力。8.熟悉PostgreSQL数据库的运行机制，PostgreSQL复制及Cluster经验丰富者优先考虑。9.了解Hadoop/Hbase/Storm等相关NOSQL技术，有实践经验者优先考虑。职责：1.结合应用系统需求，制定相宜的数据处理方案并指导实施（安装/布署/迁移等）。2.检查数据库运行状况、资源使用及备份执行状况等，及时发现并解决问题。3.解决数据库系统运行中发生的故障，并提出改进措施。4.结合应用系统运行情况，制定数据库系统性能优化方案。5.参与应用系统的数据库设计及开发。职能类别：数据库工程师/管理员关键字：周末双休带薪年假年终双薪奖金丰厚加班补助节日福利交通补助高温补贴举报分享,247
6000-7999/月,易联支付有限公司,openstack运维工程师,职位描述：职位描述：1、参与云平台整体架构设计；2、负责云平台的部署和测试；3、负责云平台的架构优化和性能优化；4、负责云平台的运维支持。任职要求：1、计算机相关专业，本科及以上学历。2、对OpenStack本身有着浓厚的兴趣，有一年以上Openstack工作经验；3、熟悉CentOS/ Ubuntu等linux系统的安装、使用、调优等；4、熟悉Bash、Python等脚本编程语言；5、熟悉OpenStack安装和配置，有1年以上部署和运维经验；6、熟悉虚拟化及容器技术（KVM/Docker）者优先；7、熟悉分布式存储技术（Ceph）者优先；8、具有较强的学习能力，积极向上，团队合作精神佳。职能类别：网络工程师其他举报分享,235
8000-9999/月,深圳市比邻互动网络科技有限公司,数据采集工程师/数据挖掘工程师(火车头）,职位描述：职位描述：岗位职责：1、负责爬虫架构设计和研发2、负责爬虫核心搜索策略、算法、数据聚类、重组的设计与开发3、负责网络爬虫或数据采集软件的优化改进以及采集规则编写4、解决封账号、封IP等采集难点攻克5、确保所负责的站点按周期采集及时，全面6、Office熟练操作，会SQL语言；会C+，PHP，JAVA或phython语言优先；7、1年以上互联网研究或线上资源收集经验；熟练使用一种以上网站数据抓取工具；8、懂火车头采集器以及类似抓取工具者优先。任职要求：1、本科以上学历，计算机/统计学/数学等相关专业，2年以上从业经验；2、了解大数据相关原理，能实现各种数据算法；3、扎实的编程基础，语言不限，熟悉Java、Python、Hadoop一种或多种开发技能；4、熟悉MySQL或oracle数据库开发；5、乐于面对挑战，积极创新，诚实、严谨。职能类别：数据库工程师/管理员算法工程师关键字：算法工程师数据库管理蜘蛛爬虫采集器SQLC+PHPJAVAphython举报分享,234
,广州汽车集团股份有限公司汽车工程...,高性能计算主管工程师,职位描述：任职资格：1、本科或以上学历，计算机或信息管理相关专业优先；2、8年以上相关经验优先；3、精通云计算/高性能计算架构和部署（HPC、分布式计算、并行计算、虚拟化、灾备等）；4、精通Java/ python等；5、熟悉Linux及Linux系统下的软件安装、调配和性能优化；6、熟悉网络设备和相关知识；7、有云计算/高性能计算部署和实施经验优先。岗位职责：1、负责高性能计算的架构设计、部署和优化；2、负责应用开发项目的管理和指导工程师应用开发工作；3、负责高性能计算的应用流程设计和优化；4、负责高性能计算应用实施的规划、监控和调优；5、协助科长制定相关的能力和知识工程建设规划，并参与完成相关的能力和知识工程建设；6、负责制定并实施专业技能培训工作。职能类别：信息技术经理/主管高级软件工程师举报分享,233
5000-15000/月,广州舟翼智能科技有限公司,网络网站开发,"职位描述：负责产品网络后台的需求设计，开发工作任职要求：1、熟悉Javascript,C#,python3.x。2、熟悉Restful 设计规范。3、熟悉至少一款流行的webui框架。4、熟悉mysql开发。5、熟悉网络后台服务设计开发。6、相关工作3年以上履历。7、有较强的沟通和自我管理能力。8、工作认真负责，服从工作安排。职能类别：互联网软件开发工程师举报分享",232
150000-200000/年,广州小鹏汽车科技有限公司,软件测试工程师,职位描述：职位描述：1.参与需求设计分析，制定测试方案，设计测试用例，测试执行，问题跟进等；2.提交、分析、跟踪项目设计缺陷，评估项目风险，推动问题解决，保障产品质量；3.进行自动化框架搭建，并进行自动化脚本编写，优化测试环境；4.根据需求，设计开发出完善的Test Casse。岗位要求：1.本科及以上学历，3年以上Android平台测试经验，精通测试理论和方法；2.熟练运用各种办公软件和测试工具，能够独立搭建测试环境，熟悉一种或多种语言，如c++、java、ruby、python、lua、erlang、javascript、shell；3.具有自动化测试经验，熟悉当前任意一款商业或开源自动化测试工具者优先；4.熟悉性能测试、安全性测试及分析经验者优先；5.有较强的分析能力和定位问题能力。职能类别：软件测试举报分享,230
17000-30000/月,北京中人网信息咨询股份有限公司广...,数据采集工程师,职位描述：数据采集工程师岗位描述：1. 负责数据抓取、识别、采集工作，主要采集内容包括：多环境下真实语音、声纹数据等；2. 批量清洗抓取数据，如：垃圾过滤、去重等；3. 海量文本数据编辑，如：词句编辑、分类、调取有效信息等；4. 负责语音降噪、信道补偿和说话人自适应等语音信号处理等算法的研究；5.文本处理、结合成熟算法进行语言模型构建及工程实现；6. 按照研究与项目计划，与项目组其他成员协同工作，在保证质量的前提下，按时完成研究开发任务任职要求：1. 本科以上学历，计算机/统计学/数学等相关专业，2年以上语音/声纹识别研究经历与背景，具有语音/声纹识别专业知识，精通语音/声纹识别核心算法；2. 熟悉语音识别/声纹识别/模式识别/神经网络/信号处理等核心算法，了解语音/声纹识别的各模块关键技术；3. 用过HTK或SPHINX等开源工具，用过MatLab，熟悉Python、Perl脚本语言4. 熟悉EditPlus/UltraEdit等文本编辑工具的基本功能；5. 踏实认真、学习能力强、善于发现并总结问题、思维活跃、清晰、沟通能力强、有团队协作意识，能够主动总结问题和分享自己的工作经验；6. 优先考虑的若干技能：1）有独立完成的高水平的模式识别研究或从事过完整的项目开发者优先；2） 熟练使用Linux系统，对awk、sed等工具熟悉者优先；对供研究使用的某些开源代码有深入研究者优先；备注：全职或***均可职能类别：算法工程师举报分享,270
12000-15000/月,广东泰锋建筑科技有限公司,unity3d开发工程师,职位描述：*热爱编程，有较强自学及研发能力岗位职责1.参与unity3d开发工作，负责场景构建，交互，渲染，信息处理等任务2、负责前端核心业务模块实现；3、负责前端性能优化，保证产品研发质量。任职要求1、大专或以上学历，计算机相关专业；2、有C、C++、C#或Java语言编程基础，精通Unity3D游戏引擎；3、熟练Lua / Python / shell / Perl中至少1种脚本语言；4、三年以上相关经验，负责并参与过手游项目完整的研发和上线流程；5、对移动终端开发、调试、产品部署、产品上线审核有丰富的经验；6、熟悉各核心底层的实现（网络、资源管理、战斗逻辑、UI架构、相关Shader编写、热更等等）和相关工具的实现（资源打包、热更包、手机包生成等等）7、具有良好的沟通表达能力，团队协作精神，具备良好的分析和解决问题的能力。职能类别：游戏界面设计师关键字：unity3D开发工程师举报分享,229
5000-15000/月,广州西维尔计算机系统有限公司,大数据开发工程师,职位描述：工作职责：大数据项目开发实施和运营支撑岗位要求：- 熟悉hadoop相关框架，有Hive、HBase、sqoop、zookeeper等相关开发经验;- 熟悉Hadoop集群构建，有Hadoop集群部署、配置经验；- 熟悉linux操作系统以及Shell、python、perl脚本的应用优先;- 熟悉数据仓库建模及ETL开发优先；- 熟练掌握Java编程技术优先；- 善于学习，对技术抱有高度热情；职能类别：软件工程师关键字：大数据开发举报分享,272
10000-12000/月,广州暧魅网络科技有限公司,Golang后台开发工程师,"职位描述：职责职责:负责直播与游戏结合的后台系统设计与开发.岗位要求:计算机或相关专业本科以上学历, 1年以上游戏/App后台开发工作经验.熟悉Go/Java/C/C++/Python其中至少一种语言对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力职能类别：互联网软件开发工程师关键字：javacc++pythonerlangnodejshtmlcss举报分享",231
25000-35000/月,美的集团,大数据开发工程师（金融）,职位描述：【岗位职责】：1、参与大规模数据快速查询系统的架构设计和开发；2、大规模数据挖掘和机器学习算法的实现；3、在线和离线海量数据分析平台的开发；4、研究大数据前沿技术，提升系统的运维效率；5、实现大数据基础架构平台（Hadoop/Spark/MPP DB）的自动化运维；【任职要求】：1、具有3年以上大数据开发经验，至少熟悉一种编程语言（Python/Java/Scala）；2、熟悉Hadoop等分布式系统开发，数据仓库技术；3、熟悉HDFS/HBase/Hive/MapReduce，掌握Mapreduce程序开发；4、熟悉分布式系统概念、架构，有大规模分布式系统设计、实现、部署等经验；5、强烈的责任心与求知欲，开源社区的活跃贡献者优先；6、有较强的书面与口头沟通表达能力，独立分析、解决问题的能力。【职位诱惑】：1、公司有对员工免费的食堂、班车、宿舍、健身房、篮球场、羽毛球场、游泳池2、每年8月份15天大假+5000旅游基金。3、互联网金融业务，发展前景相当逼格。4、最火热的互联网金融业务（信贷、消费金融、众筹 等等）5、大平台，发展空间大6、BAT 精英云集，对个人增值提升潜力巨大7、开放的互联网文化，扁平式管理方式职能类别：高级软件工程师举报分享,289
10000-25000/月,西伍集团,数据分析师,职位描述：数据分析师（该岗位属集团大数据中心，办公地点广州）1.理解公司业务方向与战略，为公司运营决策、产品方向、销售策略提供数据分析；2.调研业务部门的数据需求，为业务部门提供数据指导及业务建议；3.构建用户/商品等标签体系，能根据市场变化维护及优化数据标签指标；4.构建会员及产品生命周期，挖掘各个周期特征及转化规律，并结合标签特征挖掘精准营销客户，给运营及会员营销提供有效建议，并形成效果跟踪和优化迭代；6.与技术部门沟通，实现数据报表智能化。岗位要求：1.本科及以上学历；2.掌握SQL等相关数据提取工具，熟练使用spss/sas/python/R/excel等分析工具；3.能独立完成商业数据分析报告；4.具备良好的学习，沟通能力和团队精神；5.以下条件优先:有零售.互联网.B2C电商数据分析经验————————————————————————————————————————————西伍集团互联网公司——大数据，强大IT系统 高品味时尚服饰集商业逻辑设计，服装研发，平面设计和运营销售为一体集团分支已覆盖佛山，广州，深圳，北京，香港，英国超过3500多平方米时尚办公区，4000多平方米的标准化仓储中心现员工近600人。二、福利待遇1、公司提供富有竞争力的薪资标准、晋升发展空间、横向发展的空间。2、实行双休，上班时间9：00到17：30 7.5小时工作制3、依法购买五险一金，员工按制度享受每月中餐补助、交通补助、工龄工资、节假日津贴、全勤奖、年休假、婚假、产假等。4、年底享有年假，双薪奖金等福利津贴。5、公司每年将在年中组织员工旅游活动。职能类别：业务分析专员/助理数据库工程师/管理员关键字：数据分析零售互联网B2C电商SQLspsssaspythonR/excel举报分享,300
6000-10000/月,广州富金信息科技有限公司,证券研究员,"职位描述：1、量化选股、行业及其他投资策略的研究；2、通过现场推介、电话沟通、研讨会等方式，把研究成果推介到公司和客户，支持公司和客户产生经济效益;任职资格：1、全日制重点大学本科以上学历，金融学、经济学、统计学相关专业,硕士学位者优先；2、语言表达能力强，乐于与人沟通，形象气质较好；3、计算机应用能力要求：至少要精通一门编程语言,如VBA的EXCEL编程、PYTHON、VFP等；4、具备券商、投资公司、基金公司、私募基金投研、交易工作经验；具有证券从业资格证或基金从业资格证优先考虑。职能类别：证券分析师股票/期货操盘手举报分享",299
4000-8000/月,广州点博网络技术有限公司,运维工程师,职位描述：岗位职责：1.负责各业务系统管理和维护；2.负责升级，部署应用，并提出平台的维护和运行公告；3.负责配合开发搭建测试环境；4.负责业务相关故障排除处理，编制汇总故障和问题；5.负责开发运维相关工具；6.负责维护IDC，配置防火墙，交换机，F5等设备；任职条件：1.本科以上学历，计算机相关专业；2.熟练使用linux系统；3.熟练使用mysql数据库及参数优化；4.熟练使用python；5.熟练交换器，防火墙，路由器等设备设置职能类别：数据通信工程师举报分享,288
5000-8000/月,广东东田教育集团有限公司,技术支持工程师（运维方向）,职位描述：岗位职责：1、 跟进项目的实施进度，配合技术方案的设计和相关技术文档的撰写；2、 主要负责项目的具体实施部署及后续应用开发、售前售后技术维护、技术应用培训、审计管理等工作；3、 统计收集用户意见和反馈，及时处理用户的问题，跟踪问题的处理结果；4、 与客户简历良好的联系，提高客户的满意度和服务质量；任职要求：1、 通信、电子工程、自动化、计算机及相关专业本科以上学历，优秀本科应届生也可考虑；2、 1年或以上的一线运维工作经历；3、 沟通表达能力好，服务意识，应变能力强，能处理好客户问题；4、 熟悉Linux（Centos系统）的安装，网络及常用服务设备、系统的配置、管理和日常维护；5、 熟悉自动化运维工具puppet、ansible、saltstack等任意一种；6、 熟悉编写bash脚本，熟悉python语言优先；7、 熟悉掌握git版本控制工具的使用。职能类别：售前/售后技术支持工程师售前/售后技术支持主管关键字：售前售后支持运维支持举报分享,290
20000-24999/月,广州梵盛管理咨询有限公司,数据管理岗,职位描述：主要职责：●全面负责生产数据中心的规划、建设实施；●开发与测试数据中心规划、建设与实施；●根据业务、监管要求与行业标准，形成有效的管理模式，建立数据中心运维管理制度，及专门数据中心人员管理考核机制；●组织建设数据中心管理及运维团队，根据相关制度流程，并监督和审核日常数据库、网络、存储、主机系统、机房环境等运维工作；●负责跟进/接待监管部门与上级公司检查与审计工作；●负责对重大信息建设项目进行评审，在数据中心方面提出专业的技术意见。任职要求：●硕士研究生以上学历，计算机及相关专业；●8年以上数据中心管理经验，需具有建设并管理至少一个中型数据中心（面积500㎡以上）的经验；●具有项目管理知识、网络管理CCNP水平以上、熟悉AIX/LINUX/WINDOWS、存储架构、自动化运维、ITIL知识、机房设计（布线、弱电、空调、UPS、机柜摆放等）、虚拟化与云（VMWARE/OPENSTACK/HYPER V），熟悉开源运维工具使用（nagios/zabbix等）、熟悉python/php/perl等脚本开发语言优先。职能类别：数据库工程师/管理员关键字：数据管理数据中心自动化运维机房设计开源运维周末双休带薪年假举报分享,296
15000-30000/月,美甲帮,高级运维工程师,职位描述：工作职责：1、支持业务上线、架构设计部署，业务系统运维2、负责大型故障处理，分析定位原因并解决3、分析系统瓶颈，容量评估，完成扩容、架构改造等工程4、参与架构优化、容灾优化、性能优化等项目5、负责生产环境自动化工具编写，提高运维效率和质量岗位要求：1、本科或以上学历，深入了解Linux系统以及优化，具备Linux下编程经验，熟练使用grep/awk/sed等系统工具，擅长(shell/perl/python)脚本语言编程，实现自动化运维2、熟悉Docker/微服务3、熟悉主流开源软件(Nginx/Apache/Php-fpm/Memecahe/Redis/MySQL等)的配置及调优4、了解运维高容量、大流量、大并发Web系统的业务知识以及解决方案；有大、中型网站维护实战经验者优先5、熟悉php语言优先6、对技术文档编写规范有一定了解，能阅读英文技术文档7、良好的沟通和语言表达能力，逻辑清晰，学习能力强，有自我激励能力，乐于承担工作压力，责任心强职能类别：互联网软件开发工程师举报分享,298
