salary,company,jobcont,jobname
6000-10000/月,广州五维信息科技有限公司,职位描述：1． 计算机及其相关专业大专以上学历；2． 至少3年以上相关工作及开发经验；3． 熟悉Javascript、JQuery、JSON等，以及前后台Web交互技术；4． 熟通ASP(C#、MVC)、PHP或者Ruby on Rails其中一种后台语言的Web开发;5． 熟通某一种关系型数据库；6． 有较强的编程能力，有兴趣去学并迅速掌握新技术，能适应快节奏的工作环境;7.   良好的沟通能力和团队精神，工作严谨，有责任心;职能类别：Web前端开发网站架构设计师关键字：PC前端WEB开发举报分享,web开发高级软件工程师
,广州天傲互联网科技有限公司,职位描述：公司福利与优厚待遇：1．工作环境：珠江新城高德置地广场写字楼，舒适的开放式办公环境，地铁上盖，交通便利。2．上班时间：5天工作制，周末双休。上午09：00-13：00，下午14：15-18：15上班，中午休息1个小时15分钟。3．福利制度：养老保险、医疗保险、工伤保险、失业保险、生育保险及住房公积金。4．假期安排：法定节假日及带薪年假、婚假、产假、带薪病假、慰唁假等假期。农历新年放假8-10天。5．其他福利：不定期组织员工小组聚餐和活动。6．晋升机会：内部转职（横向发展）、纵向提升，为员工提供广阔职业发展平台和晋升空间。公司简介：英国旅行用品品牌 “高旅”Go Travel ，近年致力发展旅游网站，务求将优质旅游文化带入内地市场。外资企业的管理背景，给予各团队充分自由度和发挥机会，业务稳定并迅速发展。职业发展：随着手机无线互联网的的普及，公司销售业务正不断扩大，集团更积极发展互联网各方业务，这里是一支富有经验和创新精神的70-80后年轻团队，充满理想和未来，立即加入我们，发挥你的能力，走向美好前程。工作职责1.	融入并带领现有团队，跟进现有开发项目，并提出改进意见；2.	带领新的团队开发新的项目；3.	提供全部需要的解决方案和技术；4.	解决项目中的关键问题和技术难题，参与核心代码的编写；5.	系统部署、测试，系统级调试，代码脚本问题定位分析。任职要求：以下要求均须在至少一个成功完成的商业项目中使用过，并且您在相关项目或领域中担当关键角色，提供完整的解决方案和技术。1.	基本要求：a)	中英文均需要流利；b)	精通PHP、JavaScript、CSS3、HTML5；c)	精通自动化脚本及开发环境配置；d)	熟练使用至少一个PHP框架；e)	重视文档工作，并贯彻至研发工作中的每个环节；f)	精通 Extreme Programming 理念，熟练使用所有相关的单元测试框架及工具；g)	具备丰富的移动互联网开发经验，对新技术具备前瞻性，将新技术分享并应用到现有产品开发中；2.	团队、项目管理、开发工具：a)	熟悉项目生命流程管理，从策划到测试，上线，运维；b)	熟练使用SVN，和在Windows及Linux服务器上配置SVN服务器；c)	精通 Continuous Integration 理念，熟悉最少一种CI系统；d)	熟悉最少一种缺陷跟踪系统；3.	 数据库知识：a)	扎实的数据库知识b)	精通MySQL，熟悉MySQL的性能特点；c)	了解数据挖掘，所设计的数据库表便于做数据挖掘；d)	掌握大数据处理知识，并且能提供便利的操作方案；e)	对数据维护，管理，优化，备份有完整的方案；4.	Web前端知识：a)	能很好地规划前端页面；b)	熟练使用 jQuery及Bootstrap；c)	熟悉桌面、平板、手机端页面开发；5.	有Web Service的开发经验，包括服务端和客户端；6.	SEO、网络安全等相关知识。除满足以上要求外，同时满足以下一项或多项的人员优先考虑：1.	熟悉国内流行社交及通信平台（如微信、QQ、新浪微博等）的应用开发；2.	熟悉国外流行社交及通信平台（如Facebook、Twitter等）的应用开发；3.	熟悉国内流行的支付接口（如银联、支付宝、财付通等）；4.	熟悉国外流行的支付接口（如Paypal、Google Wallet等）；5.	熟悉OAuth、JSON-RPC等服务的设计及使用；6.	熟悉ECMall/ECShop/ECStore的二次开发；7.	熟悉Discuz X的二次开发；8.	熟悉ERP系统研发工作；9.	熟悉API项目开发；10.	熟悉ASP.Net；11.	熟悉以下最少一种：a)	nw.js；b)	Apache Cordova；c)	Intel XDK。12.	会说广东话。职能类别：网站架构设计师关键字：系统架构设计师数据库工程师/管理员周末双休带薪年假立即上岗举报分享,网络架构工程师
10-15万/年,佛山金生态数据技术股份有限公司,职位描述：职位描述：1. 负责项目的架构设计、原型设计，完成概要设计文档、系统架构设计文档、重要技术解决方案；2、搭建产品和系统的开发框架；3. 主导/参与技术难题攻关、解决开发、运行过程中出现的各种技术难点；4、指导开发人员根据理解设计文档，并对开发人员进行代码检查，确保其成果符合系统设计思路；5. 负责评审开发人员的设计结果，为开发人员提供软件开发、应用、架构及设计方法的培训。岗位要求：1. 计算机相关专业本科及以上学历；2. 具有互联网领域相关项目3年及以上架构设计工作经验、对互联网业务以及技术有深刻的理解、良好的架构设计表达沟通能力和技术指导能力；3、精通JAVA/J2EE架构，掌握Jsp、Servlet、EJB、Struts，或者LAMP（LINUX，APACHE，MYSQL，PHP/PYTHON）等基础编程，有良好的系统规划设计能力；4、精通LINUX，熟悉常用应用服务器如RESIN、WebLogic、JBoss的安装、部署，熟悉常用数据库系统如Oracle、DB2、Sybase、MYSQL等；5、精通软件开发流程、设计模式、体系结构。职能类别：系统架构设计师网站架构设计师举报分享,Web平台系统架构师
25000-29999/月,天津慧嘉元天广告传媒有限公司,"职位描述：岗位职责：1、负责核心业务设计与指导开发工作；2、根据产品、运营和推广需求，进行客户端server或者web端server的开发；3、开发者和运营平台的开发维护；4、产品架构高可用性、高可扩展性方向的优化调整；5、对现有系统的不足进行分析，找到目前系统的瓶颈，改进系统算法，提高系统性能。职位要求：1、五年以上PHP开发经验，2年以上架构设计经验；2、熟悉PHP语言的开发工作，熟练掌握LAMP开发，熟悉PHP主流框架,熟悉ecshop 或 ecmall产品体系及二次开发，至少具备一个电子商务站点开发的项目经验；3、Web或客户端sever的应用系统开发经验；4、熟悉MySQL数据库设计及优化，熟悉Redis等数据缓存的应用及优化；5、具有高并发web　server设计开发经验优先，熟悉Linux/Unix，具有系统分析能力；6、具有良好的学习能力、时间和流程意识、沟通能力、团队合作、坦诚直接；7、有较好的沟通交流能力，能够迅速融入团队。""职能类别：网站架构设计师互联网软件开发工程师关键字：PHP架构设计系统开发serverMySQL数据库linux电商举报分享",PHP架构师
6000-8000/月,广州尝先科技有限公司,职位描述：岗位职责：1、负责网站后台架构、优化；2、负责网站后台开发，包括数据库设计、实现、存储过程的编写、以及数据库的日常维护等；3、按照项目计划，完成开发任务任职要求：1、计算机及相关专业毕业；2、两年及以上相关工作经验，有一定的团队经验；3、熟悉MySQL数据库、Pyhton语言；4、有良好的编码习惯，学习能力强，善于沟通职能类别：网络工程师网站架构设计师关键字：PythonPython程序员后台开发后台维护举报分享,后台工程师
3000-4000/月,广州京雍府电子商务有限公司,职位描述：岗位职责：1、负责配合美工进行网页的DIV+CSS编码开发；2、负责网页前端的局部FLASH动画设计制作，网页HTML设计。岗位条件：1、精通div+css排版、HTML、JAVASCRIPT等，熟悉W3C标准，可手工编写或维护网页编码；2、精通Dreamweaver，Flash等图形软件，熟悉Photoshop，配合美工进行前端网页的制作。3、有品牌平台网站网页前端开发设计师成功案例、有淘宝、天猫、京东、唯品会网站网页前端实战经验优秀者，懂PHP者优先。职能类别：Web前端开发网站架构设计师举报分享,网页前端工程师
25000-29999/月,广州市莱誉企业管理顾问有限公司,职位描述：岗位职责：基于原生的JS自行封装前端框架；解决开发过程中遇到的技术难题；设计和优化前端整体架构；核心代码编写。任职资格：5年以上研发经验，其中3年专职前端开发经验；精通Html/Xhtml、Html5、DIV+CSS、JavaScript等前端页面技术，能独立完成CSS建模，有原生js开发经验；熟悉Ajax技术原理，有开发跨浏览器Ajax的应用经验；至少精通一种或多种常见JavaScript框架（如：jQuery/Mootools/DWR/JSON/EXTJS/YUI等），具备优秀的前端架框设计与优化能力；深刻理解Web标准和W3C相关互联网技术规范，能熟练编写符合W3C标准的高效率代码；对前端内存泄露机制有深刻的理解。职能类别：Web前端开发系统架构设计师关键字：奖金丰厚年终双薪带薪年假举报分享,资深前端开发
15000-19999/月,鸿达兴业集团有限公司,职位描述：【岗位职责】1、进行技术调研、选型、分析等，负责制定项目的技术架构；2、负责基于java架构的系统技术框架设计、核心代码开发，对软件开发团队的技术指导，解决开发过程中的技术难点，带领研发团队完成产品研发；3、对现有成熟java开发框架进行技术改进，解决其共性问题，并能针对公司平台项目的个性化需求给出对应解决方案，提高开发效率；4、配合项目经理进行技术决策及技术风险评估；5、负责相关技术文档的编写；6、领导安排的其他相关工作。【任职要求】1、 7年以上软件行业工作经验，具有独立承担超过3年以上的软件项目系统分析和架构设计经验，有互联网金融、电子商务平台成功的案例、大型系统软件架构设计经验优先；2、 精通J2EE架构技术，精通B/S系统开发，精通面向对象分析和设计技术，深入理解Struts、 Hibernate、MyBatis、Spring、Ajax、Webservice、JBPM、JMS、JMX、AOP、Junit等框架和技 术的设计思想和实现方式，熟悉OOA、OOD、UML，能熟练使用Viso、Rose、ERWin等工具 进行软件和数据库建模，良好的模型抽象能力、沟通能力和技术文档撰写能力；3、 熟悉ajax等前端展现技术，精通主流JS框架至少一种jquery/dojo/extjs等（可选）；4、 熟练掌握Oracle、SQL Server、Mysql等一种或多种数据库的分析和设计，熟练掌握SQL语句；5、 熟练掌握WEBLOGIC， WEBSPHERE ，Tomcat等应用中间件的安装、部署、配置，熟悉Nginx的使用与配置；6、 熟悉Linux负载均衡及高可用集群、存储、服务器调优、网络安全、数据库高可用设计及性能评估机，；7、 热爱技术研发工作，勇于创新，善于钻研和克服技术难点。职能类别：系统架构设计师举报分享,JAVA系统架构师
15000-19999/月,佳都新太科技股份有限公司,"职位描述：岗位职责：1、负责部门经理下达的项目运作、跟踪与落实；2、负责对相关产品的调查研究；3、提出建议、制定、代表公司及部门与相关方协商确定设计方案或计划目标；4、将新技术应用在问题解决方案之中；5、控制并确保必要的研发步骤；6、制定及准备相关认可工作所必须的技术文件资料；7、在制造、检验与/或调试模具设备时提供支持；8、对生产提供支持；9、负责样件制作；10、负责制定进度计划并进行跟踪；11、负责项目各阶段工作的推进和问题的处理；12、负责项目施工各环节达到公司规划技术要求。1、3年以上工作经验，具有一定的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题,责任心强；能带领团队快速响应，达成预定目标；2、 专注技术领域的研发；JAVA功底扎实，精通io、多线程等基础设施，精通分布式、缓存、消息等机制；3、对互联网新技术敏感，关注ElasticSearch/Akka/Spark/Hadoop 等技术前沿公司的开源项目，喜欢阅读源码，能独立思考，并结合业务场景选择合适的技术，提供合适的解决方案。4、 熟悉设计模式的使用，有大型分布式、高并发、高负载、高可用性系统设计经验；5、 对于大数据，高并发，系统监控等有实际项目经验，能够线上问题定位及解决问题。职能类别：系统架构设计师举报分享",JAVA架构师
3500-6000/月,广州力洋网络科技有限公司,职位描述：岗位职责：1、企业网站开发、购物商城网站开发；由公司设计师设计好网页的图片PSD格式，交付给程序员，切图，一般采用Ecshop商城系统，制作购物网站。岗位要求：1、熟练使用PHP+MYSQL；2、熟练使用DIV+CSS 布局页面。3、具备良好的沟通合作技巧，较强的责任心及团队合作精神。职能类别：网站架构设计师网页设计/制作/美工关键字：php网站建设网站开发网站制作php程序员举报分享,php网站建设 程序员
3000-5500/月,广州力洋网络科技有限公司,职位描述：岗位职责：1、ASP企业网站开发；由公司设计师设计好网页的图片PSD格式，交付给程序员，切图，一般采用我们公司已经开发好的ASP系统制作网站。岗位要求：1、熟练使用ASP+ACCESS；2、熟练使用DIV+CSS 布局页面。3、具备良好的沟通合作技巧，较强的责任心及团队合作精神。职能类别：网站架构设计师网页设计/制作/美工关键字：asp网站建设网站开发网站制作asp程序员举报分享,asp程序员 网站建设
15-20万/年,奥飞娱乐股份有限公司,"职位描述：岗位职责:1.负责公司用户系统WEB平台以及接口的开发2.负责公司内部WEB系统后台的维护与开发3.需要与第三方开发公司沟通，协调其他项目WEB开发部分的进度控制任职资格:1.计算机或相关专业，大学本科以上学历，拥有扎实的计算机编程能力,有至少2年的PHP开发经验2.熟悉Ajax、Javascript及Jquery、Html、CSS、XML等技术3.精通WEB2.0相关技术,精通PHP+MySQL独立开发网站,熟练掌握网站前端及后台的设计及开发4.良好的团队合作，沟通能力职能类别：网站架构设计师关键字：五险一金员工旅游企业文化好老板nice举报分享",网站开发高级主管工程师
300000-400000/年,广东粤科众包网络科技有限公司,"职位描述：岗位职责1.	负责移动端、网站、平台系统架构工作；对于现有架构优化不断改进提出建议；2.	负责对整个技术团队（前端、后端、运维、测试、安全）进行工作规划、管理；3.	负责组织并指导研发人员在整体架构下开展产品设计、系统研发、上线前的测试工作，协调项目开发或实施的各个环节，把握项目的整体进度；4.	负责指导技术团队对公司现有产品进行优化研究,并进行团队建设及人才培养；5.	负责整个研发过程的技术和过程把控，包括进度安排和控制、风险管理和控制、质量管理、配置管理、产品测试等；6.	与产品、业务部门同事密切沟通，根据市场的需求对现有平台进行全方位功能优化，对公司未来技术方向提出重要建议；岗位要求1.	本科及以上学历，计算机或相关专业，8年以上工作经验，有知名互联网平台系统经验者优先；2.	具备信息系统规划、技术架构设计经验，有丰富的项目管理经验、产品研发经验，有高度的责任感，良好的沟通合作技巧、较强的责任心、团队合作精神；3.	精通互联网服务架构体系、系统分析、软件实现、性能优化、安全设计和数据管理，精通服务端的整体构建及交互流程；4.	对威客、众包领域有相关了解，拥有类似产品开发经验或其他大型互联网网站工作经验优先；5.	精通PHP编程，有MVC或类似框架的实际项目经验，有一定移动端（Android&iOS）编程经验、Java/J2EE 编程经验；6.	精通SQL数据库的使用，并具备数据库规划、设计的能力；7.	精通架构设计理论、实践和工具，掌握多种参考构架、主要的可重用构架机制和模式，精通流行的技术框架或者工具；8.	熟悉HTML/Div+CSS/JavaScript/Ajax/JQuery等相关语言和技术。9.	熟悉Linux/Unix操作系统，熟悉网络编程，有能力对公司网站运维的总体规划、性能、稳定性和安全性负责。职能类别：系统架构设计师举报分享",技术经理
3300-13200/月,广州华濠数码科技有限公司,职位描述：工作内容:本公司是一家专业从事计算机系统安全集成的高科技企业，客户群主要是金融、电信、移动、政府、大型企业。为了适应公司发展的需要，现招聘系统工程师/系统架构设计师。该职位的技术方向是网络安全和系统架构安全技术、虚拟化技术，主要涉及当前该领域主流厂商Citrix的产品和技术。公司提供考取Citrix中、高级技术认证资质的平台，欢迎愿意在这一方向上发展的人才加盟我公司，共同成长、共同发展。基本要求：本科以上学历，一年以上IT企业工作经验。岗位职责：1、熟悉负载均衡类产品2、了解存储类型、接触过中高端存储产品3、具备网络及网络安全知识4、熟悉windows服务器操作、熟悉windows AD域操作5、熟悉虚拟化产品（微软Hyper-V、VMware或Citrix），有工作经验者优先。资质要求：1、通信、自动化、计算机相关专业本科以上毕业；2、熟练掌握网络基础知识、网络安全基础知识，具有实际操作经验。有相关技术认证者优先；3、良好的逻辑思维和文档编写能力，优秀的英语阅读能力；3、强烈的新知识学习意愿和快速学习能力；其他要求：1、 良好的沟通协调能力2、 良好的逻辑思维能力3、 熟练的Office文档编写能力4、 有微软Hyper-V、VMware或Citrix产品的部署和维护工作经验或相关证书的优先。待人热情诚恳，有团队合作精神，有较强的表达及沟通协调能力。待遇：面议。 其他福利：1、每年一次体检；2、每年公司旅游；3、按国家规定购买保险。如有适合者，将电话通知统一时间面试，请勿直接上门。期待华濠公司的平台能为您提供施展才华的舞台！职能类别：硬件工程师关键字：周末双休带薪年假年终双薪出差补贴话补节日福利举报分享,虚拟化工程师/citrix工程师/负载均衡工程师
10000-14999/月,广东源恒软件科技有限公司,职位描述：工作职责1、负责大数据平台架构的规划、设计工作，参与部分开发，指导工程师完成平台建设；2、负责了解客户需求，对需求进行需求分析；3、负责公司大数据平台的规划及整体架构的设计；4、大数据平台解决方案的定制，为客户提供技术方案、业务方案等各类解决方案；5、负责大数据技术相关流程、规范和团队建设；6、参与大数据方面的售前工作。任职资格1、本科以上学历，3年以上数据仓库从业经验；2、精通大数据相关的设计原理和基本架构理念、对业界技术的发展很深的理解；3、2年以上Hadoop、Hive、HBase、Spark、Pig、Sqoop、MapReduce、Kafka大数据架构设计、DBA、数据管理相关工作经验，熟悉Hadoop集群的设计原理和调优策略；4、熟悉数据仓库各类建模理论，以及数据仓库数据层级关系，精通数据模型设计，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验；5. 熟悉数据ETL原理，熟练应用Datastage、Informatica或开源kettle工具；6、熟悉OLAP设计以及分类、聚类、关联分析、协同过滤等数据挖掘算法，具有完整的BI/DW项目实施经历；7、熟悉Linux操作系统和开发环境；8、熟练掌握C/C++，Java语言；9、熟悉主流数据库Oracle、DB2、SQL Server、mysql等数据库中一种，熟练运用SQL、PL-SQL程序语言、存储过程、触发器；并有较好的SQL性能调优经验；10、具备较强的团队协作精神，工作责任心强，良好的沟通、理解能力。工作时间：五天工作制，每日八小时。基本福利政策：1、社保、公积金2、逢重要节日发放节日礼金或礼品3、每年不定期组织员工活动和旅游4、带薪假期（年休假、婚假、产假、丧假）5、部门活动经费6、在司期间结婚、生子，享受丰厚的礼金职能类别：系统架构设计师举报分享,大数据平台架构师
10000-18000/月,博彦科技广州有限公司,职位描述：1、 熟悉.NET Framework 框架，C#和B/S架构，熟练掌握VS开发工具，熟悉Oracle、SQL2005数据库开发；2、 5年以上.Net项目开发经验；3、 有良好的沟通、表达、分析能力；有良好的技术文档习惯，有规范化标准化的代码编写习惯与代码审查能力；4、 2年以上架构经验，能熟练运用设计模式解决深层次业务逻辑。5、 有工作流架构经验或电信移动行业工作经验优先。职能类别：系统架构设计师举报分享,.Net项目架构师
80-100万/年,广州市三条鱼网络科技有限公司,职位描述：双休（5天6.5小时工作制）岗位职责：1、全面负责公司电子商务网站技术平台的技术架构和实施；2、参与及协助总经理和产品部门进行产品规划，负责技术可行性分析；3、负责制定公司电子商务平台技术层面的发展规划和工作方案；4、组建公司技术团队，不断完善公司电子商务平台，产品开发，以及日常维护、升级管理等；5、保证公司平台和技术型产品的安全性，制定技术部门保密方案和计划；6、带领团队不断提高技术技能和开发效率，从技术层面持续提高用户体验；7、建立规范、高效的技术部门管理体系并优化完善，监督指导技术部门工作人员的整体工作情况；8、领导安排的其它临时性工作；任职要求：专业技能要求：1、大学本科以上学历，5年以上互联网或电子商务企业技术开发及管理经验，3年以上大中型互联网电子商务网站首席技术官或技术总监管理经验，有知名互联网或电子商务企业工作经历优先；2、精通电子商务B2C，O2O模式，熟悉TCP/IP，HTTP等协议；熟练互联网电子商务网站建设、应用程序开发；3、熟悉服务器集群、负载均衡方案，熟悉数据库的分布方法，架构并实现过百万PV级的系统平台；4、对互联网格局和电子商务模式有深刻理解，具有很强的业务理解和技术实现能力；5、能够把握电子商务技术最新发展趋势和业务发展动向，制定长期战略规划；6、熟练掌握计算机办公软件；心理品质与素质要求：1、工作认真负责，富于团队领导精神；2、具有创业性思维，愿意接受挑战，对创业型及成长性企业有浓厚兴趣；3、具有较好的组织计划、判断决策、独立解决突发问题的能力和较强的综合管理能力；职能类别：网站架构设计师产品总监举报分享,平台架构师
5000-20000/月,广州市三条鱼网络科技有限公司,职位描述：1、熟悉Openfire开源实时协助服务器的搭建和使用。2、熟悉TCP/IP、HTTP等协议，精通基于XMPP协议的网络编程。3、熟悉JAVA下网络访问机制。4、熟悉XML/JSON等数据包格式解析。5、熟悉MVC设计模式及服务器环境。6、熟悉MySQL/SQL Server/Oracle数据库系统开发。7、熟悉Windows/Linux开发环境，熟练配置维护Tomcat等服务。8、掌握shell脚本工具，有基于XMPP协议的高稳定性、高并发相关开发经验。职能类别：系统架构设计师举报分享,APP架构师
5000-20000/月,广州市三条鱼网络科技有限公司,职位描述：1、熟悉Openfire开源实时协助服务器的搭建和使用。2、熟悉TCP/IP、HTTP等协议，精通基于XMPP协议的网络编程。3、熟悉JAVA下网络访问机制。4、熟悉XML/JSON等数据包格式解析。5、熟悉MVC设计模式及服务器环境。6、熟悉MySQL/SQL Server/Oracle数据库系统开发。7、熟悉Windows/Linux开发环境，熟练配置维护Tomcat等服务。8、掌握shell脚本工具，有基于XMPP协议的高稳定性、高并发相关开发经验。职能类别：系统架构设计师举报分享,APP后台开发工程师（急）
15000-19999/月,广州市三条鱼网络科技有限公司,职位描述：1、	精通java；2、	精通通信协议，如XMPP协议；3、	擅长大数据处理，大数据并发时系统、数据交换、服务器等也能稳定正常运行；4、	可从大量数据中挖掘归纳出与行业业务相关的核心数据，进行高效建模处理、高并发用户数处理及预测分析；5、	熟练使用多种应用服务器的部署和调优；6、	负责我公司即席数据查询平台等核心产品架构设计与核心代码编写工作；7、	带领团队小组高效协同工作，制定科学的项目时间进度计划；8、	负责各终端（服务器端/PC侧/手机客户端）数据的归类、采集、标识、存储以及处理工作；9、	定期组织项目例会，完成阶段性工作总结和改进；10、	对已有业务系统进行优化和重构；11、	有实际的互联网服务的运营和维护经验。职能类别：高级软件工程师系统架构设计师关键字：系统架构师APP高级软件工程师大数据并发处理通信协议举报分享,系统架构师（APP方向）/高级软件师
15000-19999/月,广州悠绿游信息技术有限公司,职位描述：岗位职责：1.系统的需求获取、分析、规划及设计工作；2.负责移动广告平台的架构分析、设计及核心研发，带领开发团队完成开发工作；3.配合项目经理完成项目技术方面的支撑工作，包括技术方案的撰写及需求整理、业务流程的梳理、系统功能的规划。4.执行公司或上级交付的其它工作；岗位要求：1.五年以上PHP、Python或C++开发经验2.熟悉Web编程、网络编程（TCP/HTTP协议），具有linux下编程经验和操作经验3.具备扎实的计算机理论基础，有良好的数据结构和算法基础4.熟悉网络编程，具有linux下编程经验和操作经验5.熟悉Mysql数据库，能根据业务需求快速设计高效的数据库，数据库性能优化6.了解HTTP协议和HTML/JAVASCRIPT/CSS等页面技术7.熟悉常用数据结构和算法8.对客户端开发有一定了解9.具有RTB相关研发工作经验者优先10.良好的沟通能力、强烈的责任感以及精益求精的探索精神职能类别：系统架构设计师算法工程师关键字：后端开发技术PHPLinuxMySQLLEMP广告平台移动广告举报分享,广告平台技术经理
3000-4499/月,广州源酷信息科技有限公司,职位描述：岗位要求：1.精通HTML熟悉语义化HTML，了解SEO熟悉含有语义的HTML标签含有的原生样式2.精通CSS精通常用CSS属性，能快速给出常见前端特效的CSS解决方案熟悉浏览器渲染差异以及重要的CSS兼容问题3.具有一定php开发经验，熟悉php机制和基于框架的快速开发4.熟悉前端优化原则5.精通JavaScript精通原生JavaScript，理解JS执行机制理解JavaScript面向对象机制精通JavaScript浏览器编程，精通DOM编程，熟悉常用函数在W3C和IE中的实现差异，能脱离JS框架书写各种兼容代码熟悉正则表达式熟悉任何一种JavaScript框架（最好是jQuery），能使用框架快速开发，并书写基于框架的高性能代码职能类别：Web前端开发网站架构设计师关键字：网站开发PHP开发网页设计举报分享,网页制作/设计
10000-14999/月,广东蜂助手网络技术股份有限公司,"职位描述：【岗位职责】1、负责WEB/WAP网站和Web App开发；2、负责产品的HTML5页面架构设计和开发，根据产品需求，分析并给出最优的页面前端结构解决方案；3、根据产品需求和设计图完成网站前端页面制作，保证页面的浏览器兼容性；4、协助相关工程师完成功能镶嵌和调试；5、持续研究HTML5技术并加以应用与创新；【任职资格】1、计算机相关专业，3年以上工作经验；2、精通DIV+CSS和W3C标准，熟练运用XHTML,CSS，深刻理解手机平台上各主流浏览器之间的兼容性；3、熟悉JS/CSS3/ HTML5在各种手机分辨率、PAD平台上的兼容和性能优化；4、熟悉Javascript/Json/XML/HTML5等Web前端技术，熟练使用JQuery框架，能与后台开发人员一起编写Ajax互交程序；5、具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力、能承受一定的工作压力；6、有熟悉backbone、requirejs、AngularJS等开源库使用经验者优先；7、有HTML5游戏/应用开发经验者优先。待遇面议！福利：双休，每年至少13个月的薪资+年终奖，入职即签劳动合同、买五险一金，每月另有通讯补贴、电脑补贴，每周有各类体育活动、每月部门活动，享受国家规定的各类假期等。职能类别：Web前端开发网站架构设计师关键字：前端开发前端cssHTML5WEB周末双休带薪年假年终双薪全勤奖立即上岗举报分享",高级前端开发工程师
8000-15000/月,广州酷狗计算机科技有限公司,职位描述：岗位职责：1、负责公司产品的开发，遵照开发规范，按时保质的完成负责开发任务；2、参与代码编写，单元测试和bug修复工作；3、完成开发过程中的文档的书写；4、协助测试工程师定位、解决发现的问题；5、负责项目后期维护和开发。任职要求：1、具有两年以上大型网站PHP开发经验；2、对高并发，高负载的架构有一定了解，具有分布式架构的代码开发能力；3、能够承受一定的工作压力，在紧凑的计划安排下按时完成任务；4、有团队合作开发经验，熟练使用SVN等项目管理工具进行开发；5、具有创新意识，思维活跃，逻辑思维强，对自身技术提升有强烈的学习欲望；6、善于与人沟通，良好的团队合作精神和高度的责任感；7、熟悉应用linux服务器、nginx优先。职能类别：互联网软件开发工程师网站架构设计师举报分享,PHP开发工程师(网站开发方向)
7000-11000/月,深圳市鸿双科技有限公司,职位描述：工作要求：1、具备丰富的软件设计经验，曾作为核心人员参与大型信息系统的系统设计工作；2、熟悉面向对象技术架构，对当前主流的软件技术及网络技术及设计工具有较全面的掌握；3、有电力行业相关信息系统的咨询、设计、开发或实施经验，至少参与过1个投资百万以上的项目；4、有3年以上的软件开发经验、1年以上的项目管理或实施经验；5、具备良好的敬业精神与团队精神，能承受较强的工作压力。岗位职责：1、对主要客户进行系统建设的咨询服务，提供相关建设方案并进行现场技术支持；2、强力推进建设方案在系统开发建设环节的执行，做好项目协调的支持工作；3、进行项目的招投标、方案设计等全周期的咨询支持。职能类别：系统架构设计师系统分析员关键字：咨询设计gis电力软件售前可行性研究概算预算举报分享,高级电力信息系统咨询师
10000-20000/月,广州酷狗计算机科技有限公司,职位描述：岗位职责：1、根据业务需求，基于iOS平台进行公共框架设计与开发；2、负责项目框架搭建、关键技术选型、技术难题攻关等工作；3、负责App的性能优化，打造高性能。任职要求：1、本科及以上学历，计算机或相关专业；三年以上iOS开发经验；2、精通Objective-C、Mac OS X、X code；3、精通常用软件架构模式，熟悉各种算法与数据结构，多线程，网络编程（Socket、http/web service）等。职能类别：手机应用开发工程师网站架构设计师举报分享,iOS架构师
15000-30000/月,广州酷狗计算机科技有限公司,职位描述：岗位职责：1、参与云存储系统的设计：分布式文件系统，云存储接口；2、负责底层文件存储的相关架构的设计；3、跟踪分布式文件系统、云存储的***，去掌握新技术和创新。任职要求：1、能够优化和设计大数据量小文件存储、低成本的云计算、云存储平台 ；2、能够优化与设计出优质的数据库存储表；3、能够快速的帮助工程师定位问题和提出解决问题；4、指导云计算/云存储的相关专利文档的撰写；5、具有开放的心态，愿意接受新技术和新知识的能力；6、责任心强，具有良好的沟通能力和团队合作精神。优先条件：1、有5年以上云相关工作经验者优先；2、具有3年以上的linux平台分布式系统设计/开发/维护经验优先；3、具有大规模存储系统或存储应用系统设计/开发/维护经验者优先；4、fastdfs，tfs 调优经验优先。职能类别：系统架构设计师举报分享,云存储架构师
15000-30000/月,广州酷狗计算机科技有限公司,职位描述：岗位职责：1、交付系统架构方案；2、负责系统性能与可扩展性的长期监控与升级优化；3、负责团队的现有技术积累与新技术储备；4、负责关键模块的编码工作；5、协助系统分析员的方案设计工作；6、协助一线团队的疑难问题攻关。任职要求：1、有互联网后端开发和架构经验；2、熟悉多钟互联网后端开发语言和开发框架；3、对网络组件精通；熟悉Linux系统内核为佳；4、熟悉SQL与NoSQL的基础原理；5、对高性能、高可用、可扩展的互联网后端架构有研究；6、对容灾有经验和意识，有跨机房容灾经验为佳；7、有互联网后端SOA经验为佳。职能类别：网站架构设计师举报分享,平台架构师
