salary,company,jobcont,jobname
4500-5999/月,广州佰锐网络科技有限公司,"岗位职责1、负责AnyChat集群平台运维方案的制定和实施；2、负责服务器、存储和网络方面的技术文档手册的编写；根据业务需求，对资源进行合理规划和管理；任职要求1、大专以上学历，2年以上运维工作经验；2、熟悉服务器配置，熟悉服务监控平台架构及参数；3、熟悉windows,linux平台的管理和优化,擅长shell等脚本语言，可以实现自动化运维；4、熟悉nginx、lvs、haproxy、redis、tomcat的配置及调优；5、熟悉服务器和存储系统的选型、搭建、配置、监控、性能优化和维护；6、熟悉路由器、交换机、负载均衡等网络设备，具有网络维护和排障能力；7、具有防火墙、入侵防御等网络安全系统的应用经验。工作时间及福利：1、每周5天工作制（双休），上班时间：上午9:00-12:00，下午13:30-18:00；2、设有年终奖、效益奖、五险一金、带薪假（婚假、产假、病假、年假等）+ 各类法定节假日，其中关于年假：服务满一年给予5天带薪年假，服务期限每增加一年，年假递增1天，最长可享有15天带薪年假；3、月集体活动、部门活动、电影票、生日福利、节日福利、年度旅游、不定期体检、不定期聚餐等；4、公司提供优美办公坏境，提供优质资源；5、这里不仅仅是提供一份单纯的工作，在这里能接触各路大神和海归，能邂逅各种美女和男神。培训及发展：1、公司提倡“以老扶新，团队作战”合作方式；2、公司提供完善的岗前、岗中以及专业知识培训；3、完善透明的职业晋升通道，只要你有能力有本事，公司不拘一格用人才！联系人:钟小姐020-85276986",运维工程师（初级）
15000-25000/月,环球互易集团（广东互易科技有限公...,"职责描述：1、作为项目技术负责人，参与项目的架构设计，架构原型实现及核心模块的开发工作；2、作为资深技术人员，主导系统架构设计、优化，以及核心代码编写、接口规范制等工作；3、持续关于优化服务端性能及用户体验优化；4、负责团队建设及下属技术指导。任职要求：1、本科及以上学历，计算机相关专业，对于能力特别优异者，可忽略此条件；2、精通 PHP 语言，3年以上 LNMP 开发经验，具有高并发网站架构或开发工作经验；3、熟练掌握 MySQL，掌握各种调优技巧，熟悉主流 NoSQL 数据库；4、对代码和设计质量有严格要求，重视 Code Review，良好的编码习惯和严格的编码规范；5、熟悉Linux/Unix基本操作，熟悉Nginx,MySQL、PHP等软件的编译安装和最优化配置；6、具有良好的团队配合意识及表达沟通能力，具有良好的自我驱动能力，能够不断提升技术能力，并愿意与团队成员一起成长进步。",PHP技术经理
5000-7000/月,Game Hollywood--游莱科技,"岗位职责：1、负责游戏服务器环境搭建以及日常维护管理，并保障运行环境的稳定性；2、负责游戏服务器网络安全配置,按要求做好安全防范措施和检查；3、负责游戏服务器的日常版本发布、更新及运行监控，并记录日志；4、负责游戏服务器突发性故障的快速响应和处理，解决服务器和网络故障；5、配合策划以及研发人员，解决相关游戏问题6、负责游戏相关数据备份及数据查询；7、编写项目相关运维文档及工作日志；===========================================================================任职要求：1、计算机相关专业毕业2年以上、游戏运维从业1年以上者；2、认真负责、细心谨慎,能承受一定的工作压力。有强烈的责任心及服务意识，并拥有良好的沟通能力和团队合作精神；3、熟悉RedHat/Centos/ubuntu等常用 linux操作系统，熟悉以太网技术，有较强的排除故障能力。有RHCE认证优先。4、熟悉至少一种防火墙的配置，比如iptables5、熟悉MySql，MongoDB，能根据运营需求协助DBA执行数据查询；6、熟悉Nginx,tomcat等web应用服务器。7、熟悉Bash Shell / Python / Perl其中一种，并能根据业务需要编写自动化处理脚本。8、熟悉office等常用办公软件的使用，有一定的总结及文档编写能力；9、具有独立维护100台以上linux服务器的能力。",系统运维工程师
10000-14999/月,广州瓷妆化妆品有限公司,职位描述：工作职责：1、参与内部管理软件系统分析、设计、实施工作；2、负责JAVA后台功能开发；3、负责应用程序相关技术文档编写；4、系统日常维护，修改工作。任职要求：1、大专或以上学历，有5年以上相关java项目的开发经验；2、精通Jsp/Servlet/Web Service/JavaScript/CSS等开发技术；3、熟悉SQLserver数据库，能够熟练的使用多种数据库的操作；4、熟悉Spring mvc /Spring /Ibatis等开源框架；5、能够熟练使用，配置，部署Nginx，Tomcat等主流应用程序服务器。,高级java开发工程师
10000-14999/月,广州乐为数码科技有限公司,工作职责：1、负责游戏数据后台功能开发；2、负责各类运营接口开发；3、负责对所属功能进行测试及联调。岗位要求：1、3年以上php开发经验，有过游戏后台或运维开发经验；2、熟悉PHP相关技术和主流框架，Smarty模板等，熟悉Linux系统；3、熟悉HTML，Javascript、XML、Ajax、Jquery等Web2.0技术；4、熟悉MySQL数据库，能编写高效的SQL语句；5、熟悉Apache、Nginx等Web服务器的配置及优化。,高级php开发工程师
7000-20000/月,广州杰冠信息技术有限公司,岗位职责1.统筹环境相关技术工作。2.制定基础环境的技术规范并推动规范在研发侧的执行。3.负责环境团队的技术支持与指导，提升团队的整体技术能力。4.协调环境团队与技术部其他各组同事的沟通，解决问题。任职要求：1.熟悉linux基本操作，能够熟练的在Linux上安装部署应用软件，主机性能分析评估、应用在系统层性能分析，应用及系统故障排查。2.熟悉网络交换机、防火墙、负载均衡的基本应用，能够熟练梳理业务访问关系，熟悉七层协议，熟练应用http、ftp、dns、snmp等应用层协议。3.熟悉主机、网络基础安全配置，熟悉主机常用安全策略设置，网络端口常用安全策略设置，对网络安全、应用安全有基础的处理能力，漏洞修复能力。4.了解分布式应用架构，对mq、redis、zookeeper、netty等分布式架构组件有一定了解。5.熟悉系统监控、Python、shell脚本编写，熟悉自动化运维工作推进流程。,应用运维架构师（高级、中级和初级）
4500-5999/月,真功夫餐饮管理有限公司,"工作职责：1. 负责服务器的安装、调试、维护；2. 负责监控各服务器的运行状况，能及时处理各服务器故障，保障应用的正常运营；3. 可编写脚本程序以完成日常工作；4. 对公司原业务持续优化保障；任职资格：1. 全日制专科以上学历，计算机专业或2~3年 linux 工作经验；2. 对 Linux 有很浓厚的兴趣，有钻研精神；抗压能力强、自我管理能力强，沟通良好，有良好的理解能力和学习能力；3. 熟悉常见操作系统 CentosRedhat Linux 系统;4. 熟悉各服务配置管理，如：httpd, nginx, tomcat, iptables, mysql, memcached, ftp, php, rabbitmq 等；5. 熟悉负载均衡、双机热备；6. 具备 shell 或 python 语言的开发能力；7. 对服务器硬件知识有一定的了解，对系统性能优化有一定认识；8. 熟悉 KVM 和 Docker 技术者优先；",系统管理员
6000-7999/月,广州市卡客网络科技有限公司,工作内容：1、负责公司Java项目的开发；2、完成项目经理分配的工作；3、维护公司项目的运营和调试。任职要求：1. 计算机或相关专业大专及以上学历，2年及以上基于Java/J2EE开发工作经验；2. 具备优秀的面向对象分析、设计和编程能力；3. 掌握J2EE相关技术及常用框架（Spring、Spring mvc、Hibernate/Mybatis）；4. 具有Web开发经验，掌握HTML（DIV+CSS）、Html5、JavaScript/AJAX、 Jquery等技术；5. 熟练使用Mysql数据库，熟练编写Sql语句，熟悉Mysql的优化；6. 熟悉Linux命令、tomcat应用部署、nginx配置；7. 具有良好的团队协作和沟通能力，有高度的责任心。8. 熟悉php开发更佳。9. 了解在线代理实现方式技术者优先。,java软件工程师
3000-4499/月,广州皇图网络技术有限公司,1、大专或以上学历，计算机相关专业，有相关java项目的开发经验。,Java 实习工程师
4000-12000/月,广州市快易点智能科技有限公司,岗位职责:1、能参与系统架构设计、核心代码编写；2、系统性能调优；3、能独立处理和解决所负责的任务；任职要求：1.精通PHP，熟悉Linux/Unix/windows server操作，熟悉Nginx，Apache， 熟悉MVC等设计模式；2.至少精通或者熟悉一种常用的PHP开发框架，精通ThinkPHP、CI、YII其中一种或全部框架；3.熟悉MYSQL数据库开发，配置、维护、性能优化 ，有大数据处理及优化经验；4.有电子商务行业开发经验，框架编程项目经验和大型网站开发经验,PHP软件工程师
