salary,company,jobcont,jobname
3000-4499/月,广州市讯和电信有限公司,"岗位职责：1、负责保证生产系统的正常运作；2、定期分析和检查服务器的健康状况，并能及时发现和处理；3、能正确运用系统自动化运维工具，提升运维效率。任职要求：1、计算机或相关专业，大专以上学历；二年以上LINUX/UNIX系统管理经验优先；应届生也可培养；2、熟练运用Centos下的各种管理命令的运用和常用的Shell,perl,python 脚本的编写;3、熟练掌握linux 下的mysql,apache,tomcat,php,nginx，mongodb的配置管理;4、责任心强、勤于思考、动手能力强、较好的表达沟通能力;5、熟悉常用的系统监控系统的部署;6、具有Asterisk维护经验者优先。7、上班地点：广州、深圳",桌面运维工程师
8000-16000/月,广州万策软件科技有限公司,"岗位职责：1.	负责网站应用的架构实施，监控，优化，排错；2.	提升应用的速度，稳定性，可靠性，安全性，降低成本；3.	快速定位故障原因，提供解决方案；4.	研究应用架构和运维技术，制定运维技术方案；5.	运维系统的规范化，标准化，自动化。任职要求：1.	精通Linux、Windows系统，了解网络基本技术，熟悉TCP/IP、HTTP协议工作原理；2.	熟悉nginx（IIS、tomcat、apache），haproxy，lvs，redis，memcache，keepalived，mysql，kvm等技术的原理，优化，排错；3.	熟悉shell, python, php, powershell等开发语言一种以上；4.	熟悉大型网站架构及优化，熟悉分布式系统，大型数据库，缓存，队列等技术原理；5.	学习能力强，肯钻研，认真踏实；6.	有良好的时间观念，责任感，能很好的沟通交流，热爱分享。",系统运维工程师
10000-14999/月,UC优视（UC浏览器）,工作职责：1、以线上业务的高可用性为目标，负责业务系统的运维架构设计，并持续进行优化；2、主导系统技术研究和应用，如操作系统标准化、定制化，系统优化、手机无线网络研究等，并推动适合的技术应用于生产；3、主导解决运维工作中重大故障，性能瓶颈等相关疑难问题；4、配合优化运维规范、工作流程、应急预案等。任职要求：1、计算机或相关专业本科以上学历；2、知名互联网企业五年以上系统管理经验，或从事系统架构师/资深系统工程师三年以上；具有移动互联网企业经验优先；3、具有大规模运维的经验，精于容量规划、架构设计、性能优化；4、深入理解linux系统，tcp/ip以及具有丰富的广域网、局域网网络络知识，有丰富的大型网站运维(nginx/apache/squid/http协议)经验，熟练使用shell、perl、python等脚本编程语言；5、具有很强的故障排查能力，重视流程规范，有很好的技术敏感度；6、拥有良好的项目管理能力和流程管理能力，敏锐的风险意识和良好的风险识别能力；7、具备较强的沟通能力与推动能力，能够带领工程师完成复杂项目注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。,G10-高级系统运维工程师
6000-15000/月,广东宏达通信有限公司,"本职位上班地址可以选择：广州丰兴广场，或东莞天宝路宏达工业园任职要求：1. 2年以上Python开发经验，熟悉Python2及Python3。2. 熟悉Python Web Server框架，懂分布式搜索elasticsearch框架。3. 具有python爬虫开发经验，熟悉整个爬虫的设计及实现流程，熟悉scrapy框架及常用模块；4. 懂得使用MySql数据库及Cassandra数据库，懂Spark优先。5. 良好的编码风格和编程习惯，对高质量的代码有执着的追求。6. 良好的团队精神和沟通能力。高度的事业心和责任感，工作认真负责，具有良好的职业操守。满足如下要求的优先考虑：1. 提供github地址或能代表自己实力的开源代码优先考虑；2. 对Centos，redhat系统有深入了解；3. 熟悉Web服务器如Nginx的配置；4. 了解基本的前端技术，HTML, CSS，JS；5. 了解分布式搜索elasticsearch框架。",互联网爬虫开发工程师
8000-13000/月,广州海尔国际商贸有限公司,"职位描述：1.负责平台服务器架构调整，系统性能优化、容灾部署，确保系统可用性；2.负责突发安全事件响应，如入侵检查、漏洞分析、DDoS攻击防护；3.配合开发上线版本以及日志分析；4.负责自动化运维的研究和开发；5.负责解决系统运维过程的技术问题，及优化方案；6.制订安全规则，编写、管理运维规范化文档;职位要求：1.三年以上Linux/windows系统运维管理经验，具有大型互联网公司应用平台运维经验者优先；2.对系统常见应用软件有深入理解，如NGINX/IIS/MYSQL/SQLSERVER/CDN/VPN/LVS/TTSERVER等，能够快速实施部署、配置及排错；3.熟悉应用系统负载测试方法和测试软件，具有相关应用安全、系统安全、信息安全经验；4.能熟练地编写脚本（Shell或者Perl,Python），使用脚本来完成日常系统运维工作；5.具有分析大型网站系统架构并进行改进的能力，拥有快速排查系统瓶颈的能力；6.熟悉运维自动化配置管理；7.有大型全球分布式、跨境部署经验者优先（重要）；",高级运维工程师
10000-14999/月,广州畅娱信息科技有限公司,"【岗位职责】：1、负责运维平台的部署&搭建、系统监控、系统升级、系统安全、性能优化以及日常维护工作。2、负责游戏业务的部署、迁移、版本发布及变更。3、监控游戏业务的运行状态，及时处理游戏运行中出现的故障，保障游戏服务24x7稳定运行。4、分析排除系统、数据库、网络、应用等故障及错误。5、负责服务器的资源调配和系统安全、数据备份。【任职要求】：1.2年以上游戏运维经验。有维护联运游戏经验优先；2.熟悉网络基本原理，熟悉tcp/ip协议；3.熟悉tomcat、nginx、apache、resin、lighttpd等常用web服务器架设、调优和故障处理；4.熟练使用linux，了解操作系统原理，在Linux系统管理及优化有丰富经验；5.熟练使用zabbix、cacti、nagios等常用监控工具；6.熟练Mysql的管理维护及常见故障处理,熟悉sql语句；7.精通Shell、Python至少一门脚本语言，有运维平台开发经验优先；8.熟悉ansible、puppet自动化运维工具优先；9.熟悉反向代理、负载均衡和高可用技术优先；10.踏实肯干，抗压能力极强，能接受24小时随时候命；",游戏运维工程师
8000-9999/月,广州市神彩贸易有限公司,"1、负责后端核心系统的架构设计，重构、优化现有的技术架构(Linux,PHP,Python,Mysql,Nginx)；2、根据业务规划制定相应技术规划，推动系统演进；3、解决重要项目中的关键架构问题和技术难题，负责项目中关键技术难点的攻关和预研；4、对开发团队进行技术指导和培训，规范开发流程。5、负责技术文档的撰写及维护；6、负责系统体验改善及数据库性能优化。",PHP工程师
8000-20000/月,广州聚好玩信息科技有限公司,"职位描述任职 要求：广州 经验3年以上 重点本科及以上 全职1、整体规划公司业务后台系统技术架构，参与需求分析、架构设计、技术决策以及详细设计；2、优化现有系统的性能，解决系统中的关键问题和技术难题；3、把握复杂系统的设计，确保系统的架构质量，核心部分代码编写、指导和培训工程师、不断进行系统优化；任职要求:1、全日制重点本科及以上学历，计算机或相关专业，JAVA基础扎实，熟悉io、多线程、等基础框架，熟悉分布式、缓存、消息等机制；2、3年以上使用JAVA进行web开发的经验，熟悉常见Java开源框架，如Spring、Spring MVC、MyBatis、Hibernate、Spring ecurity、Spring Social、Apache Shiro等3、擅长MySQL数据库，熟悉常见关系型数据库，能对复杂SQL进行性能优化；熟悉大数据量、高并发、高性能的分布式系统和，热备群集系统的设计及应用、调优；4、熟悉Linux/Nginx，熟练配置维护Resin,Apache，Tomcat等应用服务器，掌握shell/awk/python等系统脚本工具5、 熟悉HTTP协议，熟悉Restful Web Services原理注、有技术团队管理经验，互联网行业、游戏运营开发从业经验，和熟悉android软件开发经验者优先考虑",技术项目经理（代兄弟公司广州普石信息科技招聘）
20000-24999/月,广州玖拾玖度信息科技有限公司,"岗位职责：1、负责维护公司生产业务对应的服务器系统；2、及时响应公司业务产生的问题；3、负责排查用户产生的软件使用问题；4、协助研发部门排查、优化应用业务性能；5、保证业务系统环境的稳定性以及安全性。任职要求：1、计算机相关专业，本科以上学历；2、熟悉网络知识，熟练掌握各种用户软件使用问题的排查手段；3、熟练掌握Linux系统操作；4、熟练掌握Shell,Python,Perl至少一种语言；5、熟悉Nginx、PHP、MySQL、Redis服务的配置优化；6、熟练掌握Linux系统各调试命令（vmstat,dstat,iotop,netstat等）；7、有大访问量业务系统运维维护者优先考虑。",值班运维工程师
30-40万/年,四川迈士人力资源管理有限公司,岗位职责 Responsibilities：1.	根据产品需求进行软件设计和编码实现，确保安全、质量和性能；2.	重点项目的设计方案撰写与评审，难点公关；3.	主导推动跟进业务线需求，为改善系统的功能积极提出建议；4.	主导业务、技术改造类项目的系统分析、设计工作，承担核心功能、公共核心模块的代码编写；5.	主导开发小组成员的code review工作，并能提供性能优化、安全性建议；6.	培训辅导普通开发人员，提高小组成员的技术水平。岗位要求 Qualifications：1.	本科及以上学历，计算机相关专业2.	6年以上开发经验及4年以上大型互联网系统或者其他大型企业应用系统开发相关经验3.	精通LINUX，NGINX、LVS、TOMCAT的安装、配置和调优；4.	有系统监控及日志分析经验优先；5.	精通MySQL; 熟悉MongoDB优先；熟悉MQ消息队列实现机制。6.	熟练掌握shell、Erlang、Python、Perl其中至少一种脚本语言7.	精通spring、mybatis或hibernate主流开源框架; 精通Netty优先；8.	精通开源搜索引擎如lucene/solr优先。9.	有大流量网站（日PV 1000万以上及日UV100万以上）的WEB应用架构经验及成功案例，至少有1个以上高并发高访问量项目成功案例10.	精通面向对象的分析和设计技术，深入理解单元测试，静态检查实现机制。11.	熟悉 zookeeper/curator分布式解决方案优先12.	精通处理QPS：1万以上应用场景	精通JVM和并发编程，理解io、多线程等基础框架，有过性能调优相关经验；13.	精通HTTP、TCP等协议，精通JSON、AJAX技术和模板技术以下地点也有该职位需求：（广州）（成都）（深圳）（上海）（北京）,IT007-系统架构师（平台架构-急（北上广深成）
5000-10000/月,深圳市比邻互动网络科技有限公司,"岗位职责:岗位职责：1、保证线上服务器、应用稳定，包括监控、配置管理、系统安全、系统优化等2、推进自动化运维，通过构建流程和事件机制解放工程师双手3、响应产品团队和开发团队需求，访问控制、资源调度、服务搭建职位要求：1、熟悉 Linux、计算机网络；2、熟悉脚本语言（Shell、Python、Ruby 等）；3、熟悉至少一门开发语言；4、了解常见的服务器基础设施（Nginx、MySQL、Redis、Mongo 等）。5、熟悉相关网络协议：TCP/IP, OSPF, VPN, MPLS等6、熟悉WireShark,TCPDump等网络工具的使用加分项1、有大规模集群运维经验；2、有开发项目经验；3、有虚拟化技术使用经验；4、熟悉网络安全；5、有技术博客、开源项目、Github 等（希望能贴到简历上）。一、我们的团队和文化1，我们的团队比邻互动团队成立于2012年，是一个年轻，充满朝气的创业团队。比邻互动的创始团队是中国最早一批跨境电商从业，创业者。如果你喜欢自由、宽松，对每天能够以新的知识面对新的挑战，解决更多对用户有价值的问题充满热情，我们期待你的加入。2，我们的价值观用户价值： 帮助用户解决问题，是我们存在的价值和前提， 机会从解决问题中来拥抱变化：我们面对的一个充满变化，创新的行业，积极拥抱变化，是我们的生存方式专业敬业：个人和团队的专长是我们成功的关键，专业，执着，精益求精团队合作： 共享，共担，团队奋斗。通过多赢的合作，平凡人做非常事二、我们的使命，愿景，目标什么？使命：通过跨境互联网营销技术创新让更多好产品高效率到达全球用户手中愿景：成为中国跨境电商产业链中的价值创造者和让团队高薪，并富有成就感的公司目标：成为中国跨境电商行业中创造百亿价值企业三、我们提供什么样的福利1.行业有竞争力的薪水2.五险一金3.带薪年假4.分红，期权，股权计划5.全面，细致，实战的培训体系四、我们期待什么样的人才加入我们团队？1.认同我们 用户价值，拥抱变化，专业敬业，团队合作的价值观2.有专业技能我们长期招聘的人才：1.外语达人 （跨境电商营销文案，营销策划，社交营销，跨境电商电商销售培养方向）2.技术控（工具研发，网站建设，商城架设，数据库，交互优化，互联网产品经理培养方向）3.产品家（喜欢专研各种产品，产品极客精神，有产品供应链资源的人才）办公地点：广州市海珠区昌岗东路290号电信大厦1207室机会比地域更重要，如果你来自外地，也没有关系，我们可以安排远程面试，我们认为机会比一时的地域更重要，不是吗？你投递的不仅仅是一份简历，更是一个行业的机会之窗。期待你的加入。",网络工程师
5000-10000/月,广州柏颐信息科技有限公司,职位描述：1、根据公司的需求设计，完成服务器系统架构以及搭建。2、调试对硬件的通信协议，开发并维护通信服务器。3、开发对客户端的http接口，以及对现有http接口的二次开发。4、开发及维护数据操作后台系统。5、负责数据分析系统的设计和开发。任职条件：1、计算机相关专业，本科及以上学历，有服务器开发经验，欢迎应届毕业生。2、有系统建模经验，理解面向对象思想，熟练掌握常用设计模式。3、熟练掌握python或JAVA语言，java要求能自行熟练搭建项目框架。有OA系统开发经验者优先。4、精通linux操作系统，能够在linux系统中分析优化性能，有大型分布式系统开发经验者优先。5、有cms后台开发经验，熟悉 Apache、nginx、tomcat等 Web 服务器的开发和维护。6、熟悉 MySQL、MongoDB 数据库开发和维护。7、精通数据结构与算法、Socket编程、多线程编程等，有与硬件基于通信协议进行联调经验者优先。8、拥有高并发、大数据处理经验者优先，有开发数据分析系统经验，对数据挖掘有深入了解的优先。,通信数据服务器开发工程师
15000-35000/月,宁波四剑客信息科技有限公司,"高薪诚聘服务端主程，工作地点宁波，福利好，项目好，包住宿！工作职责：1.设计和开发网络游戏服务器端,包括服务器结构和逻辑,数据库结构,通信协议；2.服务器端的结构设计，核心代码编写；3.主导服务器端开发团队, 确保产品能满足项目的时间计划和质量要求；4.跟客户端,策划和项目经理协调游戏的需求和技术；5.负责游戏服务器端各功能模块的设计及实施；6.负责游戏服务器端的人员分配及进度、质量控制；7.负责对新人的培训及培养。任职要求：1.统招本科及以上学历，计算机相关专业；2.5年以上JAVA或C++开发工作经验,，3年游戏服务器工作经验；3.熟悉Apache/Nginx/Resin等使用和配置；4.熟悉Linux系统、TCP/IP、Socket网络编程技术、Shell编程；5.熟练掌握一种以上数据库（Mysql、Oracle）开发经验；6.会Python脚本程序语言者优先考虑；7.有过一款以上完整手机游戏服务器开发经验者优先考虑；8.熟悉一种以上手机游戏前端开发环境及语言者优先考虑；9.有成功的iOS/Android游戏制作经验者优先考虑。",手游服务器主程
10000-14999/月,广州金房卡信息科技有限公司,"岗位职责：1.Windows、Linux服务器系统的日常运维工作，分析系统瓶颈并且进行优化，优化现有架构，优化各类基础组件的性能；2.MySQL、redis高可用集群的部署和维护；3.负责hadoop，solr，ELK等大数据系统的安装配置、维护和优化；4.负责服务器及应用的日常监控，完善监控指标，分析监控日志，以提供相关数据支撑处理各类突发故障。5.能处理常见的网络攻击类型，或给出有效的应对方案与建议。任职要求：1.本科以上学历，计算机相关专业，互联网相关行业；2.3年以上互联网行业系统运维工作经验，具备标准化运维的经验，熟悉运维管理规范，熟悉应用上线、发布流程规范；3.熟悉 TCP/IP 网络优化，调试；4.熟悉shell或者python，能熟练脚本的编写；5.具备故障分析和处理能力, 能使用各种工具排查性能问题和故障；6.熟悉Nginx，PHP、Tomcat，MySQL， Redis，Memcached，kafka，zookee",运维工程师
8000-12000/月,三七互娱（上海）科技有限公司,"岗位名称：游戏运维工程师工作地点：广州岗位职责：1.linux服务器初始化，网页游戏的部署、更新、合服；2.分析排除系统、数据库、网络、应用等故障及错误；3.游戏运维脚本编写和部署；4.游戏运行健康状态监控、故障响应及处理；5.运维工作文档及报告填写；任职要求：1.全日制本科及以上学历；2.中型页游及以上运维经验优先；3.熟悉网络基本原理，熟悉tcp/ip协议；4.熟悉tomcat、nginx、apache、resin、lighttpd等常用web服务器架设和故障处理；5.熟练使用linux，了解操作系统原理，在Linux系统管理及优化有丰富经验；6.熟练使用cacti、zabbix、nagios等常用监控工具；7.熟悉Mysql的管理维护及常见故障处理,熟悉mysql cluster优先；8.熟悉Shell编程，熟悉Python优先；9.熟悉ansible、puppet自动化运维工具优先；10.熟悉反向代理、负载均衡和高可用技术优先；",游戏运维工程师
10000-14999/月,广州新关系科技有限公司,岗位职责：负责服务端开发工作，能够对服务端相关工作进行协调统筹任职要求：1.精通Java，熟练掌握Java网络编程； ?2.熟练运用开源软件包（Spring/SpringMVC）； ?3.熟悉互联网开发模式，清晰理解缓存，缓存设计和模式；4.精通TCP/IP、HTTP等网络协议，精通socket网络编程，有用Java做大访问量高压力网络应用的经验；5.熟悉Linux/Nginx，熟练配置维护Apache，Tomcat，Resin等应用服务器，掌握shell/awk/python等任意一种系统脚本工具； ?6.熟练掌握SQL语句，熟练使用数据库（MySQL）； ?7.熟悉HTML/JAVASCRIPT/CSS/Ajax 等页面技术； ?8.熟练使用Eclipse/Maven/Ant/SVN等软件开发工具。,JAVA开发工程师
6000-7999/月,广州悦狼网络科技有限公司,岗位职责：,运维工程师
8000-9999/月,广州优亿信息科技有限公司,"【岗位职责】：1、负责运维平台的部署&搭建、系统监控、系统升级、系统安全、性能优化以及日常维护工作。2、负责系统业务的部署、迁移、版本发布及变更。3、分析排除系统、数据库、网络、应用等故障及错误。4、负责服务器的资源调配和系统安全、数据备份。【任职要求】：1、熟悉Shell/Python等编程语言2、深入理解Linux操作系统,熟练使用Linux操作系统3、熟悉TCP/IP、HTTP等网络协议，熟悉机房网络结构配置4、熟悉tomcat、nginx、apache、resin、lighttpd等常用web服务器架设、调优和故障处理5、熟悉开源的监控平台工具，比如：Ganglia、Nagios等6、熟悉分布式计算或者存储系统的安装，比如Hadoop/Spark/Hbase/Storm等",系统运维工程师
4500-5999/月,广州影游信息科技有限公司,"职位描述工作职责：1、以线上业务的高可用性为目标，负责系统部署，应用发布，系统监控、维护，并持续进行优化；2、解决运维工作中重大故障，性能瓶颈等相关疑难问题，负责突发事件管理，问题跟踪与管理，提供运维报告；3、负责站点及应用模块的性能分析与系统优化，不断提高系统运行效率；4、配合优化运维规范、工作流程、应急预案等。任职要求：1、计算机或相关专业专科以上学历；2、熟练使用shell、perl、python、ruby等脚本编程语言；3、具有大型网站的3年及以上运维经验，熟悉WEB相关技术，包括apache,nginx等web服务器的管理、配置和优化；4、熟悉 nagios，cacti，graphite, saltstack, puppet, memcache，redis 中的一个或者多；5、具有很强的故障排查能力，重视流程规范，有很好的技术敏感度；6、拥有良好的项目管理能力和流程管理能力，敏锐的风险意识和良好的风险识别能力；7、具备较强的沟通能力与推动能力，能够配合团队完成复杂项目",运维工程师
4000-7000/月,广州柏颐信息科技有限公司,职位描述：1、根据公司的需求设计，完成服务器系统架构以及搭建。2、开发对客户端的http接口，以及对现有http接口的二次开发。3、开发及维护数据操作后台系统。4、负责数据分析系统的设计和开发。任职条件：1、计算机相关专业，本科及以上学历，有服务器开发经验，欢迎应届毕业生。2、有系统建模经验，理解面向对象思想，熟练掌握常用设计模式。3、熟练掌握python或JAVA语言，java要求能自行熟练搭建项目框架。有OA系统开发经验者优先。4、精通linux操作系统，能够在linux系统中分析优化性能，有大型分布式系统开发经验者优先。5、有cms后台开发经验，熟悉 Apache、nginx、tomcat等 Web 服务器的开发和维护。6、熟悉 MySQL、MongoDB 数据库开发和维护。7、精通数据结构与算法、Socket编程、多线程编程等，有与硬件基于通信协议进行联调经验者优先。8、拥有高并发、大数据处理经验者优先，有开发数据分析系统经验，对数据挖掘有深入了解的优先。,服务器开发
10000-14999/月,CVTE,岗位职责:1.负责CVTE各业务服务器和软件的部署和运维；2.建立CVTE服务器运维规范、保证业务服务质量；3.负责运维平台相关系统的设计和开发。任职要求：1.熟练掌握Linux系统的配置和性能优化技术；2.熟练掌握nginx、apache、tomcat、mysql等常用开源软件的安装部署和性能优化；3.熟练掌握TCP、HTTP等网络协议；4.精通shell或python脚本编程。,运维工程师
6000-7999/月,广州飞屋网络科技有限公司,"岗位职责1、负责linux服务器系统初始化以及应用环境部署、业务上线、业务系统日常运维，配置变更等工作；2、负责监控/报警系统部署与日常管理；3、协助公司内外网的系统管理工作；4、负责公司线上服务器优化，收集和分析系统日志性能指标，定期对提高系统可用性提出建议；5、负责公司各项目Linux服务器开发环境部署、协助开发人员调试等；6、负责公司域名配置变更或CDN管理；7、负责线上服务器7x24小时稳定运行，并随时响应。任职要求1、计算机相关专业大专以上学历，1年或以上linux运维相关工作经验；2、熟悉计算机网络，具备快速分析和排除系统、网络等错误的能力；3、熟悉nginx,php,mysql,redis，memcached，lvs，apache，tomcat；4、熟悉CentOS/RHEL系统命令行管理：grep,awk,sed以及了解或熟悉shell/python基中一种脚本语言；5、对因特网安全结构，系统漏洞、入侵检测、iptables防火墙等有深入了解和实践经验；6、熟悉cacti/nagios/zabbix等监控报警相关服务；7、具备高度的责任心、诚信的工作作风、优秀沟通能力及团队精神；8、愿意接受挑战性的工作，能够高效及时完成工作；9、具备千万PV高并发web集群运维经验优先考虑。",运维工程师
10000-14999/月,广州比特软件科技有限公司,"岗位职责：1.负责Android/IOS  APP后台系统的开发和运维，改善app平台系统的性能，提升用户使用体验；2.有解决高并发、大用户量的能力，能快速发现并解决软件缺陷和问题；3.app中间件的设计和研发；4.负责APP后端应用规划及架构设计，能够出具完善的应用实施解决方案，包括：系统架构设计、接口规范制定、技术文档编写等；5.根据产品需求，进行APP及网站的后端开发；6.客户端单元测试用例编写和产品文档编写的知识沉淀，对产品的技术架构、后端开发的流程、规范等负责。任职要求：1.本科或以上学历，3年以上互联网开发经验;2.精通java，熟练掌握java网络编程，熟练运用开源软件包（spring/hibernate/struts2）;3.熟悉互联网开发模式，清晰理解缓存，缓存设计和模式,熟悉memcache、redis等，熟悉c、c++等者优先;4.熟练掌握sql语句，熟练使用数据库（oracle、mysql）;5.熟练使用eclipse/maven/ant/svn等软件开发工具;6.熟悉html/javascript/css/ajax 等页面技术;7.精通tcp/ip、http等网络协议，熟悉socket网络编程，有用java做大访问量高压力网络应用的经验;8.熟悉linux/nginx，熟练配置维护apache、tomcat,等应用服务器，掌握shell/python等系统脚本工具。福利待遇 ：1、底薪+绩效+项目提成+奖金；2、享受带薪年假、婚假、丧假，双休，根据国家规定统一放假，5天7小时工作制；3、购买五险一金。联系方式公司名称：广州比特软件科技有限公司公司地址：广州市天河区林和西路157号保利中汇广场A座2706单元传真：22822098公司主页：http://www.bitst.com",java后台工程师
7000-10000/月,广州盛成网络科技股份有限公司（妈...,"【岗位职责】1、负责Linux系统平台下的各服务应用部署，日常维护分析解决；2、开发系统运维应用，自动化部署工具，监控工具；3、协助运维经理规范运维流程；4、处理系统安全、网络故障等工作，并对系统和应用进行性能调优和容量规划。【岗位要求】1、全日制大专以上学历，计算机网络相关专业；2、熟悉系统内核相关参数调优；3、熟悉主流监控系统Zabbix/Cacti/Nagios的应用及扩展；4、熟悉Shell编程，熟练掌握其他Python 或 Perl其中一个；5、熟悉常见 Web 系统架构，熟练配置、管理及其优化，如 LVS,Nginx,Apache 等相关；6、熟悉相关NoSQL的应用场景及优化，如：Memcached,Redis等7、熟悉 MySQL 数据库安装、配置、调优，熟悉DB底层存储架构及不同存储引擎的工作原理，有MySQL的调优经验者优先；8、相当的故障快速定位排查分析能力；9、熟悉网络方面相关知识，懂得相关网络设备配置规划佳，如：交换机、防火墙等相关；10、了解熟悉一种配置管理或日常自动化批量维护工具，如 Saltstack,Ansible,Puppet等相关；11、细心、负责任、上进心、分享、协作，良好自我提升学习驱动意识态度。",系统运维开发工程师
10-15万/年,广州华夏经纬市场调查有限公司,华夏经纬总部位于广州，北方区域总部设在北京，并在长沙、武汉、成都、深圳、上海等城市设有分支机构。广州华夏经纬市场调查有限公司是国内最专业的市场研究公司之一，公司接受政府机构、企事业单位的委托，独立完成各类市场研究及管理咨询项目，研究领域涉及电信运营商、烟草、快速消费品、IT互联网、汽车/机械制造、房地产、医药卫生、家居房地产、商业服务等行业。华夏经纬凭借具有深厚专业知识和丰富行业经验的研究咨询队伍、规范严谨的工作流程和质量保证体系以及覆盖全国的市场资源网络，构建了服务不同领域的实力雄厚、结构合理的专业服务团队，在市场研究、第三方满意度测评、消费者行为研究、渠道/商圈规划、媒介研究、数据挖掘与分析、品牌管理等领域为客户提供专业的营销解决方案。广州华夏经纬市场调查有限公司现诚聘系统工程师岗位职责：1、制定产品业务规范，整理、完善产品文档，业务流程及相关内容2、负责公司舆情系统核心技术研发和系统架构设计；3、负责系统代码开发，接口设计开发，系统维护；4、负责解决开发过程中的技术难题，能对系统易用性方面提出功能修改；5、相关开发文档的整理与编写，对相关人员提供技术培训，指导设计，参与并完成系统开发。岗位要求：1.大学本科以上学历，计算机专业，2年以上工作经验；2.精通php或python编程，熟练运用MVC框架，理解OOP思想，有设计模式开发经验；3.使用过开源MVC框架；4.熟练掌握LNMP的web开发架构；5.熟悉Javascript、XML、Ajax、Jquery等Web2.0技术；6.熟悉Apache、Nginx等Web服务器的配置及优化，可以独立配置网络应用环境；7.熟悉mysql优化及mysql瓶颈解决方案；8.精通memcached和redis的配置、使用、优化和除错；9.对大规模系统优化/负载均衡设计等有较深入的理解和经验，熟悉算法结构优先；10.熟悉舆情系统开发优先。岗位福利待遇：1、缴纳社会保险（养老、失业、工伤、生育、医疗等）及住房公积金；2、完善的入职及在职培训机制；3、每年享受带薪年假、法定节假日等福利；4、拥有广阔的职业提升空间，公平的晋升机制 ；5、良好的工作环境和团队氛围 ；6、公司每年为员工免费提供健康体检；7、丰富的公司员工活动。,系统工程师
6000-12000/月,广州我连互联网科技有限公司,岗位职责：1、配合架构师、技术主管完成公司服务器的规划和调配；2、参与公司运维系统的搭建、部署；3、负责公司应用部署、优化和监控；4、负责相应服务器管理工作，安全、日志分析处理等；任职要求：1.熟悉Linux系统(RHEL系列)，熟悉Windows的配置与管理；2 熟悉apache、nginx、PHP、java环境安装配置及调优；3.熟悉 Shell脚本，熟悉Python/Perl 中一种语言，能根据运维需求快速开发相应脚本和自动工具；4.熟悉常用集群服务(LVS、KEEPALIVED、HAPROXY)的搭建、维护和优化，以及问题处理；5.熟悉MySql、redis和mongodb数据库的配置、管理和优化；6.了解Linux安全审计、入侵检测；7.具备较强的分析和解决问题的能力，善于沟通，能听从工作安排，有分享精神；,运维工程师
8000-10000/月,广州老鹰资产管理有限公司,"工作职责：1)对生产环境的服务器进行部署及优化；2)监控系统的搭建及维护，结合实际的生产环境进行监控；3)开发自动化运维脚本，配合监控系统，优化整个运维的流程；4)对数据库系统进行优化、维护工作；5)负责公司内部开发/测试服务器的运行管理工作；6)编写运维相关的技术文档和标准。职位要求：1)3年以上互联网公司linux运维经验；2)精通一项以上的服务器编程语言，如Bash/Perl/Python；3)熟练掌握linux系统管理和维护，对nginx,tomcat,iptables,memcached等熟练掌握；4)熟悉mysql数据库的性能优化；5）熟悉php网站开发优先，熟悉P2P网贷业务优先；6)有强烈的责任感，思路清晰，做事有条理，独立处理问题能力强。",运维主管
8000-9999/月,泛华保网电子商务有限公司,"工作职责：1.负责服务器的安装、维护、故障处理、数据库的日常维护及各项目的服务器管理；2.负责服务器、应用的规划、监控，数据备份，日志分析，故障排除，性能调优等工作；3.研究运维相关技术，根据系统需求制定运维技术方案，开发自动化运维工具和运维辅助系统；4.研究系统架构，提高系统的健康性，参与运维流程制定，保证高效响应；5.参与运维相关技术文档的编写、修订；职位要求：1.两年或者两年以上Linux/Unix系统维护经验，对系统安全、性能有一定的认识2.良好的Shell编程能力，熟悉至少一种Shell之外的编程语言，如Python，Perl，PHP，JAVA等；3.掌握基础的网络知识，能排查常见的网络问题；4.熟悉 MySQL 数据库，具备 MySQL 服务器的维护优化经验者优先；5.熟悉 DNS、Squid、NFS 等网络服务应用；6.熟悉 JAVA虚拟机，resin/tomcat等应用的部署安装和调优；7.熟悉 linux下Nginx、mysql、php、mongodb等常见服务器环境架设,安全配置与安全检查,  掌握Linux平台常用服务配置，能够快速部署、配置及排错。8.热爱学习，有上进心，热运维事业，有良好的团队协作精神；9.具备维护大量服务器经验者优先或具有维护大量云服务器经验者优先。",中高级运维工程师
5000-10000/月,广州卓游信息科技有限公司,岗位职责：1、负责部署搭建常用服务器环境，保障服务器正常工作；2、优化系统和网络环境，解决疑难杂症。任职要求：1、1年以上相关工作经验；2、熟悉现主流的Linux系统管理，对Linux系统优化有一定了解；3、熟悉运用shell、perl、python至少一门脚本语言；4、熟悉常用服务如Apache、Nginx、Mysql、Php等的配置和优化；5、熟悉SaltStack或Ansible对服务器进行维护；6、了解网络与硬件知识，能根据应用服务错误现象，快速定位故障点；7、强烈的责任心和团队意识；8、有阿里云，金山云维护经验优先；9、有游戏运维经验优先。,运维工程师
