hospitalId,hosName,bigDepartmentSn,hosDeptId,hosGuid,deptName
1454,广东省第二人民医院,3,7020823,10786E4868234037A044390833D47BBE,特诊专家
1384,中山大学附属博济医院(增城人民医院),3,5007,CE3F0DF3F8624C0E802ADEAD286FFE61,内分泌
1384,中山大学附属博济医院(增城人民医院),4,5017,CE3F0DF3F8624C0E802ADEAD286FFE61,创伤骨科（关节外科）
1384,中山大学附属博济医院(增城人民医院),4,5014,CE3F0DF3F8624C0E802ADEAD286FFE61,泌尿外科
1384,中山大学附属博济医院(增城人民医院),5,5069,CE3F0DF3F8624C0E802ADEAD286FFE61,产科
1384,中山大学附属博济医院(增城人民医院),80,5016,CE3F0DF3F8624C0E802ADEAD286FFE61,儿科
1384,中山大学附属博济医院(增城人民医院),5,5072,CE3F0DF3F8624C0E802ADEAD286FFE61,妇科
1384,中山大学附属博济医院(增城人民医院),12,5075,CE3F0DF3F8624C0E802ADEAD286FFE61,口腔科
1384,中山大学附属博济医院(增城人民医院),13,5083,CE3F0DF3F8624C0E802ADEAD286FFE61,皮肤科
1384,中山大学附属博济医院(增城人民医院),3,5008,CE3F0DF3F8624C0E802ADEAD286FFE61,神经内科
1384,中山大学附属博济医院(增城人民医院),4,5067,CE3F0DF3F8624C0E802ADEAD286FFE61,神经外科
1384,中山大学附属博济医院(增城人民医院),3,6463,CE3F0DF3F8624C0E802ADEAD286FFE61,消化内科
1384,中山大学附属博济医院(增城人民医院),3,5009,CE3F0DF3F8624C0E802ADEAD286FFE61,心血管内科
1384,中山大学附属博济医院(增城人民医院),50,5070,CE3F0DF3F8624C0E802ADEAD286FFE61,中医科
1384,中山大学附属博济医院(增城人民医院),16,5080,CE3F0DF3F8624C0E802ADEAD286FFE61,传染科
1384,中山大学附属博济医院(增城人民医院),11,5076,CE3F0DF3F8624C0E802ADEAD286FFE61,耳鼻喉科
1384,中山大学附属博济医院(增城人民医院),4,5073,CE3F0DF3F8624C0E802ADEAD286FFE61,普外科
1384,中山大学附属博济医院(增城人民医院),4,5012,CE3F0DF3F8624C0E802ADEAD286FFE61,外科
1384,中山大学附属博济医院(增城人民医院),3,5011,CE3F0DF3F8624C0E802ADEAD286FFE61,呼吸科
1384,中山大学附属博济医院(增城人民医院),3,5010,CE3F0DF3F8624C0E802ADEAD286FFE61,内科
1384,中山大学附属博济医院(增城人民医院),78,7126243,CE3F0DF3F8624C0E802ADEAD286FFE61,造口伤口护理专科
1384,中山大学附属博济医院(增城人民医院),78,7126881,CE3F0DF3F8624C0E802ADEAD286FFE61,静脉导管护理专科
1384,中山大学附属博济医院(增城人民医院),10,7127647,CE3F0DF3F8624C0E802ADEAD286FFE61,眼科
1384,中山大学附属博济医院(增城人民医院),3,7127690,CE3F0DF3F8624C0E802ADEAD286FFE61,肾内科
1384,中山大学附属博济医院(增城人民医院),4,7130792,CE3F0DF3F8624C0E802ADEAD286FFE61,心胸外科
1384,中山大学附属博济医院(增城人民医院),4,7130888,CE3F0DF3F8624C0E802ADEAD286FFE61,乳腺专科
1384,中山大学附属博济医院(增城人民医院),3,7134152,CE3F0DF3F8624C0E802ADEAD286FFE61,头晕专科门诊
1384,中山大学附属博济医院(增城人民医院),19,7136945,CE3F0DF3F8624C0E802ADEAD286FFE61,肿瘤科
1384,中山大学附属博济医院(增城人民医院),4,7143580,CE3F0DF3F8624C0E802ADEAD286FFE61,脊柱外科
1384,中山大学附属博济医院(增城人民医院),5,7096857,CE3F0DF3F8624C0E802ADEAD286FFE61,不孕不育专科
1765,广州中医药大学第一附属医院,78,6566,B6CAFF943A344751BBC43E28D9B3E389,体检保健科
1765,广州中医药大学第一附属医院,3,6599,B6CAFF943A344751BBC43E28D9B3E389,内科门诊
1765,广州中医药大学第一附属医院,3,7018552,B6CAFF943A344751BBC43E28D9B3E389,内科夜诊
1765,广州中医药大学第一附属医院,3,7030547,B6CAFF943A344751BBC43E28D9B3E389,治未病门诊
1765,广州中医药大学第一附属医院,3,6565,B6CAFF943A344751BBC43E28D9B3E389,肝炎肠道门诊
1765,广州中医药大学第一附属医院,3,6596,B6CAFF943A344751BBC43E28D9B3E389,脾胃病科
1765,广州中医药大学第一附属医院,3,6567,B6CAFF943A344751BBC43E28D9B3E389,颅脑科门诊
1765,广州中医药大学第一附属医院,3,6600,B6CAFF943A344751BBC43E28D9B3E389,心血管科
1765,广州中医药大学第一附属医院,3,6593,B6CAFF943A344751BBC43E28D9B3E389,血液科
1765,广州中医药大学第一附属医院,3,7002432,B6CAFF943A344751BBC43E28D9B3E389,老年病科呼吸门诊
1765,广州中医药大学第一附属医院,4,6587,B6CAFF943A344751BBC43E28D9B3E389,外科门诊
1765,广州中医药大学第一附属医院,4,6581,B6CAFF943A344751BBC43E28D9B3E389,骨科门诊
1765,广州中医药大学第一附属医院,4,6584,B6CAFF943A344751BBC43E28D9B3E389,生殖医学科(男性专科）
1765,广州中医药大学第一附属医院,4,7002431,B6CAFF943A344751BBC43E28D9B3E389,整形外科门诊
1765,广州中医药大学第一附属医院,4,6582,B6CAFF943A344751BBC43E28D9B3E389,肛肠科门诊
1765,广州中医药大学第一附属医院,4,6589,B6CAFF943A344751BBC43E28D9B3E389,乳腺科门诊
1765,广州中医药大学第一附属医院,5,6603,B6CAFF943A344751BBC43E28D9B3E389,妇科门诊
1765,广州中医药大学第一附属医院,5,6604,B6CAFF943A344751BBC43E28D9B3E389,产科门诊
1765,广州中医药大学第一附属医院,13,6588,B6CAFF943A344751BBC43E28D9B3E389,皮肤科门诊
1765,广州中医药大学第一附属医院,50,6590,B6CAFF943A344751BBC43E28D9B3E389,肿瘤科门诊
1765,广州中医药大学第一附属医院,50,6579,B6CAFF943A344751BBC43E28D9B3E389,针灸科门诊
1765,广州中医药大学第一附属医院,50,6570,B6CAFF943A344751BBC43E28D9B3E389,推拿门诊
1765,广州中医药大学第一附属医院,54,6583,B6CAFF943A344751BBC43E28D9B3E389,心理咨询室
1765,广州中医药大学第一附属医院,78,7000045,B6CAFF943A344751BBC43E28D9B3E389,岭南名医门诊(一)
1765,广州中医药大学第一附属医院,78,7000056,B6CAFF943A344751BBC43E28D9B3E389,岭南名医门诊(二)
1765,广州中医药大学第一附属医院,10,6580,B6CAFF943A344751BBC43E28D9B3E389,眼科门诊
1765,广州中医药大学第一附属医院,11,6568,B6CAFF943A344751BBC43E28D9B3E389,耳鼻喉科门诊
1765,广州中医药大学第一附属医院,12,6561,B6CAFF943A344751BBC43E28D9B3E389,口腔科门诊
1765,广州中医药大学第一附属医院,80,6602,B6CAFF943A344751BBC43E28D9B3E389,儿科门诊
1765,广州中医药大学第一附属医院,78,6564,B6CAFF943A344751BBC43E28D9B3E389,痛症门诊
1765,广州中医药大学第一附属医院,50,7109772,B6CAFF943A344751BBC43E28D9B3E389,康复中心
1765,广州中医药大学第一附属医院,5,7115963,B6CAFF943A344751BBC43E28D9B3E389,妇科夜诊
1765,广州中医药大学第一附属医院,80,7115836,B6CAFF943A344751BBC43E28D9B3E389,儿科夜诊
1765,广州中医药大学第一附属医院,80,7115689,B6CAFF943A344751BBC43E28D9B3E389,儿童保健门诊
1765,广州中医药大学第一附属医院,80,7115964,B6CAFF943A344751BBC43E28D9B3E389,儿童治未病门诊
1765,广州中医药大学第一附属医院,14,7115798,B6CAFF943A344751BBC43E28D9B3E389,美容室
1424,中山大学孙逸仙纪念医院(南院),19,7001286,E60DB0DCED074ABFB53B3AFF33A1B534,南院乳腺肿瘤内科
1424,中山大学孙逸仙纪念医院(南院),4,7001285,E60DB0DCED074ABFB53B3AFF33A1B534,南院血管甲状腺外科
1424,中山大学孙逸仙纪念医院(南院),4,7001284,E60DB0DCED074ABFB53B3AFF33A1B534,南院骨外科门诊
1424,中山大学孙逸仙纪念医院(南院),4,7001283,E60DB0DCED074ABFB53B3AFF33A1B534,南院外科门诊
1424,中山大学孙逸仙纪念医院(南院),4,7001280,E60DB0DCED074ABFB53B3AFF33A1B534,南院整形外科专科
1424,中山大学孙逸仙纪念医院(南院),80,7001277,E60DB0DCED074ABFB53B3AFF33A1B534,南院小儿外科门诊
1424,中山大学孙逸仙纪念医院(南院),4,7001276,E60DB0DCED074ABFB53B3AFF33A1B534,南院造口专科
1424,中山大学孙逸仙纪念医院(南院),4,7001275,E60DB0DCED074ABFB53B3AFF33A1B534,南院神经外科专科
1424,中山大学孙逸仙纪念医院(南院),4,7001274,E60DB0DCED074ABFB53B3AFF33A1B534,南院腹外专科
1424,中山大学孙逸仙纪念医院(南院),4,7001271,E60DB0DCED074ABFB53B3AFF33A1B534,南院神经外科
1424,中山大学孙逸仙纪念医院(南院),4,7001270,E60DB0DCED074ABFB53B3AFF33A1B534,南院胃肠外科门诊
1424,中山大学孙逸仙纪念医院(南院),4,7001269,E60DB0DCED074ABFB53B3AFF33A1B534,南院肝胆外科
1424,中山大学孙逸仙纪念医院(南院),4,7001267,E60DB0DCED074ABFB53B3AFF33A1B534,南院肝胆、疝专科
1424,中山大学孙逸仙纪念医院(南院),4,7001265,E60DB0DCED074ABFB53B3AFF33A1B534,南院泌尿外科
1424,中山大学孙逸仙纪念医院(南院),4,7001264,E60DB0DCED074ABFB53B3AFF33A1B534,南院心胸外科
1424,中山大学孙逸仙纪念医院(南院),11,7001263,E60DB0DCED074ABFB53B3AFF33A1B534,南院喉专科
1424,中山大学孙逸仙纪念医院(南院),11,7001260,E60DB0DCED074ABFB53B3AFF33A1B534,南院咽喉炎专科
1424,中山大学孙逸仙纪念医院(南院),11,7001256,E60DB0DCED074ABFB53B3AFF33A1B534,南院耳专科
1424,中山大学孙逸仙纪念医院(南院),4,7001091,E60DB0DCED074ABFB53B3AFF33A1B534,南院乳腺外科
1424,中山大学孙逸仙纪念医院(南院),78,7001090,E60DB0DCED074ABFB53B3AFF33A1B534,南院疼痛专科
1424,中山大学孙逸仙纪念医院(南院),78,7138585,E60DB0DCED074ABFB53B3AFF33A1B534,南院乳腺修复整形门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138545,E60DB0DCED074ABFB53B3AFF33A1B534,南院中西医结合骨科
1424,中山大学孙逸仙纪念医院(南院),78,7138597,E60DB0DCED074ABFB53B3AFF33A1B534,南院口腔颌面头颈综合治疗
1424,中山大学孙逸仙纪念医院(南院),78,7138586,E60DB0DCED074ABFB53B3AFF33A1B534,南院肩肘腕关节专科
1424,中山大学孙逸仙纪念医院(南院),78,7138554,E60DB0DCED074ABFB53B3AFF33A1B534,南院白癜风银屑病专科
1424,中山大学孙逸仙纪念医院(南院),78,7138564,E60DB0DCED074ABFB53B3AFF33A1B534,南院口腔正畸-口腔综合
1424,中山大学孙逸仙纪念医院(南院),78,7138546,E60DB0DCED074ABFB53B3AFF33A1B534,南院牙种植-口腔综合
1424,中山大学孙逸仙纪念医院(南院),78,7138598,E60DB0DCED074ABFB53B3AFF33A1B534,南院牙周病-口腔综合
1424,中山大学孙逸仙纪念医院(南院),78,7138613,E60DB0DCED074ABFB53B3AFF33A1B534,南院牙美容修复-口腔综合
1424,中山大学孙逸仙纪念医院(南院),78,7138587,E60DB0DCED074ABFB53B3AFF33A1B534,南院牙体牙髓病-口腔综合
1424,中山大学孙逸仙纪念医院(南院),78,7138555,E60DB0DCED074ABFB53B3AFF33A1B534,南院心血管内科门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138565,E60DB0DCED074ABFB53B3AFF33A1B534,南院消化内科门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138599,E60DB0DCED074ABFB53B3AFF33A1B534,南院乳房保健门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138538,E60DB0DCED074ABFB53B3AFF33A1B534,南院心理咨询与治疗
1424,中山大学孙逸仙纪念医院(南院),78,7138556,E60DB0DCED074ABFB53B3AFF33A1B534,南院胆胰专科
1424,中山大学孙逸仙纪念医院(南院),78,7138547,E60DB0DCED074ABFB53B3AFF33A1B534,南院乳腺癌内科治疗
1424,中山大学孙逸仙纪念医院(南院),78,7138615,E60DB0DCED074ABFB53B3AFF33A1B534,南院糖尿病足护理
1424,中山大学孙逸仙纪念医院(南院),78,7138589,E60DB0DCED074ABFB53B3AFF33A1B534,南院肿瘤放疗门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138539,E60DB0DCED074ABFB53B3AFF33A1B534,南院宫颈和内膜病变专科
1424,中山大学孙逸仙纪念医院(南院),78,7138557,E60DB0DCED074ABFB53B3AFF33A1B534,南院放射介入专科
1424,中山大学孙逸仙纪念医院(南院),78,7138567,E60DB0DCED074ABFB53B3AFF33A1B534,南院脊椎外科专科
1424,中山大学孙逸仙纪念医院(南院),78,7138621,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科内分泌专科
1424,中山大学孙逸仙纪念医院(南院),78,7138590,E60DB0DCED074ABFB53B3AFF33A1B534,南院血管外科
1424,中山大学孙逸仙纪念医院(南院),78,7138540,E60DB0DCED074ABFB53B3AFF33A1B534,南院甲状腺外科
1424,中山大学孙逸仙纪念医院(南院),78,7138558,E60DB0DCED074ABFB53B3AFF33A1B534,南院风湿、痛风专科
1424,中山大学孙逸仙纪念医院(南院),78,7138568,E60DB0DCED074ABFB53B3AFF33A1B534,南院妇产超声教授门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138549,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿童康复咨询与治疗
1424,中山大学孙逸仙纪念医院(南院),78,7138559,E60DB0DCED074ABFB53B3AFF33A1B534,南院糖尿病教育咨询门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138641,E60DB0DCED074ABFB53B3AFF33A1B534,南院内科教授门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138617,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科保健专科
1424,中山大学孙逸仙纪念医院(南院),78,7138661,E60DB0DCED074ABFB53B3AFF33A1B534,南院阴道炎专科
1424,中山大学孙逸仙纪念医院(南院),78,7138618,E60DB0DCED074ABFB53B3AFF33A1B534,南院胃肠痔疮专科
1424,中山大学孙逸仙纪念医院(南院),78,7138632,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科专科门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138664,E60DB0DCED074ABFB53B3AFF33A1B534,南院肝炎、发热专科
1424,中山大学孙逸仙纪念医院(南院),78,7138642,E60DB0DCED074ABFB53B3AFF33A1B534,南院口腔颌面外科
1424,中山大学孙逸仙纪念医院(南院),78,7138671,E60DB0DCED074ABFB53B3AFF33A1B534,南院皮肤科门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138652,E60DB0DCED074ABFB53B3AFF33A1B534,南院内分泌专科
1424,中山大学孙逸仙纪念医院(南院),78,7138653,E60DB0DCED074ABFB53B3AFF33A1B534,南院妇科普通门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138665,E60DB0DCED074ABFB53B3AFF33A1B534,南院呼吸内科
1424,中山大学孙逸仙纪念医院(南院),78,7138681,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科神经咨询
1424,中山大学孙逸仙纪念医院(南院),78,7138667,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科教授门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138635,E60DB0DCED074ABFB53B3AFF33A1B534,南院肾内科
1424,中山大学孙逸仙纪念医院(南院),78,7138674,E60DB0DCED074ABFB53B3AFF33A1B534,南院消化内科及戒烟门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138626,E60DB0DCED074ABFB53B3AFF33A1B534,南院足踝外科
1424,中山大学孙逸仙纪念医院(南院),78,7138656,E60DB0DCED074ABFB53B3AFF33A1B534,南院营养专科
1424,中山大学孙逸仙纪念医院(南院),78,7138675,E60DB0DCED074ABFB53B3AFF33A1B534,南院鼻专科
1424,中山大学孙逸仙纪念医院(南院),78,7138627,E60DB0DCED074ABFB53B3AFF33A1B534,南院神经科门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138628,E60DB0DCED074ABFB53B3AFF33A1B534,南院眼专科
1424,中山大学孙逸仙纪念医院(南院),78,7138682,E60DB0DCED074ABFB53B3AFF33A1B534,南院呼吸专科
1424,中山大学孙逸仙纪念医院(南院),78,7138636,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科生长发育专科
1424,中山大学孙逸仙纪念医院(南院),78,7138669,E60DB0DCED074ABFB53B3AFF33A1B534,南院妇科教授门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138637,E60DB0DCED074ABFB53B3AFF33A1B534,南院妇科肿瘤专科
1424,中山大学孙逸仙纪念医院(南院),78,7138683,E60DB0DCED074ABFB53B3AFF33A1B534,南院中医科门诊
1424,中山大学孙逸仙纪念医院(南院),78,7138691,E60DB0DCED074ABFB53B3AFF33A1B534,南院普通眼科
1424,中山大学孙逸仙纪念医院(南院),78,7138660,E60DB0DCED074ABFB53B3AFF33A1B534,南院放射科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138670,E60DB0DCED074ABFB53B3AFF33A1B534,南院皮肤科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138638,E60DB0DCED074ABFB53B3AFF33A1B534,南院感染科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138644,E60DB0DCED074ABFB53B3AFF33A1B534,南院耳鼻喉科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138676,E60DB0DCED074ABFB53B3AFF33A1B534,南院肿瘤科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138701,E60DB0DCED074ABFB53B3AFF33A1B534,南院内科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138693,E60DB0DCED074ABFB53B3AFF33A1B534,南院儿科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138685,E60DB0DCED074ABFB53B3AFF33A1B534,南院外科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138639,E60DB0DCED074ABFB53B3AFF33A1B534,南院神经科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138645,E60DB0DCED074ABFB53B3AFF33A1B534,南院中医科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138677,E60DB0DCED074ABFB53B3AFF33A1B534,南院口腔科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138702,E60DB0DCED074ABFB53B3AFF33A1B534,南院妇科分诊台
1424,中山大学孙逸仙纪念医院(南院),78,7138694,E60DB0DCED074ABFB53B3AFF33A1B534,南院眼科分诊台
1424,中山大学孙逸仙纪念医院(南院),4,7143454,E60DB0DCED074ABFB53B3AFF33A1B534,南院泌尿肿瘤专科
1025031,广州医科大学附属第五医院,5,7030728,D0BB4E61F0764A108DB50B7C3DD9670A,门诊产科
1025031,广州医科大学附属第五医院,78,7023957,D0BB4E61F0764A108DB50B7C3DD9670A,门诊妇科
1025031,广州医科大学附属第五医院,21,7023959,D0BB4E61F0764A108DB50B7C3DD9670A,门诊康复科
1025031,广州医科大学附属第五医院,14,7023967,D0BB4E61F0764A108DB50B7C3DD9670A,皮肤美容科
1025031,广州医科大学附属第五医院,50,7023966,D0BB4E61F0764A108DB50B7C3DD9670A,门诊中医科
1025031,广州医科大学附属第五医院,80,7023955,D0BB4E61F0764A108DB50B7C3DD9670A,门诊儿科
1025031,广州医科大学附属第五医院,11,7023956,D0BB4E61F0764A108DB50B7C3DD9670A,门诊耳鼻喉科
1025031,广州医科大学附属第五医院,4,7023958,D0BB4E61F0764A108DB50B7C3DD9670A,门诊骨科
1025031,广州医科大学附属第五医院,12,7023960,D0BB4E61F0764A108DB50B7C3DD9670A,门诊口腔科
1025031,广州医科大学附属第五医院,4,7023961,D0BB4E61F0764A108DB50B7C3DD9670A,门诊泌尿外科
1025031,广州医科大学附属第五医院,3,7023962,D0BB4E61F0764A108DB50B7C3DD9670A,门诊内科
1025031,广州医科大学附属第五医院,4,7023963,D0BB4E61F0764A108DB50B7C3DD9670A,门诊普通外科
1025031,广州医科大学附属第五医院,4,7023964,D0BB4E61F0764A108DB50B7C3DD9670A,门诊神经外科
1025031,广州医科大学附属第五医院,10,7023965,D0BB4E61F0764A108DB50B7C3DD9670A,门诊眼科
1284,中山大学附属第一医院,5,5085,80BC5D938A18434B9A15E336A146C856,产科教授门诊
1284,中山大学附属第一医院,80,5292,80BC5D938A18434B9A15E336A146C856,儿科教授门诊
1284,中山大学附属第一医院,11,5217,80BC5D938A18434B9A15E336A146C856,耳鼻喉教授门诊
1284,中山大学附属第一医院,80,5257,80BC5D938A18434B9A15E336A146C856,儿科专科门诊
1284,中山大学附属第一医院,80,5281,80BC5D938A18434B9A15E336A146C856,心血管儿科教授门诊
1284,中山大学附属第一医院,80,5280,80BC5D938A18434B9A15E336A146C856,外科儿科教授门诊
1284,中山大学附属第一医院,11,5268,80BC5D938A18434B9A15E336A146C856,耳鼻喉科专科门诊
1284,中山大学附属第一医院,5,5088,80BC5D938A18434B9A15E336A146C856,妇科教授门诊
1284,中山大学附属第一医院,5,5271,80BC5D938A18434B9A15E336A146C856,妇科专科门诊
1284,中山大学附属第一医院,27,7041260,80BC5D938A18434B9A15E336A146C856,生殖男科专科
1284,中山大学附属第一医院,12,5086,80BC5D938A18434B9A15E336A146C856,口腔科教授门诊
1284,中山大学附属第一医院,12,5082,80BC5D938A18434B9A15E336A146C856,口腔专科门诊
1284,中山大学附属第一医院,3,5723,80BC5D938A18434B9A15E336A146C856,老教授门诊
1284,中山大学附属第一医院,3,5724,80BC5D938A18434B9A15E336A146C856,老教授专科门诊
1284,中山大学附属第一医院,3,5286,80BC5D938A18434B9A15E336A146C856,内科教授门诊
1284,中山大学附属第一医院,3,5275,80BC5D938A18434B9A15E336A146C856,内科专科门诊
1284,中山大学附属第一医院,13,5288,80BC5D938A18434B9A15E336A146C856,皮肤科教授门诊
1284,中山大学附属第一医院,13,5269,80BC5D938A18434B9A15E336A146C856,皮肤科专科门诊
1284,中山大学附属第一医院,3,5278,80BC5D938A18434B9A15E336A146C856,神经内科教授门诊
1284,中山大学附属第一医院,3,5256,80BC5D938A18434B9A15E336A146C856,神经内科专科门诊
1284,中山大学附属第一医院,4,5285,80BC5D938A18434B9A15E336A146C856,外科教授门诊
1284,中山大学附属第一医院,4,5273,80BC5D938A18434B9A15E336A146C856,外科专科门诊
1284,中山大学附属第一医院,3,5283,80BC5D938A18434B9A15E336A146C856,心血管教授门诊
1314,中山大学附属第一医院东院,5,7684,0829322168AD42208173739FD153F491,产科
1314,中山大学附属第一医院东院,80,4845,0829322168AD42208173739FD153F491,儿科
1314,中山大学附属第一医院东院,4,7079,0829322168AD42208173739FD153F491,普通号
1314,中山大学附属第一医院东院,5,4829,0829322168AD42208173739FD153F491,妇科
1314,中山大学附属第一医院东院,78,4916,0829322168AD42208173739FD153F491,专科号
1314,中山大学附属第一医院东院,3,4850,0829322168AD42208173739FD153F491,呼吸内科
1314,中山大学附属第一医院东院,12,4843,0829322168AD42208173739FD153F491,口腔科
1314,中山大学附属第一医院东院,4,5367,0829322168AD42208173739FD153F491,心胸外科
1314,中山大学附属第一医院东院,3,4848,0829322168AD42208173739FD153F491,内分泌科
1314,中山大学附属第一医院东院,3,4884,0829322168AD42208173739FD153F491,普通内科
1314,中山大学附属第一医院东院,13,4841,0829322168AD42208173739FD153F491,皮肤科
1314,中山大学附属第一医院东院,4,4834,0829322168AD42208173739FD153F491,外二(肛肠外科）
1314,中山大学附属第一医院东院,3,4846,0829322168AD42208173739FD153F491,消化、肝病内科
1314,中山大学附属第一医院东院,3,4836,0829322168AD42208173739FD153F491,神经内科
