salary,company,jobcont,jobname
6000-10000/月,三七互娱（上海）科技有限公司,职位描述：岗位职责：1、  负责对业务线提供全方位的管理支持工作（HR制度流程的宣贯和落实、试用期管理、培训需求发掘、团队氛围的建设、转岗、晋升、内部竞聘、离职面谈、内部激励、协助月度和年度绩效考核工作及团队考核规则的修订等）和业务线负责人密切协作，作为可信赖的业务线伙伴角色，协助业务线负责人不断提升团队绩效2、  负责业务线人员招聘工作3、  协助业务线负责人管理组织架构调整、人员配置规划和人员编制预算、ERCase跟进4、  协助业务部门流程的梳理或优化、根据团队问题的诊断提供专业性建议及解决方案5、  建立信息共享平台，维护支持团队的人员数据，并定期做相关数据分析，提供其它增值性及配合业务的工作6、  配合其他HR模块项目及制度的落地，并及时反馈在执行过程中的各种问题，协调跟进问题的解决7、  员工关系维护：加强员工沟通管理，针对所负责的部门，定期进行员工访谈，并了解员工思想动态，给予相应地引导，并将问题进行反馈和处理任职要求：1、  统招本科以上学历2、 1年以上HR工作经验，至少熟悉3个模块（招聘优先）， 有游戏行业或互联网公司HRBP经验优先3、  具有较强的沟通影响力、统筹策划能力、执行力和独立工作能力4、  能接受高强度的工作，抗压性好，工作态度积极乐观、认真严谨5、  具备良好的学习能力和主动意识，能够主动深入业务，了解业务，对业务部门的需求时刻保持敏感性，能够承担多角色多任务的工作6、  熟悉国家和地方人事相关法律法规，熟练操作office办公软件工作地点：广州、芜湖职能类别：人事专员人事主管举报分享,HRBP(芜湖）
10000-20000/月,三七互娱（上海）科技有限公司,职位描述：1、承担公司游戏项目的运营管理，完成所负责的运营指标；2、负责本项目游戏的运营推广计划制定及有效实施；3、协调公司与合作商的各种接口及沟通工作，保证游戏的正常运行及营收；4、各项数据整理分析，项目成本优化控制；任职要求：1、本科及以上学历，对游戏运营有深入的认识，至少2年以上游戏运营经验；2、对游戏有自己的独特看法，熟悉游戏运营相关工作，有成功的产品运营案例；3、有较强的组织沟通及表达能力，有一定的团队管理能力；4、对游戏产品研发有较深了解。职能类别：网站营运经理/主管关键字：海外运营经理游戏举报分享,海外手游运营经理/项目经理
15000-25000/月,三七互娱（上海）科技有限公司,职位描述：岗位职责:1、负责优化公司信息系统整体规划，建立健全公司网络安全体系，确保信息安全；2、负责IT采购资源的规划和管理，保证及时满足业务部门的采购需求；3、监控IT系统日常运行，确保公司网络安全及各网络系统的正常稳定(服务器、防火墙、交换机、程控机、路由器)；4、完善公司各IT系统（邮件系统、监控系统、备份服务、机房数据监控等）；5、负责各部门应用需求管理与解决，及时收集和响应各部门信息化方面的需求，对各部门信息化需求进行评估、分析并提出解决措施，积极推动公司信息化应用水平；6、指导、检查所属下级的各项工作，掌握工作情况和有关数据；任职资格：1、本科及以上学历，计算机类相关专业；2、2年以上网络相关实施和管理经验；3、3年以上大中企业信息化规划与管理工作经验；4、具有优秀的IT基础架构平台的规划设计能力和业务需求分析及整合规划能力；5、精通日常如电话系统、视频会议系统、财务系统的维护以及IT采购相关知识；6、具备良好的职业道德、综合素质、团队合作能力和沟通协调能力；保密意识优秀；职能类别：技术支持/维护经理关键字：IT运维游戏技术举报分享,IT运维组长
10000-14999/月,三七互娱（上海）科技有限公司,职位描述：岗位职责：1、负责挖掘、管理主播，维护主播和用户的关系；2、收集用户信息并根据市场情况调整运营策略或提出产品优化建议，提高直播间用户留存率及付费率；职位要求：1、本科以上学历，具有2年以上主播产品运营经验；2、数据分析能力和逻辑能力强；3、较强的语言表达能力和沟通能力；4、个性开朗、思维活跃、执行力强。职能类别：网站营运经理/主管举报分享,直播平台运营
10000-14999/月,三七互娱（上海）科技有限公司,职位描述：岗位职责：1、进行网站程序设计与开发，参与项目的编程、调试和模块测试工作；2、根据项目需求，能够独立按时完成网站开发任务；3、根据主管部门要求对现有项目进行修改；4、对相关部门提交的BUG进行分析测试，并作出修改。岗位要求：1、1年以上Java网站开发经验；2、熟悉MVC构架模式，精通应用Struts，Spring，Hibernate等框架开发J2EE Web应用；3、熟悉各种Web前端技术，包括XHTML/XML/JSP/CSS/Javascript/jQuery等；4、熟练dreamweaver，eclipse 等开发工具；5、自我管理能力强，有良好的时间意识；6、有较好的沟通交流能力和团队合作精神；7、了解Jboss或Tomcat的基本配置和应用部署，熟悉Web Service优先考虑；8、精通mysql数据库的基本环境配置、具有扎实的数据库方面的开发基础.9、具有丰富的项目开发经验，有较强的错误排查和解决问题的能力；职能类别：多媒体/游戏开发工程师举报分享,java网站工程师
6000-7999/月,三七互娱（上海）科技有限公司,职位描述：岗位职责：1、负责公司培训需求调研，针对不同层级员工培训需求，制定培训计划；2、组织并实施员工培训计划，跟踪培训效果及员工行为转化，保证培训效果；3、策划制定公司企业文化活动方案并组织实施，定期组织各种形式的企业文化主题活动和员工关怀活动；4、策划全年各节日和季节性的员工活动及员工关系会议等，活跃员工气氛，增强员工认同感；5、负责企业内部文化宣传制作，参与创意和设计，编辑企业宣传文案。任职要求：1、本科及以上学历，有亲和力，工作热情积极，沟通能力强，组织协调能力强；2、1年以上培训及员工关系工作经验，互联网/电子商务行业从业经验优先；3、较强的系统思考和规划能力，具有成功的培训项目管理工作的经验；4、熟悉文化活动建设及开展的相关流程并可以独立进行方案整合，有丰富的独自策划、实施员工活动和文化建设项目经验；4、热衷于员工沟通和关系管理，具备和掌握开展相关工作的理论知识和行动方法论；5、有创意思维，对新鲜事物抱有好奇心，对色彩搭配敏感，乐于学习分享。职能类别：人事专员培训专员/助理/培训师关键字：培训员工关系企业文化举报分享,人力资源专员（培训及员工关系）
10000-14999/月,三七互娱（上海）科技有限公司,"职位描述：职位描述：1、从事手游项目的原画设计工作，根据要求进行角色、道具等造型原画设计；2、根据游戏产品可以独立重新包装角色设定及风格，制作游戏壁纸，宣传插画等工作。3、参与游戏ICON,LOGO等设计指导。4、指导及监督视频动画制作。任职要求：1.热爱游戏动漫事业，狂热的游戏爱好者；2.时尚触觉敏锐、对颜色敏感，能把握流行趋势；3.强烈的团队合作意识、协作精神和敬业精神，吃苦耐劳，能承受一定的工作压力；4.熟悉各种游戏美术风格，具有扎实的美术功底和造型设计能力；5.熟练掌握photoshop、Painter等绘画类软件；6. 手绘能力扎实，一年以上网游原画工作经验者优先。职能类别：原画师视觉设计师关键字：原画设计手游原画人物原画icon举报分享",手游原画设计师
6000-7999/月,三七互娱（上海）科技有限公司,职位描述：岗位描述：1、监控数据，实时发现并解决广告投放中出现的问题；2、数据分析，分析市场投放效果并提出有建设性的改进意见；3、优化并不断改进市场广告流程以及后台等工具。任职要求：1、本科及以上学历，学习主动性强；2、对游戏有一定了解，热爱互联网或游戏行业，致力于在游戏行业发展；3、熟练运用word、excel、ppt等office办公软件；4、内敛细心，勤奋踏实，责任心强，具有良好的团队合作精神。5、能承受强大工作压力，适应游戏公司的快节奏。职能类别：网络推广专员关键字：广告数据分析游戏数据分析举报分享,数据分析专员
8000-9999/月,三七互娱（上海）科技有限公司,职位描述：1、 负责媒体广告投放与检查；2、 负责媒介资料数据整理分析与效果跟进；3、 媒体关系的维护，媒介执行、跟进等工作；4、 与客户保持良好的合作关系，了解、协调、反馈客户的相关情况；5、 认真，细致，专注，创新。岗位要求：1、 本科以上学历，广告学、市场营销或相关专业；2、 良好的口头表达能力，较强的沟通应变能力和人际关系协调能力；3、 具备出色、踏实的学习能力，善于观察，灵活并注重细节；4、 能够承受较大的工作压力和较长的工作时间。职能类别：网络推广专员关键字：海外广告投放网络推广举报分享,海外广告投放
20000-24999/月,三七互娱（上海）科技有限公司,职位描述：岗位职责：1、根据项目及市场要求，对设计风格进行定义和把控，对最终设计效果负责；2、负责公司设计团队创意、质量的统筹和监督工作；3、根据游戏推广宣传需求，通过创意和互动营销策略，输出优秀的互动创意表现；4、负责将创意转化成视觉化的设计方案，把控一切从视觉表现到执行制作的创意设计方案的效果和质量 ；5、分享创意方法论和设计经验，推动提高团队的创意设计能力。任职要求：1、3年以上知名广告公司工作经验（具有4A广告公司经验者优先 or 互联网创意相关工作经验者优先）；2、有较强的创作与执行能力，扎实的美术功底和艺术修养，思维活跃，创意层出不穷；3、画面感优秀，能理解广告策略，善于提出独特的创意视角和解读，具有丰富的视觉创意执行经验；4、对广告，影视，动画，新媒体技术应用，游戏经验丰富者优先；5、富有团队协作精神和协调指导能力，富有工作激情，创造力和责任感，乐于表达和分享。职能类别：平面设计总监美术指导关键字：美术指导游戏视觉设计举报分享,美术指导（手游）
25000-29999/月,三七互娱（上海）科技有限公司,职位描述：职位描述：1. 网络游戏和互联网行业市场数据，以及年度市场关联业绩指标建议；2. 互联网行业的政策信息、发展方向和行业动态分析3. 根据公司发展愿景，进行集团战略顶层设计；4. 根据集团战略目标与发展规划，寻找并对潜在的投资项目进行研究和投资分析；并根据前期的尽职调查结果，出具项目可行性分析报告；5. 参与公司投资项目的商务谈判，以及有关商务谈判方案和条件的确定；6. 对投资项目的实施过程和效果进行评价，并提出改进建议；参与对投资结果进行评估，并分析与预期的差异；7. 跟踪集团已投资项目，定期对项目的成本收益进行分析，并提出风险预警与解决方案；任职要求：学历：本科1. 全日制本科及以上学历；2. 至少三年以上投资发展部门工作经验以及管理咨询经验；3. 互联网行业投资分析相关从业经验优先考虑，CPA优先考虑；4. 熟悉投资程序及投资工具，具备良好的项目评估、财务分析、市场分析能力；5. 具有很强的行业分析研究和方案策划能力；6. 具备敏锐的市场洞察力、沟通协调能力以及自我学习和更新能力；7. 逻辑性强，富有团队精神。职能类别：投资/基金项目经理举报分享,投资经理
10000-14999/月,三七互娱（上海）科技有限公司,"职位描述：岗位职责：1、独立拓展和维护移动手游产品的发行渠道，完成商务谈判，维护良好的渠道合作关系；2、对渠道的运营数据进行分析，积极主动与渠道沟通，推进提升渠道产品的运营质量；3、负责定期对行业及同类产品合作运营状况进行调研分析；4、负责监测、搜集、整理和分析各种渠道信息，及时了解和总结渠道反馈。5、协助副总裁处理各项商务事宜。任职要求：1、熟悉互联网、移动互联网行业，至少一年以上互联网渠道商务拓展经验；2、良好的游戏厂商、媒体、渠道等人际关系网络；3、有一定的（安卓、IOS越狱）渠道资源；4、优秀的商务谈判，较强的商业机会敏锐感,逻辑能力和数据分析能力不错;5、有很强的责任心，能独立开展工作、拓展市场，具备团队合作精神，能够承受较强的工作压力；6、优秀的沟通及文字表达能力，具有较强的学习能力，能独立思考问题和解决问题。职能类别：商务经理关键字：游戏产品渠道拓展公关维护举报分享",手游商务经理（渠道）
10000-14999/月,三七互娱（上海）科技有限公司,职位描述：职位描述：1、负责IOS及GOOGLE等游戏渠道商关系的开拓与维护；2、负责监测、搜集、整理和分析各种渠道信息，及时了解和总结渠道反馈，并提出优化解决方案；3、负责与合作伙伴确定推广方案，结合运营需求进行渠道推广；4、负责制定手机游戏产品营销计划，并推动计划顺利实施；5、负责商务合作，并与合作伙伴保持良好的合作关系。任职要求：1、本科及以上学历，英语等相关专业；2、热爱手机游戏，对游戏行业有强烈兴趣；3、有良好的沟通协调、商务谈判能力，公关能力强，能够承受较强的工作压力；4、有较强的责任心和使命感，能独立开展工作、拓展市场，具备团队合作精神；5、有外企工作经历，对IOS及GOOGLE渠道推广经验者优先。职能类别：网络推广专员关键字：ios渠道关系APP商务推广渠道商务举报分享,手游商务经理
20000-30000/月,三七互娱（上海）科技有限公司,"职位描述：1.互联网游戏行业平台和产品的后端存储架构设计。2.存储架构需满足用户大规模增长时的可用性。3.负责大数据统计分析架构的设计和搭建，给出专业指导意见。4.带领团队进行DB运维自动化平台建设。5.带领团队进行后端存储的技术选型和架构实现，解决技术难题，为业务提供稳定性保证。6.云DB运维的平台化实现。任职要求：1.了解mysql高可用架构方案，熟悉mha，mmm，xtrabackup等开源组件。2.熟悉至少一种关系型数据库(mysql,oracle,postgresql等)和nosql数据库实现(redis,mongodb)。3.深入理解一种数据库原理，mysql或pgsql等。4.对DB自动化运维有一定理解并付诸实际，有云DB运维和设计经验更佳。5.对shell，python，perl，php至少掌握2门语言以上，能够写出高效脚本，程序。6.熟悉至少一种开源大数据存储方案(HBASE,cassandra，GPDB)，有spark或者hadoop经验更佳。7.有中大型应用系统分布式架构设计经验，独立承担过中大型系统存储架构设计和搭建。职能类别：数据库工程师/管理员关键字：数据库管理DBA举报分享",高级数据库管理(DBA)
10000-14999/月,三七互娱（上海）科技有限公司,职位描述：1、项目计划制定实施跟进，游戏上线与运营相关事宜；2、游戏产品修改与优化，监控项目组游戏相关数据，保证游戏正常运营；3、线上线下游戏活动策划与执行，活动效果评估分析；4、各项数据整理分析，项目成本优化控制；任职要求：1、本科及以上学历，对游戏有深入的认识，两年以上游戏运营经验；2、高执行力，高投入度，能在较大压力下保持良好的工作状态；3、较强团队合作精神，品行端正.责任心强，具备严谨.踏实的工作作风；4、有较强的组织沟通及表达能力，应变及协调能力强；5、善于思考，具备较好的学习能力和理解能力；6、对数据敏感，拥有较强的数据分析能力。职能类别：产品专员关键字：越南语泰语举报分享,海外运营专员（泰语、越南语）
15000-19999/月,三七互娱（上海）科技有限公司,职位描述：职责概述：1、主导平台网站核心系统的架构设计，带领技术团队完成网站项目整体系统构架设计；2、参与产品开发可行性讨论，对产品的需求进行全方位的理解和把控；3、负责项目的任务分配分解、进度跟踪，保证项目按时按质完成；4、负责技术难题预研与攻关，解决系统中关键架构问题，对系统稳定性负责；5、制定员工培养计划，建设稳定、高效、有活力的技术团队。岗位要求：1、开发工作经验3年以上，其中带团队经验2年以上；2、丰富的网站、手机端开发经验，精通php，熟悉前端开发程序，了解iOS/Android开发技术；3、具备出色的项目管理/计划能力，思路清晰，善于交流，有良好的团队合作精神和跨部门协调能力；4、性格积极乐观诚信，有强烈的进取心。职能类别：项目主管技术总监/经理关键字：技术主管团队管理项目管理举报分享,技术主管
5000-8000/月,三七互娱（上海）科技有限公司,职位描述：岗位要求：1、负责业务合同的财务审核、付款审核、消耗表编制和分析；2、负责工作相关单证、文件、重要数据等进行归档管理，及时更新档案清单。3、负责会计凭证的录入、管理和数据提报；4、负责与业务部门的日常沟通，能协助上级建立和完善事业部相关业务的财务流程、制度；5、负责财务经理安排的其他财务相关工作；任职资格：1、数据敏感度高，能从数据中发现问题并解决问题；2、财务、会计、金融或相关财会专业本科以上学历；3、有同类岗位一年以上工作经验，熟悉用友和金碟财务软件；4、善于全盘账务出具、审核和调整，能主动思考，独立工作能力强；5、善于沟通，工作仔细，认真负责，承压能力强，有团队合作精神。6、有软件行业或广告行业从业经验优先，具备会计师职称优先。7、有会计师事务所工作经验优先考虑。职能类别：会计举报分享,会计
15000-19999/月,三七互娱（上海）科技有限公司,职位描述：三七互娱2017校园招聘--世界因我而乐游戏江湖无限精彩，娱乐世界因我而乐从红白机旧史，到VR游戏时代，游戏一直陪伴着我们昨天游戏给我们带来欢笑，今天我们给世界创造快乐怀揣游戏梦想的你，现在就打开游戏世界的大门！三七互娱2017校园招聘欢迎你高年薪、壕福利、好团队、强产品与你仅仅只差一份简历的距离三七互娱2017校园招聘行程安排城市	宣讲高校	宣讲日期	宣讲时间	宣讲地点广州	中山大学	2016年9月12日	14：30	大学城行政楼B102华南理工大学	2016年9月13日	14：30	大学城A4-204报告厅长沙	湖南大学	2016年9月22日	-	待定中南大学	2016年9月23日	14：00	校本部科教南楼402成都	电子科技大学	2016年9月22日	14：30	清水河校区立人楼B206四川大学	2016年9月23日	14：30	望江校区就业指导中心201报告厅武汉	武汉大学	2016年9月27日	14：30	就业指导中心第三报告厅华中科技大学	2016年9月28日	14：30	国际学术交流中心      8号楼报告厅西安	西安交通大学	2016年9月27日	14：30	就创中心一楼信息发布厅西安电子科技大学	2016年9月28日	14：30	南校区就业中心116上海	上海交通大学	2016年10月17日	-	待定上海复旦大学	2016年10月18日	-	待定北京	北京邮电大学	2016年10月17日	-	待定北京航空航天大学	2016年10月18日	-	待定PS：宣讲会结束后有笔试安排通知，接收现场投递简历关注各地宣讲会，更多惊喜等着你！入场有礼：按照入场时间顺序，可获得精美入场礼品一份，送完即止；微信送礼：关注三七互娱招聘微信公众号：三七互娱招聘 ，宣讲会现场就有机会获得神秘大礼哦！【校园招聘流程】网申—宣讲会—笔试—面试—正式录用—发放offer网申地址：http://zhaopin.37.com 或关注三七互娱招聘微信：三七互娱招聘 投递简历【招聘岗位】游戏研发类数值策划、系统策划、执行策划、C++服务端程序、Java服务端程序、Unity3d客户端程序、Cocos2d-x客户端程序、页游客户端程序技术支持类前端开发工程师、Android开发工程师、PHP开发工程师、网站工程师、数据挖掘算法工程师、安全工程师、运维开发工程师、运维工程师、测试工程师游戏运营类页游运营专员、手游运营专员、海外运营专员、本地化专员、海外广告专员、推广专员、数据分析专员美术设计类广告设计师、平面设计师、网页设计师、视频设计师、原画设计师、UI设计师、特效设计师、动作设计师、模型设计师、场景修图商务市场类市场策划、媒介执行、广告投放专员职能管理类人力资源专员、投资助理、会计岗位详细说明请点击：http://zhaopin.37.com职能类别：多媒体/游戏开发工程师举报分享,三七互娱2017校园招聘 --世界因我而乐
8000-10000/月,三七互娱（上海）科技有限公司,职位描述：职位描述：1、负责游戏产品内容宣传计划制作，执行跟进及总结分析；2、完成日常媒体覆盖，包括新闻、礼包、开服表、开测表、入库等资源覆盖；3、媒体专题活动策划跟进与制作上线，及评估效果分析；4、协调媒体各类资源深度合作，媒体资源购买与投放、执行；5、协助策划和召集举行各类重要会议及公关活动；7、媒体传播、市场动态监控，危机公关处理等。任职要求：1、具有2年以上媒介/市场从业经验，具备媒体价值分析能力及媒体效果评估能力，熟悉游戏相关媒体资源者优先；2、性格开朗，亲和力强，具有良好的沟通协调与社交能力，擅长团队协作；3、思维活跃，具有敏锐的市场洞察力和较强的开拓精神，并能承担一定的工作压力。职能类别：媒介专员举报分享,高级媒介专员
6000-10000/月,三七互娱（上海）科技有限公司,职位描述：岗位职责：1.负责SEM投放策略和优化策略制定及执行，对投放数据进行监控和分析；2.熟练掌握baidu，360，搜狗，DSP一项或多项推广后台操作；3.定期提供数据分析报告，并提供切实可行的优化方案，保证SEM推广正常有效推进；4.监控和研究竞争对手的搜索营销策略，关注搜索媒体的变化，提出调整优化方案。岗位要求：1.本科及以上学历 ；2.具有SEM从业经验，了解搜索引擎用户特征，对游戏行业熟悉或了解者优先 ；3.具备良好数据分析能力，可独立完成专业投放报告 ；4.工作认真负责，踏实肯干，抗压性强。有良好的沟通能力和学习能力，有团队合作意识。职能类别：市场分析/调研人员SEO搜索引擎优化举报分享,SEM推广专员
8000-15000/月,三七互娱（上海）科技有限公司,职位描述：职位描述：1、策划制定公司企业文化活动方案并组织实施，定期组织各种形式的企业文化主题活动和员工关怀活动；2、策划全年各节日和季节性的员工活动及员工关系会议等，活跃员工气氛，增强员工认同感；3、公司文化建设和推广引领、驱动公司文化发展，激励员工实现自我价值；4、负责企业内部文化宣传制作，参与创意和设计，编辑企业宣传文案。职位要求：1、本科及以上学历，有亲和力，工作热情积极，沟通能力强，组织协调能力强；2、1年以上企业文化、员工关系工作经验，互联网/电子商务行业从业经验优先；3、擅长公文写作和企业文化活动策划，熟悉员工活动建设及开展的相关流程并可以独立进行方案整合，有丰富的独自策划、实施员工活动和文化建设项目经验；4、热衷于员工沟通和关系管理，具备和掌握开展相关工作的理论知识和行动方法论；5、具有一定的文字功底和图片处理能力，熟悉公文写作，了解内刊制作的基本流程和知识；6、有创意思维，对新鲜事物抱有好奇心，对色彩搭配敏感，乐于学习分享。职能类别：企业文化/员工关系/工会管理演员/群众演员举报分享,员工关系专员
6000-7999/月,三七互娱（上海）科技有限公司,"职位描述：招聘需求：岗位职责：1.负责日常的游戏视频广告制作。2.根据游戏产品宣传需求，独立完成游戏宣传片的制作（包括创意 、分镜、包装、剪辑、配音）。岗位要求：1.大专以上学历，热爱游戏，对摄影有兴趣、有游戏视频制作相关工作经验者优先。2.精通AE,Premiere等相关视频软件，有一定的PS、Flash软件使用基础。3.具备较好的美术基础，对视频的镜头、节奏、色彩、画面、创意等有较好的把握。4.有良好的团队协作能力和创新意识。5.投递简历时，请附上个人作品。职能类别：语音/视频开发工程师后期制作举报分享",视频设计师
